"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_trunc/t2_its_targeted/textured_t2","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.452479521107333,-0.2080757,1.267826,1.66816498839986,4.85254206900665
"model_fits/finalized_redone_trunc/t2_its_targeted/textured_t2","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.301217781253967,-1.034218,0.38319255,1.36965432306293,7.25138388406878
