outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,exposure_strip,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Nonvegan,Level change,-0.060284653473385,-0.5545449947,0.435745281925,0.9404698003348888,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.31290972404098705,0.19234041709421704
Nonvegan,Slope change,-0.0107425756782527,-0.5306722626,0.51184172925,0.9839215015102761,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.2766900225787629,0.2552048712222575
Meat,Level change,-0.206444748104223,-0.622442468225,0.18600080695000001,0.8171600852810156,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.41268027748560054,-2.0921872284543341e-4
Meat,Slope change,-0.166201877854663,-0.67659721065,0.385663825475,0.8341301522044844,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.43718683604981606,0.10478308034049005
Chicken & fish,Level change,-0.150074601271522,-0.596546506,0.26752862485,0.859171019868249,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.3705019305699914,0.07035272802694742
Chicken & fish,Slope change,0.196906321684964,-0.33599825575,0.7133568798575,1.2233228189528467,NA,NA,Pooled,POOLED,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.07078631494960233,0.46459895831953035
Nonvegan,Level change,-0.0253977212975717,-0.3168776913,0.27500641745,NA,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.17638856536644926,0.12559312277130585
Nonvegan,Level change,-0.0192976559376453,-0.29221419055,0.244460319085,NA,NA,NA,Restaurant,ED5J990H5VAZT,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.15620441859963508,0.11760910672434449
Nonvegan,Level change,0.2027034314057,-0.10054202225,0.49932674725,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.04967568408427142,0.35573117872712856
Nonvegan,Level change,-0.729098243013838,-1.1530289815,-0.305083313325,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.9454109134666442,-0.5127855725610317
Nonvegan,Level change,-0.004941671720486,-0.358461947975,0.363457859325,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.18910488786844518,0.17922154442747315
Nonvegan,Level change,-0.0328523572112287,-0.412276793,0.363692138625,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.23080361527883075,0.16509890085637335
Nonvegan,Level change,-0.104492628848574,-0.438292149075,0.241748276175,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.27797232916745157,0.06898707147030357
Nonvegan,Level change,-0.445747185206667,-1.316413522,0.42088265,NA,NA,NA,Restaurant,EMBVNVD207CC6,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8889349841862588,-0.002559386227075189
Nonvegan,Level change,-0.0754381370104267,-1.23790207125,0.989501963425,NA,NA,NA,Restaurant,C0BE4NDSW26QN,NA,Animal,Exposure: Introductions,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.6436534519785388,0.4927771779576855
