outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,0.00437301437234333,-0.068393783,0.079416367825,1.0038156571549046,1.0003809121286074,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0333336567564832,0.04207968550116986
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,-0.037127253849479,-1.6234557323,1.47306169405,0.9780832352022506,0.9977864031271207,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8270551687346831,0.7528006610357251
meat,Exposure: Alt-Protein-Modifiable,Form: Count,0.0076069434123392,-0.061347250805,0.073328447525,1.006924364818519,1.0006902882893776,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.026749102080007744,0.041962988904686145
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.214474025785248,-1.2551413455,1.534878423625,1.2971105676925176,1.0263552301584222,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4972657112364357,0.9262137628069317
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,0.024623089036787,-0.040648886155,0.0916889150467647,1.0248494068919864,1.002457583087836,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.009136554126928483,0.05838273220050248
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.198014469495433,-1.12501885059265,1.53089350481471,1.22614108849631,1.0205964294121426,NA,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4795141925982813,0.8755431315891473
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Count,0.00640255339796,-0.070653356325,0.08401082445,1.007334155385726,1.0007310061798795,NA,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.03305259475892776,0.04585770155484775
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.100308776323081,-1.399584982,1.727611643,1.1076157586963764,1.0102733865717326,NA,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.6974454647483476,0.8980630173945096
vegan,Exposure: Alt-Protein-Modifiable,Form: Count,0.02295664119546,-0.061005792175,0.1147979505665,1.0203295343382384,1.002014591367842,NA,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.0218912523610451,0.0678045347519651
vegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.294568694002414,-1.502531608,2.07409214225,1.3453876134847746,1.03011270233669,NA,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.6178353239185044,1.2069727119233324
