outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group
meat,Vegetarian,Proportion,NA,NA,NA,0.127975628021929,0.788461983858366,1.00389783585123,Restaurant,ED5J990H5VAZT,NA,Animal
meat,Vegetarian,Proportion,NA,NA,NA,0.243393901822725,0.850684210962227,1.00026949297714,Restaurant,JHDN7CF1C03X5,NA,Animal
meat,Vegetarian,Proportion,NA,NA,0.11815827635589655,0.570204890102857,0.875198236438373,1.00101852968159,Restaurant,L69HYJ4Y3TR91,NA,Animal
meat,Vegetarian,Proportion,NA,NA,-1.4478157849430626,0.721982659289402,0.963682187694446,0.999807467146916,Restaurant,SRQS8F7JWA9MZ,NA,Animal
meat,Vegetarian,Proportion,NA,NA,NA,0.0359601429709872,0.693484354403098,1.0015203078657,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,MPBA-Modifiable,Count,-5.147586219392675,NA,-1.9255138009873742,1.00810055950824,1.00060421454607,1.00451461746586,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,MPBA-Modifiable,Count,NA,NA,-3.6315660022929968,0.985086467114955,0.998472379951766,1.00726044385407,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,MPBA-Modifiable,Count,-3.4838700850832947,NA,-2.679414166713004,1.0313505582728,1.00307536616393,1.00085203378269,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,MPBA-Modifiable,Count,NA,NA,-2.0647957172774185,0.983129917517493,0.997862358280156,1.00766484040018,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,MPBA-Modifiable,Count,-4.390044195022852,NA,-3.262453304962635,1.01256764214339,1.00124167979113,1.00057782700639,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,MPBA-Modifiable,Proportion,-2.318913718196349,NA,1.2039681293150082,16.5597176158392,1.0243834704791,1.0021081610892,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,MPBA-Modifiable,Proportion,NA,NA,NA,0.366099865018754,0.893943712921704,1.00041249677008,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,MPBA-Modifiable,Proportion,1.0931275496986468,0.38857086735266577,1.5009031419334968,26.7163887773968,1.35173455567245,1.00019841734816,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,MPBA-Modifiable,Proportion,NA,NA,1.1662737408763117,21.2862076405283,0.97162204052046,1.0001520880962,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,MPBA-Modifiable,Proportion,-0.3760560972542072,NA,0.7110924467735494,2.53149203818843,1.07365174641328,0.999942907560298,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,Vegan,Count,NA,NA,-2.281140432220094,0.950521652324444,0.994641565519364,1.00163656189111,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,Vegan,Count,-0.863743643433715,-1.6428495410382429,-0.41802973851642744,1.53514039501812,1.04313260528495,1.00379887083133,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,Vegan,Count,NA,NA,NA,0.948752929167561,0.994748128099,1.00093093893411,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,Vegan,Count,-1.748525389538392,NA,-1.015194360388614,1.19516499193606,1.01759853374323,1.00115324654931,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,Vegan,Count,-4.2657170480892,NA,-3.3587829277786403,1.01419305427132,1.00140568119648,1.00202450324549,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,Vegan,Proportion,NA,NA,0.29583381899968775,0.685122641485239,0.898608410739397,1.00027447723068,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,Vegan,Proportion,-0.2613406926289987,NA,1.479042910475967,16.1127975748866,1.09647093579992,1.00101655804435,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,Vegan,Proportion,NA,NA,NA,0.0658862904119077,0.750022750265349,1.00138226097201,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,Vegan,Proportion,4.5264947401770666e-4,NA,1.6783468537323454,67.1900700197318,1.12748788457749,1.00197967565379,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,Vegan,Proportion,-0.48101376781121713,NA,0.6798815802690521,2.35380398716741,1.06626993766895,1.0006232987943,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,Vegetarian,Count,-3.1966958316484946,NA,-1.868722698366577,1.04354696910933,1.00411546650218,1.00162758212583,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,Vegetarian,Count,-2.148559132726091,-3.2169469987498664,-1.6083694834077227,1.12466762590016,1.01174195528316,1.00028655243895,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,Vegetarian,Count,NA,NA,NA,0.972001830148388,0.997161379902615,1.00034610536528,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,Vegetarian,Count,-1.6868657695089364,-3.2380255153740083,-1.022343848435735,1.20743239770484,1.01871660323189,1.01090814550011,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,Vegetarian,Count,-4.6200233091601515,NA,-3.7140424022947527,1.00992812558318,1.00098600838513,1.00030401954159,Restaurant,W8T41JZK0ZMEP,NA,Animal
chicken_fish,Vegetarian,Proportion,NA,NA,1.0228596571109398,2.70251307962071,0.999683532661013,1.00039417270281,Restaurant,2HRX9P6HKXA8V,NA,Animal
chicken_fish,Vegetarian,Proportion,NA,NA,NA,0.0229952026436244,0.587443766320696,1.00323777357085,Restaurant,ED5J990H5VAZT,NA,Animal
chicken_fish,Vegetarian,Proportion,NA,NA,NA,0.0980035831909759,0.78070861752339,1.00222384862904,Restaurant,JHDN7CF1C03X5,NA,Animal
chicken_fish,Vegetarian,Proportion,-0.22727476494129148,NA,2.0141156439760106,6256.73031206644,1.13237592778946,1.00660261072827,Restaurant,L69HYJ4Y3TR91,NA,Animal
chicken_fish,Vegetarian,Proportion,-3.3190823590318987,NA,0.5747356192977193,1.50894267343985,1.00739554603054,1.00204434874014,Restaurant,W8T41JZK0ZMEP,NA,Animal
vegetarian,MPBA-Modifiable,Count,NA,NA,-1.8953656745884315,0.918072747174823,0.990781206440778,1.00219328983484,Restaurant,2HRX9P6HKXA8V,NA,Plant-based
vegetarian,MPBA-Modifiable,Count,-6.86816168586204,NA,-3.8167137574424372,1.00109606377776,1.00010459495222,1.00776680739006,Restaurant,ED5J990H5VAZT,NA,Plant-based
vegetarian,MPBA-Modifiable,Count,NA,NA,-3.1936436627389124,0.997471656596208,0.999724735264354,1.00100310569389,Restaurant,JHDN7CF1C03X5,NA,Plant-based
vegetarian,MPBA-Modifiable,Count,-3.002938079967073,NA,-1.3724131031279985,1.05628543325406,1.00502767236983,1.00339414990148,Restaurant,L69HYJ4Y3TR91,NA,Plant-based
vegetarian,MPBA-Modifiable,Count,-1.6717443652905206,-2.497213772695058,-1.213477750211049,1.20859468876372,1.01898524598596,1.00312312239288,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based
vegetarian,MPBA-Modifiable,Count,NA,NA,-3.6544430811473276,0.998226226589245,0.999813675280212,1.00294665865271,Restaurant,W8T41JZK0ZMEP,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,NA,NA,0.691123221235401,1.16153078341392,0.813099716781373,1.00315978045172,Restaurant,2HRX9P6HKXA8V,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,-4.115041574285023,NA,-0.7727780551317097,1.04236695884153,1.00188535096976,1.00140173955214,Restaurant,ED5J990H5VAZT,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,NA,NA,NA,0.103274936372379,0.768847792175614,1.00045456127922,Restaurant,JHDN7CF1C03X5,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,-0.4838047072852539,NA,1.6390060981267658,27.1585667446654,1.08983601648434,1.00031505827753,Restaurant,L69HYJ4Y3TR91,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,0.525812346717689,-0.48274971658655963,1.021212751406606,6.31877116961316,1.18614214508985,1.00180859772225,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based
vegetarian,MPBA-Modifiable,Proportion,NA,NA,0.2931191114311574,1.22878349439374,0.997861129280333,1.00033827752203,Restaurant,W8T41JZK0ZMEP,NA,Plant-based
vegetarian,Vegan,Count,-3.795604221768586,NA,-1.8263692992598497,1.02521509785322,1.00227381414702,1.00074974431862,Restaurant,2HRX9P6HKXA8V,NA,Plant-based
vegetarian,Vegan,Count,-3.759277583942619,NA,-2.2561128512275785,1.02445611122041,1.00234140307724,1.00101572078938,Restaurant,ED5J990H5VAZT,NA,Plant-based
vegetarian,Vegan,Count,-3.314368820630739,-4.483684405072855,-2.7897619007683665,1.03711381323147,1.00364316607585,1.00258395701606,Restaurant,JHDN7CF1C03X5,NA,Plant-based
vegetarian,Vegan,Count,-4.247431369662326,NA,-2.403158004208177,1.0151632050905,1.00143861175112,1.0015388160601,Restaurant,L69HYJ4Y3TR91,NA,Plant-based
vegetarian,Vegan,Count,NA,NA,NA,0.682669312522996,0.961948400902788,1.00085527062933,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based
vegetarian,Vegan,Count,NA,NA,-4.126544459085633,0.996521584244204,0.9996469623654,1.00263532367418,Restaurant,W8T41JZK0ZMEP,NA,Plant-based
vegetarian,Vegan,Proportion,-0.4624223095593893,NA,1.0239088482326946,3.48353822330101,1.07173412211703,1.0012425203694,Restaurant,2HRX9P6HKXA8V,NA,Plant-based
vegetarian,Vegan,Proportion,-3.0935595276686403,NA,0.37006400162748243,1.35037592943131,1.00708607989089,1.00352593791776,Restaurant,ED5J990H5VAZT,NA,Plant-based
vegetarian,Vegan,Proportion,0.5226060448489022,-0.9592142168336334,1.0945944780660304,6.75374938541808,1.18636888683808,1.00171103655426,Restaurant,JHDN7CF1C03X5,NA,Plant-based
vegetarian,Vegan,Proportion,NA,NA,0.8606836200251732,1.77221403446084,0.961366112732449,1.00214494900885,Restaurant,L69HYJ4Y3TR91,NA,Plant-based
vegetarian,Vegan,Proportion,NA,NA,NA,0.199333489742965,0.843531012880927,1.00243419854512,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based
vegetarian,Vegan,Proportion,NA,NA,0.19674201784999826,1.15929712398467,0.995568733882916,1.00068166929962,Restaurant,W8T41JZK0ZMEP,NA,Plant-based
vegetarian,Vegetarian,Count,-7.380229794113715,NA,-2.2165913769790695,1.00214087554113,1.00007750242496,1.00232034037701,Restaurant,2HRX9P6HKXA8V,NA,Plant-based
vegetarian,Vegetarian,Count,-3.5995672343442875,NA,-2.80699774058593,1.02785430854731,1.00273867665981,1.00170108363002,Restaurant,ED5J990H5VAZT,NA,Plant-based
vegetarian,Vegetarian,Count,-3.4360169906706117,-4.3728878409487,-2.9609972020191897,1.03276891232161,1.00322496246753,1.00103442991806,Restaurant,JHDN7CF1C03X5,NA,Plant-based
vegetarian,Vegetarian,Count,-5.114336941312476,NA,-2.782731628034313,1.00641115662376,1.00060498625396,1.00196803542016,Restaurant,L69HYJ4Y3TR91,NA,Plant-based
vegetarian,Vegetarian,Count,-2.4927565804308838,-3.1990349017366886,-2.075246991119943,1.08645240328901,1.0083048270942,1.00082662346189,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based
vegetarian,Vegetarian,Count,-6.541230148090608,NA,-4.1019847744551905,1.00147311920659,1.00014457493434,1.00024308247835,Restaurant,W8T41JZK0ZMEP,NA,Plant-based
