outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
vegetarian,NA,0.1360498209632,-0.12820473,0.4042313825,1.00154846196051,427.789102528749,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,2.2428206013877516e-4,0.2718753598662612
vegetarian,NA,-0.0140537984989509,-0.110817475,0.0831202605,1.00198185264303,985.834440059233,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.06352771061629783,0.03542011361839603
vegetarian,NA,-0.166719849217127,-0.366117875,0.0136632202500002,1.00392574414655,351.21786900832,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.26360278167886175,-0.06983691675539223
vegetarian,NA,0.1643970744107,0.0962267575,0.23111846,0.999585664552832,2131.74383112366,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.12998592581376123,0.19880822300763878
vegetarian,NA,0.0633080911251667,-0.004180125,0.1294426175,0.999936269023944,2225.37224742644,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.029220656813942203,0.09739552543639118
vegetarian,NA,-0.02956628692905,-0.32975552,0.28246648,1.00929335538805,365.846361587327,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.18574536856170307,0.12661279470360307
vegetarian,NA,-0.1527597728443,-0.8926037,0.442987345,1.00840336823868,309.83381183516,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.49347177411981025,0.1879522284312102
vegetarian,NA,-0.0325416729696667,-0.30072225,0.226042425,1.00202951260758,365.335331583793,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.16692041659211568,0.10183707065278227
vegetarian,NA,0.00362414345973333,-0.2336869335,0.2288070575,1.00390529318151,568.603461304332,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.11435901750965442,0.12160730442912109
vegetarian,NA,-0.0114319382279,-0.19090991,0.162816955,1.00234418180915,587.016633262372,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.10166838338096124,0.07880450692516122
vegetarian,NA,0.0235997001606133,-0.1565389075,0.2021999765,1.00480239739445,605.9192761401,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.06791532126795813,0.11511472158918473
vegetarian,NA,0.207613703196133,-0.471827205,1.1714578375,1.00838295893807,424.318297841165,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.21159166478856087,0.6268190711808269
vegetarian,NA,-0.128737833640423,-1.1271432749999999,0.55762557,1.00838556964394,416.923679476741,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.5585258043036883,0.3010501370228422
vegetarian,NA,-0.0807124716496,-0.29658848975,0.1203295225,1.00010595975796,546.378714070964,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.18706910742766125,0.025644164128461225
vegetarian,NA,-0.0955671496605,-0.28661112,0.1111169075,1.00542073533516,416.957280212401,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.19702838116560206,0.0058940818446020365
vegetarian,NA,0.132846826738023,-0.0740741025,0.348338255,1.00124365771075,538.241467902103,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.025088572273737286,0.24060508120230872
vegetarian,NA,0.101196833350667,-0.12149245075,0.300082565,1.00649832765359,442.859248993279,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.006347813524333001,0.208741480225667
vegan,NA,0.0783137823259,-0.12028304865,0.30856139,1.04400453493153,82.7431179334956,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.031085309166446945,0.18771287381824694
vegan,NA,-0.0849908539866333,-0.2762219625,0.0907079700000001,1.03472623706726,65.0110307375187,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.17859542860398026,0.008613720630713667
vegan,NA,-0.0304175884827033,-0.22891781,0.17722264575,1.02697712546499,88.0566576752096,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.13402484760260125,0.07318967063719466
vegan,NA,0.1296680702676,-0.1011114575,0.37328949,1.03203592525218,74.9354258594148,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.008647420395151012,0.25068872014004895
vegan,NA,0.0143264741900267,-0.0596604782,0.08694952025,1.00580318236523,511.762400213002,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.023074035618646765,0.05172698399870017
vegan,NA,-0.06054484032429,-0.21384845875,0.089445215,1.03442491112903,101.651687490175,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.13791567546459613,0.016825994816016127
vegan,NA,0.00892496827756667,-0.037890008275,0.056425967,1.00324051760885,719.874828005724,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.015135229496668023,0.032985166051801365
vegan,NA,-0.0327323404769667,-0.07905859275,0.0138257405,1.00301488358585,1070.57445711033,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.05642732344890548,-0.009037357505027925
vegan,NA,-0.0348563003853833,-0.325081111,0.17151522,1.02094359094988,115.554073051734,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.16153903788538332,0.0918264371146167
vegan,NA,-0.0606417915863,-0.6011023135,0.451228105,1.04843885428754,84.2876829206333,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.329093428958749,0.20780984578614897
vegan,NA,-0.2856740453686,-0.4905252725,-0.0777321659999998,1.01372033571689,150.115411664794,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.39097840927166133,-0.18036968146553872
vegan,NA,0.00242254370893333,-0.202069385,0.1998717275,1.0112243554355,147.769783527902,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.10011345437780136,0.10495854179566802
vegan,NA,-0.0115683626448333,-0.177872145,0.1462072575,1.00618186903392,208.639583859574,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.09424167960911901,0.07110495431945242
vegan,NA,0.02933064349042,-0.1444411205,0.19406772075,1.01006372822505,149.065299056594,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.0570236527468249,0.1156849397276649
vegan,NA,0.0947284325826667,-0.512693405,0.996107095,1.0065930454497,94.5609760491661,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.2901696541520272,0.47962651931736056
vegan,NA,-0.0152846803992333,-0.93727388,0.6038064975,1.01449987485794,93.035768180492,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.40841742976147827,0.37784806896301165
vegan,NA,-0.128925504266867,-0.3337631175,0.0488699775,1.00401513803819,248.321412249745,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.22653598768523434,-0.03131502084849966
vegan,NA,-0.0293110461445,-0.179614525,0.1539747175,1.0084881449291,326.813780206009,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.11441034270062245,0.05578825041162244
vegan,NA,0.0972284774485,-0.09137341575,0.30576887,1.00539532576294,242.336371854598,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.004083330140785726,0.1985402850377857
vegan,NA,0.0729451747466333,-0.123901185,0.2339986925,1.00978567923179,324.420867662543,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.01835581441152996,0.16424616390479657
