model_id,term,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1,-1.8455912922115005,3.2215042504715936,0.5667141897086567,-8.159739623135824,4.468557038712822,SRQS8F7JWA9MZ,19554,511,A5,meat
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2,0.9936170125574295,3.329604654480819,0.7653834533345224,-5.532408110224976,7.519642135339835,SRQS8F7JWA9MZ,19554,511,A5,meat
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1:date_code,7.721825348086511e-4,0.0013191881504193953,0.5583145666460065,-0.0018134262400133637,0.003357791309630666,SRQS8F7JWA9MZ,19554,511,A5,meat
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2:date_code,-4.031063461685995e-4,0.001351080256963137,0.7654295215795819,-0.003051223649816348,0.0022450109574791485,SRQS8F7JWA9MZ,19554,511,A5,meat
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1:gendermale,-0.02950339839410175,0.05559703409190457,0.5956509652176947,-0.1384735852142347,0.0794667884260312,SRQS8F7JWA9MZ,19554,511,A5,meat
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2:gendermale,0.06283918733324463,0.0377461592176954,0.09595593433925778,-0.011143284733438341,0.1368216593999276,SRQS8F7JWA9MZ,19554,511,A5,meat
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1,-2.2123508485518855,1.4184327478666616,0.11882724328524776,-4.992479034370542,0.5677773372667714,2HRX9P6HKXA8V,6606,491,A5,meat
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1:date_code,0.0011425630092191713,7.284033950634567e-4,0.11674455148639207,-2.85107645105204e-4,0.0025702336635435464,2HRX9P6HKXA8V,6606,491,A5,meat
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1:gendermale,0.01824889651571482,0.0462362180943732,0.6930729033974358,-0.07237409094925665,0.10887188398068628,2HRX9P6HKXA8V,6606,491,A5,meat
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1,38.05502117018841,26.11448672879526,0.14505070762537012,-13.129372818250296,89.23941515862711,L69HYJ4Y3TR91,3253,118,A5,meat
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1:date_code,-0.011457663682570826,0.007832129859617702,0.1434933145145922,-0.02680863820742152,0.0038933108422798696,L69HYJ4Y3TR91,3253,118,A5,meat
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1:gendermale,-0.12472788701639745,0.11917369997316943,0.2952814202890855,-0.35830833896380954,0.10885256493101464,L69HYJ4Y3TR91,3253,118,A5,meat
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1,-1.5885022189554958,2.456133106001715,0.5177942493528992,-6.402523106718856,3.225518668807865,ED5J990H5VAZT,11251,339,A5,meat
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1:date_code,5.89513729438405e-4,8.667822333425407e-4,0.4964300909494631,-0.0011093794479129747,0.0022884069067897845,ED5J990H5VAZT,11251,339,A5,meat
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1:gendermale,-0.14685652504066374,0.10060427558960129,0.14436034221076036,-0.3440409051962823,0.0503278551149548,ED5J990H5VAZT,11251,339,A5,meat
