outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group,n_rest_in_group,rest_rank,step_size
vegetarian,mpbamod,Count,0.009950330853168092,NA,1.000947385047831,-0.020202707317519466,0.04879016416943205,1.00004995812083,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,mpbamod,Count,0.11332868530700327,NA,1.011078022505204,-0.020202707317519466,0.23901690047049992,1.00076675558124,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,mpbamod,Count,-0.030459207484708574,NA,0.9967407686009737,-0.11653381625595151,0.04879016416943205,1.00896957144368,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,mpbamod,Count,0.04879016416943205,NA,1.0049414656665576,-0.21072103131565253,0.3220834991691132,1.00778562272793,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,mpbamod,Count,0.14842000511827322,NA,1.0153704221387938,0,0.3364722366212129,1.01216838798767,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,mpbamod,Count,0.04879016416943205,NA,1.0044604481404549,-0.10536051565782628,0.1906203596086497,1.02518247567533,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,mpbamod,Count,0.06765864847381486,NA,1.0070249099152389,-0.12783337150988489,0.28517894223366247,1.00091151859584,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,mpbamod,Count,0.30010459245033816,NA,1.0302266014473724,0.22314355131420976,0.37843643572024505,1.00732882147425,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,mpbamod,Count,-0.030459207484708574,NA,0.9970982227488951,-0.07257069283483537,0.009950330853168092,1.01053926575522,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,mpbamod,Count,0.01980262729617973,NA,1.001506871125712,0,0.03922071315328133,1.00262183880574,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,mpbamod,Proportion,-2.5257286443082556,NA,0.7742351283767582,-4.605170185988091,-0.6539264674066639,1.00021465513208,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,mpbamod,Proportion,-Inf,NA,0.5829109279797514,-Inf,-1.8971199848858813,1.00518633352557,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,mpbamod,Proportion,-2.995732273553991,NA,0.7387723453995609,-4.605170185988091,-1.0498221244986778,1.01589643222801,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
