outcome,effect_type,mean,mean_exp,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,source,color_group,n_rest_in_group,rest_rank,step_size
dairy,Level Change,0.518400135589,1.6793387850068058,-0.685825325,1.635193,1.03478837522252,101.909620991679,Pooled,POOLED,finalized_redone_trunc,Animal,8,NA,0.12
dairy,Slope Change,-0.105061559352333,0.9002691008976448,-1.01451025,0.721926425,1.07430866183758,36.1851602620564,Pooled,POOLED,finalized_redone_trunc,Animal,8,NA,0.12
chicken,Level Change,1.5623463049002497,NA,0.3220834991691132,2.8231630082027146,1.00217499151893,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,1,0.12
chicken,Level Change,4.6338548198480005,NA,2.248128907197987,7.8030429833680035,1.00398931977837,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,2,0.12
chicken,Level Change,0.9858167945227654,NA,0.1823215567939546,1.7867469274045107,1.00181260235648,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,3,0.12
chicken,Level Change,0.009950330853168092,NA,-0.8209805520698302,0.8241754429663494,1.00063454574796,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,4,0.12
chicken,Slope Change,-0.2484613592984996,NA,-2.659260036932778,1.7544036826842861,1.00230669152137,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,1,0.12
chicken,Slope Change,-0.18632957819149348,NA,-2.5257286443082556,2.0082140323914683,1.00921701178031,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,2,0.12
chicken,Slope Change,-0.3285040669720361,NA,-2.8134107167600364,1.706564623164823,1.00410405434449,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,3,0.12
chicken,Slope Change,0.09531017980432493,NA,-1.6607312068216509,2.987700101856727,1.00418489726078,NA,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal,4,4,0.12
dairy,Level Change,0.16551443847757333,NA,0,0.3220834991691132,1.0051447541946,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,4,0.12
dairy,Level Change,0.1906203596086497,NA,0.01980262729617973,0.3987761199573678,1.004491955383,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,5,0.12
dairy,Level Change,0.14842000511827322,NA,-0.05129329438755058,0.3364722366212129,1.01053118886525,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,6,0.12
dairy,Level Change,0.14842000511827322,NA,-0.05129329438755058,0.3148107398400336,1.00444895309443,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,7,0.12
dairy,Level Change,0.1570037488096647,NA,-0.030459207484708574,0.3293037471426003,1.01294357934229,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,8,0.12
dairy,Level Change,1.9344157696295783,NA,0.4252677354043441,3.4679210137050633,1.01395816394371,NA,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal,8,3,0.12
dairy,Level Change,0.35065687161316933,NA,0.06765864847381486,0.6575200029167941,1.00357055529602,NA,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal,8,1,0.12
dairy,Level Change,0.30010459245033816,NA,-0.05129329438755058,0.6151856390902335,1.00821616650824,NA,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal,8,2,0.12
dairy,Slope Change,-0.18632957819149348,NA,-1.6094379124341003,1.075002423028976,1.02940430841146,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,4,0.12
dairy,Slope Change,0.5877866649021191,NA,-0.3285040669720361,2.4782176616372036,1.03076394650902,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,5,0.12
dairy,Slope Change,-0.2484613592984996,NA,-1.5141277326297755,1.0681530811834012,1.01397152095318,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,6,0.12
dairy,Slope Change,-0.7133498878774648,NA,-2.995732273553991,0.3293037471426003,1.02154191925705,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,7,0.12
dairy,Slope Change,-0.11653381625595151,NA,-1.3093333199837622,1.4539530095937054,1.02623989909192,NA,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal,8,8,0.12
dairy,Slope Change,0.20701416938432612,NA,-0.527632742082372,1.0784095813505903,1.0189459852813,NA,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal,8,3,0.12
dairy,Slope Change,-0.5978370007556204,NA,-1.7719568419318752,0.5596157879354227,1.02254541942018,NA,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal,8,1,0.12
dairy,Slope Change,-0.616186139423817,NA,-1.7719568419318752,0.5481214085096876,1.01264769142606,NA,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal,8,2,0.12
