"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0310931685814667,-0.08988687,0.1620088,1.00055367582975,234.771039692966
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.024420090016,-1.644119,1.6885115,1.00014181921679,768.708881793584
