outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
meat,mpbamod,Proportion,0.5215024297555,1.8044549746667384,1.0542796807427874,-0.3164067249999999,1.1966625000000002,1.0055086051884847,Pooled,POOLED,Animal
meat,vegan,Count,0.20236463549275,1.245914974487958,1.0206188117747932,-0.18425062499999997,0.6150406500000001,1.0258091599202765,Pooled,POOLED,Animal
meat,vegan,Proportion,0.12744595409674,1.385023048664575,1.014807924016892,-1.1196147500000002,1.3976567500000006,1.0327423702491652,Pooled,POOLED,Animal
meat,vegetarian,Count,0.0222066233362025,1.0227082715018958,1.0022256117577253,-0.023736375,0.06893706750000002,1.0052276987725548,Pooled,POOLED,Animal
meat,vegetarian,Proportion,-0.5718000548385,0.6458937381917013,0.9456287461061551,-1.513593,0.5189901750000004,1.0492220139392971,Pooled,POOLED,Animal
chicken_fish,mpbamod,Count,0.005778646429681667,1.0067942245620778,1.000587977448545,-0.09912097250000002,0.09560854749999974,1.007685723385545,Pooled,POOLED,Animal
chicken_fish,mpbamod,Proportion,0.30799159983397,1.7673124415666768,1.0341179769388131,-1.2633874999999999,1.7042762499999993,1.000785081867011,Pooled,POOLED,Animal
chicken_fish,vegan,Count,0.10870668840466667,1.125583452878781,1.0110261478827747,-0.16398505000000002,0.4081468499999998,1.0028707062922775,Pooled,POOLED,Animal
chicken_fish,vegan,Proportion,-0.20523237484616666,1.0945882020773647,0.9825129565432666,-1.6576027500000001,1.3236389999999987,1.0032023899920162,Pooled,POOLED,Animal
chicken_fish,vegetarian,Count,0.0692846234446,1.075094694584799,1.0069835725673535,-0.07562966,0.24916154999999998,1.0307246701016723,Pooled,POOLED,Animal
chicken_fish,vegetarian,Proportion,-0.7306225997905,0.7162051499867704,0.933035512419532,-2.3492629999999997,1.0495812500000001,1.0022995470679332,Pooled,POOLED,Animal
vegetarian,mpbamod,Count,0.0547714335586475,1.0639878074221938,1.005566040689545,-0.201456425,0.273583325,1.066083400231267,Pooled,POOLED,Plant-based
vegetarian,mpbamod,Proportion,-0.08045111354675,1.2035596938536652,0.9945899770603474,-1.5242387499999999,1.3359705000000002,1.005116309399977,Pooled,POOLED,Plant-based
vegetarian,vegan,Count,0.169237861055275,1.1926689099493661,1.01713826779168,-0.06786302499999998,0.42628912500000005,1.0237696383162251,Pooled,POOLED,Plant-based
vegetarian,vegan,Proportion,0.9764075231025,2.9822496965176324,1.1038141042118899,0.07830764750000006,1.9424917500000003,1.04992891750951,Pooled,POOLED,Plant-based
vegetarian,vegetarian,Count,0.0634897960781,1.0668679976551387,1.006381920040265,-0.029189134999999998,0.15332582500000008,1.0135150510127704,Pooled,POOLED,Plant-based
vegetarian,vegetarian,Proportion,1.8860931210685,7.343232128327188,1.2090966421123452,0.57369865,2.6212325000000005,1.037881680033974,Pooled,POOLED,Plant-based
vegan,mpbamod,Count,0.03951036083625,1.042337952799849,1.0039783938939169,-0.09515064,0.17199430000000004,1.0097635999199097,Pooled,POOLED,Plant-based
vegan,mpbamod,Proportion,0.0072937928395,1.2038521116254752,1.00250890257036,-1.1695455000000001,1.1867855000000003,1.015845124457427,Pooled,POOLED,Plant-based
vegan,vegan,Count,0.126576163521,1.1423284788613086,1.0128030118263998,-0.08813529749999999,0.3659421999999997,1.0136758347091264,Pooled,POOLED,Plant-based
vegan,vegan,Proportion,1.5260132429766666,5.366608944386756,1.166798612410558,0.19023315,2.5569272499999998,1.0007664119023554,Pooled,POOLED,Plant-based
