outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id
chicken_fish,mpbamod,Count,1.0110410324182162,0.9259895865736498,1.1163203223834508,1.0016298845381857,Pooled,POOLED
chicken_fish,mpbamod,Proportion,0.9067105005931366,0.7989132997937729,1.0458839860568476,1.0012217715257823,Pooled,POOLED
chicken_fish,vegan,Count,1.1848112340692223,0.7946592480628201,1.7008130475577325,1.0062134131599665,Pooled,POOLED
chicken_fish,vegan,Proportion,1.0685910506462868,0.9438873642380305,1.1898205233088741,1.0007497525027378,Pooled,POOLED
chicken_fish,vegetarian,Count,1.0898140573749762,0.8566395662405738,1.3122187738733375,1.0241133003916247,Pooled,POOLED
chicken_fish,vegetarian,Proportion,0.9636068272327757,0.8265960958984836,1.1159915307537593,1.0005851288965681,Pooled,POOLED
meat,mpbamod,Count,0.981652220596333,0.8695789282604038,1.0569936163860543,1.0027696783020754,Pooled,POOLED
meat,mpbamod,Proportion,0.9399949107570077,0.8409741976825503,1.053841442771774,1.0010525751005244,Pooled,POOLED
meat,vegan,Count,1.186706971539757,0.8693972704599058,1.679368365830897,1.0034199247267381,Pooled,POOLED
meat,vegan,Proportion,1.0200137661704716,0.9064159158605588,1.1499861801016071,1.007930620374153,Pooled,POOLED
meat,vegetarian,Count,1.0317646939475995,0.9585533865785446,1.1289545189619763,1.0109756932823417,Pooled,POOLED
meat,vegetarian,Proportion,0.9335274654900352,0.8266066763962262,1.0625847437931428,1.0034227667368416,Pooled,POOLED
nonvegan,mpbamod,Count,0.937472677406377,0.6652767729424394,1.2683622800165555,1.0128380748906831,Pooled,POOLED
nonvegan,mpbamod,Proportion,0.924907503349471,0.8098624585445636,1.059458024791081,1.003939317329159,Pooled,POOLED
nonvegan,vegan,Count,1.205272591480005,0.8318623471383544,1.663699188641059,1.0205838213354008,Pooled,POOLED
nonvegan,vegan,Proportion,1.0555866141316264,0.9430394737204613,1.1763692931871894,1.002108533130963,Pooled,POOLED
nonvegan,vegetarian,Count,1.041766913469015,0.9348256758661466,1.1565199177737735,1.0055064666233333,Pooled,POOLED
nonvegan,vegetarian,Proportion,0.9841947044487483,0.8743650615275986,1.0877943184281238,1.0039768960785953,Pooled,POOLED
total,mpbamod,Count,0.9451816219551971,0.7336471778950001,1.2485527430755314,1.0030038907063523,Pooled,POOLED
total,mpbamod,Proportion,0.9274977788581686,0.8139325327615096,1.061746695083981,1.0031043375165287,Pooled,POOLED
total,vegan,Count,1.2238701706709478,0.8608120853506668,1.744264889265497,1.0025560683454244,Pooled,POOLED
total,vegan,Proportion,1.0765454099112668,0.9553577536488663,1.1977053585561324,1.0033492907196366,Pooled,POOLED
total,vegetarian,Count,1.0353422109873929,0.9423304662476841,1.1248881123258718,1.0015383510649216,Pooled,POOLED
total,vegetarian,Proportion,1.0090138382168288,0.9084120852075556,1.1138701246346565,1.0044196380904333,Pooled,POOLED
vegan,mpbamod,Count,1.0231622012473065,0.9160818796854593,1.1319105984184232,1.0033128958808983,Pooled,POOLED
vegan,mpbamod,Proportion,0.9667823570493196,0.8533107460496736,1.0945568246526063,1.00461379492353,Pooled,POOLED
vegan,vegan,Count,1.18754051925924,0.958953656580455,1.5089002511753342,1.0022608384141802,Pooled,POOLED
vegan,vegan,Proportion,1.1877821636035046,1.0504005945197938,1.3133659245749043,1.0004344556684406,Pooled,POOLED
vegan,vegetarian,Count,1.0311215119578465,0.9913803443471615,1.0761987752063382,1.002069433961768,Pooled,POOLED
vegan,vegetarian,Proportion,1.101025506067811,0.9987574388691659,1.2004086013960926,1.000502291554742,Pooled,POOLED
vegetarian,mpbamod,Count,0.973279429031271,0.7265492917706174,1.2623766507273377,1.0079968216138122,Pooled,POOLED
vegetarian,mpbamod,Proportion,0.9571047641856049,0.8278058564304768,1.1006203688347214,1.0001681002588378,Pooled,POOLED
vegetarian,vegan,Count,1.2155068806468692,0.9460417052633049,1.5694426008249684,1.0007540051449666,Pooled,POOLED
vegetarian,vegan,Proportion,1.0672070699858431,0.9872373793880264,1.155951165522305,1.0014080846981681,Pooled,POOLED
vegetarian,vegetarian,Count,1.0583767209274706,0.9614566050741413,1.1470787004949856,1.0006540332150726,Pooled,POOLED
vegetarian,vegetarian,Proportion,1.0515913208215557,0.9277964272016964,1.1745486838967467,1.00076389876857,Pooled,POOLED
chicken_fish,mpbamod,Count,1,0.85,1.17,1.0003941065806794,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Count,1.02,0.99,1.06,1.00043543573037,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Count,1.02,0.88,1.26,1.000418454770266,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Count,0.98,0.93,1.03,1.0005598597037841,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Count,1.01,0.98,1.05,1.0003212189185562,Restaurant,W8T41JZK0ZMEP
chicken_fish,mpbamod,Proportion,0.8772762586965452,0.6762433378062414,1.1615308587170674,1.0004542165228272,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Proportion,0.7767996097157338,0.7042261140012369,0.867004045984223,1.0009908491261936,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Proportion,0.9146993820210588,0.7042261140012369,1.2808009589264584,1.0010348050440956,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Proportion,0.8555037734677596,0.754770860611584,0.959299887533659,1.0009571374886064,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Proportion,0.9948838031081763,0.8376158603010033,1.1913578981670916,1.0018310831242891,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Count,0.99,0.7,1.35,1.000593576124522,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Count,1.01,0.99,1.03,1.000636430895935,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Count,1.39,1.12,1.74,1.0005990595321457,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Count,1.77,1.34,2.33,0.9999390667275283,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Count,1.01,0.98,1.03,1.0003424003315518,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Proportion,1.0448000141602642,0.8089433786991753,1.2261288804632346,1.0029216231837388,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Proportion,1.092850178048433,0.9938315630347766,1.2089618135644327,1.0005528607596925,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Proportion,1.1019462027587548,0.92118162761254,1.3942541510737085,1.001288644377638,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Proportion,1.055114547698332,0.8555037734677596,1.2425101905916196,1.0007074770708233,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Proportion,1.079552695180011,0.9578363965785066,1.2177325519066464,1.0020521712183463,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Count,1.13,0.95,1.37,1.0044996842337415,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegetarian,Count,1.02,1,1.04,1.004781016803812,Restaurant,JHDN7CF1C03X5
chicken_fish,vegetarian,Count,1.24,1.05,1.51,1.0038202696474052,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegetarian,Count,1.18,1.08,1.29,1.0043420811474026,Restaurant,ED5J990H5VAZT
chicken_fish,vegetarian,Count,1,0.99,1.02,1.0006428607740931,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Proportion,1.0039297727022005,0.7411344491069477,1.3559466586770907,1.0023065996955665,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegetarian,Proportion,1.1794615084841227,1.0645943590510007,1.3015397033501719,1.0008398299804202,Restaurant,JHDN7CF1C03X5
chicken_fish,vegetarian,Proportion,0.9453388051113798,0.6762433378062414,1.35373621623682,1.001917348538704,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegetarian,Proportion,0.6309573444801932,0,0.8894799631049141,1.005087292642368,Restaurant,ED5J990H5VAZT
chicken_fish,vegetarian,Proportion,0.9906132650954108,0.8089433786991753,1.1810366972594708,1.0020950584997244,Restaurant,W8T41JZK0ZMEP
meat,mpbamod,Count,0.98,0.92,1.04,0.999915871964774,Restaurant,SRQS8F7JWA9MZ
meat,mpbamod,Count,0.89,0.59,1.03,1.003570589018142,Restaurant,2HRX9P6HKXA8V
meat,mpbamod,Count,0.98,0.95,1.01,1.0008039513103344,Restaurant,JHDN7CF1C03X5
meat,mpbamod,Count,1.03,0.93,1.23,1.0036756057816927,Restaurant,L69HYJ4Y3TR91
meat,mpbamod,Count,1.01,0.98,1.05,1.0009877036966013,Restaurant,ED5J990H5VAZT
meat,mpbamod,Count,1,0.97,1.02,1.000323226427914,Restaurant,W8T41JZK0ZMEP
meat,mpbamod,Proportion,0.9779327685429285,0.9124435365554808,1.0494252306643652,1.0005707100580656,Restaurant,SRQS8F7JWA9MZ
meat,mpbamod,Proportion,0.7767996097157338,0,1.0158242733348055,1.0008971582861392,Restaurant,2HRX9P6HKXA8V
meat,mpbamod,Proportion,0.8154443636507333,0.7411344491069477,0.9053576433419918,1.0002407573699574,Restaurant,JHDN7CF1C03X5
meat,mpbamod,Proportion,0.9938315630347766,0.7664958432641342,1.3845645410066674,1.000022247277456,Restaurant,L69HYJ4Y3TR91
meat,mpbamod,Proportion,1.0158242733348055,0.9486045450669235,1.0887334987604584,1.0001463437432314,Restaurant,ED5J990H5VAZT
meat,mpbamod,Proportion,0.9635736363632673,0.8424172486141028,1.1036045425276881,1.0005326022787238,Restaurant,W8T41JZK0ZMEP
meat,vegan,Count,2.08,1.74,2.49,0.9998095131019148,Restaurant,SRQS8F7JWA9MZ
meat,vegan,Count,1.02,0.79,1.3,1.0016353540071203,Restaurant,2HRX9P6HKXA8V
meat,vegan,Count,0.99,0.98,1.01,1.0000305105643374,Restaurant,JHDN7CF1C03X5
meat,vegan,Count,1.09,1.02,1.17,1.0012910351088382,Restaurant,L69HYJ4Y3TR91
meat,vegan,Count,1.22,1.11,1.35,1.0014195038137939,Restaurant,ED5J990H5VAZT
meat,vegan,Count,0.99,0.97,1.01,0.999756636234879,Restaurant,W8T41JZK0ZMEP
meat,vegan,Proportion,1.2638727025115426,1.1836938085304842,1.3562690044017556,0.9997779487384696,Restaurant,SRQS8F7JWA9MZ
meat,vegan,Proportion,0.9767034215585771,0.7411344491069477,1.2589254117941673,0.9999496521919647,Restaurant,2HRX9P6HKXA8V
meat,vegan,Proportion,0.9916965051523726,0.9053576433419918,1.0910377817042398,1.0010173571863343,Restaurant,JHDN7CF1C03X5
meat,vegan,Proportion,1.1794615084841227,0.9548475870408182,1.4706646396021201,0.9996913522429502,Restaurant,L69HYJ4Y3TR91
meat,vegan,Proportion,0.8923084338428022,0.754770860611584,1.0371372893366482,1.0001055659047962,Restaurant,ED5J990H5VAZT
meat,vegan,Proportion,0.9146993820210588,0.8019351848161371,1.0371372893366482,1.001981464058656,Restaurant,W8T41JZK0ZMEP
meat,vegetarian,Count,0.99,0.97,1.02,1.0001109123658585,Restaurant,SRQS8F7JWA9MZ
meat,vegetarian,Count,1.01,0.89,1.12,1.0045770222468915,Restaurant,2HRX9P6HKXA8V
