outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id
nonvegan,Level Change,-0.078051138801,-0.36477859999999995,0.21887750000000003,1.040320286616502,81.75767946519044,Pooled,POOLED
nonvegan,Slope Change,0.089660825914,-0.288583475,0.5654142500000001,1.0086615397470102,156.8189172610703,Pooled,POOLED
nonvegan,Level Change,-0.11653381625595151,-0.4155154439616658,0.2151113796169455,1.0100749256677237,NA,Restaurant,VLZX7K2M9QD4T
nonvegan,Slope Change,0.06765864847381486,-0.5447271754416722,0.7466879474879751,1.0090162673355862,NA,Restaurant,VLZX7K2M9QD4T
nonvegan,Level Change,-0.01005033585350145,-0.16251892949777494,0.1570037488096647,1.0041610515616086,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Level Change,-0.020202707317519466,-0.1743533871447778,0.13976194237515863,1.0063943620058367,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Slope Change,-0.4942963218147801,-1.6607312068216509,0.2700271372130602,1.0077361038056785,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Slope Change,-0.01005033585350145,-0.7985076962177716,1.1019400787607843,1.0079448418204444,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Level Change,-0.40047756659712525,-0.6348782724359695,-0.16251892949777494,1.0051742472757377,NA,Restaurant,2HRX9P6HKXA8V
nonvegan,Slope Change,0.04879016416943205,-0.2613647641344075,0.3852624007906449,1.0061719449017168,NA,Restaurant,2HRX9P6HKXA8V
nonvegan,Level Change,-0.10536051565782628,-0.2744368457017603,0.0769610411361284,1.0027719697064204,NA,Restaurant,JHDN7CF1C03X5
nonvegan,Slope Change,0,-0.3285040669720361,0.3576744442718159,1.0092294326997238,NA,Restaurant,JHDN7CF1C03X5
nonvegan,Level Change,0.19885085874516517,-0.08338160893905101,0.5068176023684519,1.0074632450609264,NA,Restaurant,L69HYJ4Y3TR91
nonvegan,Slope Change,0.26236426446749106,-0.2484613592984996,1.2556160374777743,1.0151137422857397,NA,Restaurant,L69HYJ4Y3TR91
nonvegan,Level Change,-0.020202707317519466,-0.3011050927839216,0.25464221837358075,1.0009416177717303,NA,Restaurant,ED5J990H5VAZT
nonvegan,Slope Change,0.14842000511827322,-0.18632957819149348,0.5538851132264376,1.003203578556906,NA,Restaurant,ED5J990H5VAZT
