"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone/its/vegetarian","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.00174762226531111,-0.2991309,0.335387,1.01054152521533,254.254743483505
"model_fits/finalized_redone/its/vegetarian","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.104152935890356,-0.2388699,0.5050207,1.00628888489818,320.677731133285
