"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi3/proportion/total/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0432146826947,-0.0034832245,0.08842995,1.00148830116813,2712.51276108127
"model_fits/finalized_redone_zi3/proportion/total/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.007781124012125,-1.600826,1.6501665,1.00142875371143,17761.0556280667
