outcome,exposure_type,mean,q5,q95,rhat,color_group
Untextured,Count,0.9657730652974075,0.4956507417423812,2.24344089255418,1.4548227944647536,Animal
Untextured,Presence,0.9965234179127904,0.9322181967621477,1.084155214960419,1.4548227944647536,Animal
