outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,q1_lo,q1_hi
meat,slope change,0.9317661439126785,0.416981644974428,1.972709739702229,0.9317661439126785,1.01931082495892,NA,Restaurant,VLZX7K2M9QD4T,NA,Animal,TRUE,TRUE,Animal_inner,0.6267967849952253,1.3851190173997399
meat,slope change,0.9866241735574377,0.35423038409508606,2.7124155235773753,0.9866241735574377,1.0126446578946,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.5869803811364498,1.6583642164721917
meat,slope change,1.0020677532862579,0.37783034287090733,2.736984248450096,1.0020677532862579,1.01511239817326,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.6046660573227526,1.6606518094006208
meat,slope change,0.8674109287408202,0.42702876080780594,1.588697304385347,0.8674109287408202,1.01213557189119,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.6203942135815959,1.2127800402188218
meat,slope change,0.99924926694118,0.773075819863275,1.2833469885454498,0.99924926694118,1.00796890264033,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.8780520583783538,1.137175282438927
meat,slope change,0.8650426417524479,0.32322081550501197,1.995262309186183,0.8650426417524479,1.0094429261991,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.5437248476970589,1.3762453108763852
meat,slope change,0.9967269614389263,0.6715904658854838,1.4735800527207497,0.9967269614389263,1.00588629556991,NA,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.8156760931547941,1.2179646357132365
chicken_fish,level change,0.9479450424638748,0.862108206167447,1.0408778818497808,0.9479450424638748,1.00067421367054,NA,Restaurant,VLZX7K2M9QD4T,NA,Animal,TRUE,TRUE,Animal_inner,0.9034541529415544,0.9946269001100813
chicken_fish,level change,0.8790399610091365,0.687226229764639,1.0623314909651926,0.8790399610091365,1.00402756843356,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.7865990773162936,0.9823444691637173
chicken_fish,level change,1.003197269098309,0.9216896060315939,1.0965071970375482,1.003197269098309,1.00384556577936,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.9597205881796722,1.0486435042882432
chicken_fish,level change,0.947235496308912,0.5998876897722291,1.3693075512227806,0.947235496308912,1.01116506505875,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.7673994278885984,1.16921521291236
chicken_fish,level change,0.8517054679743373,0.5219244804673001,1.0744108743508596,0.8517054679743373,1.01483584978293,NA,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.7084332618507652,1.0239527747219106
chicken_fish,slope change,1.172419632801059,0.5547921998672353,2.3112377418115115,1.172419632801059,1.01097950154827,NA,Restaurant,VLZX7K2M9QD4T,NA,Animal,TRUE,TRUE,Animal_inner,0.814690601539793,1.6872267739180862
chicken_fish,slope change,1.4872124089827363,0.8981826140059261,2.3143010622558915,1.4872124089827363,1.01709800122419,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,1.168185946697933,1.8933635999339382
chicken_fish,slope change,2.0182820245810005,1.6776333416154117,2.4640610570224553,2.0182820245810005,1.01275472343718,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,1.8297486692197955,2.226241450135174
chicken_fish,slope change,2.074124376353264,0.47544833830357713,9.897052643128665,2.074124376353264,1.00640192193733,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,FALSE,Animal_inner,0.9561094603517449,4.4994763748077
chicken_fish,slope change,3.3307604526043155,1.719154542638655,6.396457042689763,3.3307604526043155,1.0338340291338,NA,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,FALSE,Animal_inner,2.382187313894988,4.657049900284186
vegetarian,level change,1.0024686616183647,0.910736020179917,1.1057659862017226,1.0024686616183647,1.00742770595527,NA,Restaurant,VLZX7K2M9QD4T,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9540544773622988,1.0533396586590218
vegetarian,level change,1.1192407489507006,0.9675454339749191,1.3059318176692225,1.1192407489507006,1.00558923134898,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,TRUE,Plant-based_inner,1.0368040695451306,1.208231999572796
vegetarian,level change,1.0777026246663237,0.9410340877747495,1.2417076772180917,1.0777026246663237,1.0014710377254,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,TRUE,Plant-based_inner,1.0041095107389966,1.1566895192117974
vegetarian,level change,0.8806519695042243,0.7026323678767287,1.1383888886514997,0.8806519695042243,1.00739092510768,NA,Restaurant,2HRX9P6HKXA8V,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.7786539487467113,0.99601099132671
vegetarian,level change,1.0103371970550703,0.8989226353985007,1.1316983794183502,1.0103371970550703,1.00366875466987,NA,Restaurant,JHDN7CF1C03X5,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9526952529625331,1.071466713598961
vegetarian,level change,1.1877666665967308,0.8884586647317729,1.5852249713225985,1.1877666665967308,1.00660212143176,NA,Restaurant,L69HYJ4Y3TR91,NA,Plant-based,TRUE,TRUE,Plant-based_inner,1.0246718060945077,1.3768209936950182
vegetarian,level change,1.0445670822789566,0.8952131255046769,1.2231715142877533,1.0445670822789566,1.00140001330909,NA,Restaurant,ED5J990H5VAZT,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.964616017227615,1.1311447974052322
vegetarian,slope change,0.8683540362188672,0.4385710656345155,1.8920205744204999,0.8683540362188672,1.00735009491093,NA,Restaurant,VLZX7K2M9QD4T,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.5980481399072884,1.2608328358558083
vegetarian,slope change,1.671160541350598,0.5691842833336447,4.618606644472117,1.671160541350598,1.00157577463286,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,FALSE,Plant-based_inner,0.9796356514058944,2.850832910132715
vegetarian,slope change,0.7202708998289247,0.25319386344627165,2.1458534992793457,0.7202708998289247,1.00336043910131,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.4175646279448925,1.2424188602700212
vegetarian,slope change,0.8010153379239817,0.4348931414108112,1.6719757316604038,0.8010153379239817,1.00611207329819,NA,Restaurant,2HRX9P6HKXA8V,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.568126521947593,1.1293709179249645
vegetarian,slope change,0.7220710379381158,0.5545470636274745,0.933056824355135,0.7220710379381158,1.00566941679393,NA,Restaurant,JHDN7CF1C03X5,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.632316621994773,0.8245656775306752
vegetarian,slope change,0.814367194296218,0.29161368477307287,2.7412811250146203,0.814367194296218,1.00306127468147,NA,Restaurant,L69HYJ4Y3TR91,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.45979984720613704,1.4423535178961717
vegetarian,slope change,0.808985273629126,0.5880891805393187,1.1184266266278535,0.808985273629126,1.0024688889752,NA,Restaurant,ED5J990H5VAZT,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.686633884046919,0.953138474745111
vegan,level change,1.1044029616260236,1.0001169718406724,1.2215828153578079,1.1044029616260236,1.02384872661219,NA,Restaurant,VLZX7K2M9QD4T,NA,Plant-based,TRUE,TRUE,Plant-based_inner,1.0494610100625883,1.1622212640139826
vegan,level change,1.043316804426506,0.9058616194669288,1.2017765856576101,1.043316804426506,1.03783814691113,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9707321125374924,1.1213288819233276
vegan,level change,1.1116287394659345,0.9798021406474923,1.2750237998688816,1.1116287394659345,1.02504264770117,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,TRUE,Plant-based_inner,1.039396424280562,1.1888808019153505
vegan,level change,1.034737345666799,0.8616193566128165,1.2779590555099742,1.034737345666799,1.25545174619698,NA,Restaurant,2HRX9P6HKXA8V,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9357423250372341,1.1442053499877427
vegan,level change,0.9692936956438675,0.8643264300270124,1.0746677214780171,0.9692936956438675,1.07888797985878,NA,Restaurant,JHDN7CF1C03X5,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9169035421588976,1.0246773245119907
vegan,level change,1.0302176724848293,0.8177431371139678,1.3513308004482651,1.0302176724848293,1.06277456372204,NA,Restaurant,L69HYJ4Y3TR91,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9063163612283284,1.1710573681596306
vegan,level change,1.1191381550400066,0.9375552894155159,1.4625757775631745,1.1191381550400066,1.14096959748108,NA,Restaurant,ED5J990H5VAZT,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.9991208376743198,1.2535723036081983
vegan,slope change,0.4481433515260191,0.17878923678616823,1.0099097445212388,0.4481433515260191,1.13133825122152,NA,Restaurant,VLZX7K2M9QD4T,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.2881344755270475,0.6970094888840219
vegan,slope change,1.8151018906998597,0.5698645232000378,4.845992259033241,1.8151018906998597,1.02955697953501,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,FALSE,Plant-based_inner,1.051369373021687,3.133622643156685
vegan,slope change,1.4469863173182862,0.5324608687575992,4.622343603690456,1.4469863173182862,1.03625785866938,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,TRUE,FALSE,Plant-based_inner,0.8337428961328008,2.511289046321103
vegan,slope change,0.6468829596210245,0.3722631676154913,1.0681415027786652,0.6468829596210245,1.13272139155999,NA,Restaurant,2HRX9P6HKXA8V,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.49436239194997844,0.8464591365809178
vegan,slope change,0.5209240399735934,0.41368287235327256,0.6531036064761772,0.5209240399735934,1.03119617499719,NA,Restaurant,JHDN7CF1C03X5,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.46364326523050825,0.5852815640220671
vegan,slope change,1.0766007573469318,0.2782800849941541,5.377660347826556,1.0766007573469318,1.21539671855214,NA,Restaurant,L69HYJ4Y3TR91,NA,Plant-based,TRUE,FALSE,Plant-based_inner,0.5057839905068461,2.2916288622707968
vegan,slope change,0.8013018000744037,0.556942973947936,1.187136464618914,0.8013018000744037,1.03612606721086,NA,Restaurant,ED5J990H5VAZT,NA,Plant-based,TRUE,TRUE,Plant-based_inner,0.6606122916033046,0.9719537207582706
