outcome,exposure_group,exposure_type,mean,q5,q95,rhat,estimate_type,restaurant_id
vegetarian,mpbamod,Proportion,1.0342196941293802,0.9938315630347766,1.0754668654331612,1.000505860766269,Restaurant,ED5J990H5VAZT
vegetarian,mpbamod,Proportion,0.9502002165056764,0.821509903954877,1.092850178048433,1.0004932460031968,Restaurant,W8T41JZK0ZMEP
vegetarian,vegan,Count,1.69,1.42,2.02,1.000107042733881,Restaurant,SRQS8F7JWA9MZ
vegetarian,vegan,Count,1.17,0.97,1.42,1.0007181727519663,Restaurant,2HRX9P6HKXA8V
vegetarian,vegan,Count,1.02,1,1.04,1.0014872164753446,Restaurant,JHDN7CF1C03X5
vegetarian,vegan,Count,1.14,1.08,1.21,1.0006406973619795,Restaurant,L69HYJ4Y3TR91
vegetarian,vegan,Count,1.38,1.3,1.47,1.0000038509984182,Restaurant,ED5J990H5VAZT
vegetarian,vegan,Count,1.02,1,1.03,1.001440314499328,Restaurant,W8T41JZK0ZMEP
vegetarian,vegan,Proportion,1.0651622954916389,1.0104906465227195,1.1254384797953685,1.0004714372013452,Restaurant,SRQS8F7JWA9MZ
vegetarian,vegan,Proportion,1.070696835324435,0.9548475870408182,1.2134184928870508,1.0004840595614986,Restaurant,2HRX9P6HKXA8V
