outcome,exposure_type,mean,q2.5,q16,q84,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Chicken,Form: Count,1.0415181506714344,0.9856313087912787,1.011811473800464,1.0725537863913641,1.1052169008563277,1.0415181506714344,1.0040762262024803,NA,Restaurant,JHDN7CF1C03X5,finalized_uncontaminated2,NA,Exposure: Chicken Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.011811473800464,1.0725537863913641
Chicken,Form: Count,0.8830173119835364,0.7241422878872126,0.8005015106292722,0.9676856735158385,1.0622764237838145,0.8830173119835364,0.9876360226174676,NA,Restaurant,V3Q26BHF3SE2H,finalized_uncontaminated2,NA,Exposure: Chicken Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8005015106292722,0.9676856735158385
Chicken,Form: Count,1.1050320140047087,0.9881042353082529,1.042898108697319,1.1722058158376147,1.23930275755253,1.1050320140047087,1.0100374714898883,NA,Restaurant,W8T41JZK0ZMEP,finalized_uncontaminated2,NA,Exposure: Chicken Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.042898108697319,1.1722058158376147
Dairy,Form: Count,1.0717535732247978,0.9497109722876945,0.9845062175535342,1.1896111622073897,1.323047208878643,1.0717535732247978,1.0069536813950524,NA,Restaurant,9XKJD8DQTH559,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9845062175535342,1.1896111622073897
Dairy,Form: Count,1.0366611507614636,0.8760703915924045,0.9559450111333966,1.1052018505317138,1.191074398676787,1.0366611507614636,1.0036070012984664,NA,Restaurant,C0BE4NDSW26QN,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9559450111333966,1.1052018505317138
Dairy,Form: Count,1.0328013664982787,0.9936349748292285,1.0126994596273715,1.0532726128661847,1.0768527567088764,1.0328013664982787,1.0032327023133834,NA,Restaurant,ED5J990H5VAZT,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0126994596273715,1.0532726128661847
Dairy,Form: Count,0.9344146743142236,0.7885780958202748,0.8641513796473705,0.9981938334055961,1.0714307582840694,0.9344146743142236,0.9932394597241027,NA,Restaurant,EMBVNVD207CC6,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8641513796473705,0.9981938334055961
Dairy,Form: Count,1.0090409361909745,0.9693112989134754,0.9875516105781118,1.0328737048094285,1.0563737463688303,1.0090409361909745,1.0009004363095844,NA,Restaurant,JHDN7CF1C03X5,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9875516105781118,1.0328737048094285
Dairy,Form: Count,0.9780151664010744,0.8674862993433392,0.921496032449984,1.0318309058440156,1.0785999532739816,0.9780151664010744,0.9977794589071449,NA,Restaurant,LBZEEFSBJNB3Z,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.921496032449984,1.0318309058440156
Dairy,Form: Count,1.0340053390870148,0.9258164704386193,0.9821046932887731,1.0783742512903143,1.1205342165767251,1.0340053390870148,1.0033495913452708,NA,Restaurant,V3Q26BHF3SE2H,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9821046932887731,1.0783742512903143
Dairy,Form: Count,1.0157266889210954,0.9844738151616125,0.9977916567058769,1.034434237018299,1.0540280290319257,1.0157266889210954,1.0015616487053358,NA,Restaurant,W8T41JZK0ZMEP,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9977916567058769,1.034434237018299
Egg,Form: Count,1.174946323000645,1.0556783510733823,1.1193498486193922,1.2280538176346167,1.2952708394931276,1.174946323000645,1.016252911072738,NA,Restaurant,78AY09MVJVTYE,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1193498486193922,1.2280538176346167
Egg,Form: Count,1.0158649061218799,0.9751437054939115,0.9942028095431431,1.0386214093102772,1.0581193449186774,1.0158649061218799,1.0015752768370794,NA,Restaurant,ED5J990H5VAZT,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9942028095431431,1.0386214093102772
Egg,Form: Count,1.03957314220796,0.9193777830065206,0.984782800318715,1.0881836620731813,1.146810306163507,1.03957314220796,1.0038885597775509,NA,Restaurant,LBZEEFSBJNB3Z,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.984782800318715,1.0881836620731813
Egg,Form: Count,1.093748676902705,1.0305124113926514,1.0623399612356454,1.1271318203915945,1.1624596051295697,1.093748676902705,1.0090013657112091,NA,Restaurant,V3Q26BHF3SE2H,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0623399612356454,1.1271318203915945
Egg,Form: Count,1.0630539413265856,1.0184562981112057,1.0395667993393554,1.0865316529719153,1.1119276766728488,1.0630539413265856,1.006133316480747,NA,Restaurant,W8T41JZK0ZMEP,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0395667993393554,1.0865316529719153
Ground meat,Form: Count,1.0619857970984024,0.9598234836255753,1.0072775262126954,1.1245397797367784,1.1908831924802956,1.0619857970984024,1.0060321756363249,NA,Restaurant,1SQPTEGYPH0GA,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0072775262126954,1.1245397797367784
Ground meat,Form: Count,0.9883153603767948,0.9453905825965427,0.9653967934830409,1.0136407059546197,1.0392864112026348,0.9883153603767948,0.998825346296405,NA,Restaurant,9XKJD8DQTH559,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9653967934830409,1.0136407059546197
Ground meat,Form: Count,1.038390409778878,0.8448859003827986,0.9436778931001313,1.1342654521722872,1.250842886099842,1.038390409778878,1.0037742878882203,NA,Restaurant,C0BE4NDSW26QN,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9436778931001313,1.1342654521722872
Ground meat,Form: Count,1.0118987181728671,0.9015106709282263,0.9537714708551575,1.0812892874308428,1.1403140018796376,1.0118987181728671,1.001183548341195,NA,Restaurant,CB2KHY1C2G9PT,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9537714708551575,1.0812892874308428
Ground meat,Form: Count,0.9396379264954793,0.7351406204342434,0.8348506845665703,1.0696001097777637,1.2655355762322078,0.9396379264954793,0.9937932755385709,NA,Restaurant,LQ5EH4BKGV61T,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8348506845665703,1.0696001097777637
Ground meat,Form: Count,0.9402618398263669,0.8044683340146529,0.870488201683249,1.0142489309725238,1.0844133541782868,0.9402618398263669,0.9938592430423074,NA,Restaurant,S8MT0YGD2KTN9,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.870488201683249,1.0142489309725238
Ground meat,Form: Count,0.9839064279483368,0.89124336823666,0.9293396294112648,1.0401277161459714,1.1049747422321354,0.9839064279483368,0.9983788674572398,NA,Restaurant,SRQS8F7JWA9MZ,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9293396294112648,1.0401277161459714
