outcome,exposure_type,mean,q2.5,q16,q84,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Breakfast-style meat,Form: Count,1.1272492156382414,0.8699503772316389,0.9933593111105924,1.2825157774341218,1.4903402102707033,1.1272492156382414,1.0120500581833562,NA,Pooled,POOLED,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9933593111105924,1.2825157774341218
Chicken,Form: Count,1.0189147453747036,0.7570759408101886,0.9092919720169371,1.1248966641627682,1.37861274415519,1.0189147453747036,1.0018755652513416,NA,Pooled,POOLED,finalized_uncontaminated2,NA,Exposure: Chicken Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9092919720169371,1.1248966641627682
Dairy,Form: Count,1.0106772220112423,0.9240286242682398,0.9744206393849805,1.0535419589697348,1.1045168581088003,1.0106772220112423,1.001062626487881,NA,Pooled,POOLED,finalized_uncontaminated2,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9744206393849805,1.0535419589697348
Egg,Form: Count,1.0255741827071674,0.9362631949925808,0.9889324375775498,1.0606771717188794,1.114532163897025,1.0255741827071674,1.0025284545632303,NA,Pooled,POOLED,finalized_uncontaminated2,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9889324375775498,1.0606771717188794
Ground meat,Form: Count,1.0148094288621572,0.8998156739777227,0.9600075936302777,1.0711155994549924,1.1460403986244367,1.0148094288621572,1.001471165108197,NA,Pooled,POOLED,finalized_uncontaminated2,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9600075936302777,1.0711155994549924
Breakfast-style meat,Form: Count,0.9588284177400516,0.7846304606515591,0.8638681344416904,1.0635486087844255,1.1960491125017352,0.9588284177400516,0.9958045119541854,NA,Restaurant,2HRX9P6HKXA8V,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8638681344416904,1.0635486087844255
Breakfast-style meat,Form: Count,0.9039795097975449,0.8127460068456209,0.8561582479038651,0.9547455624053621,1.0029751379644034,0.9039795097975449,0.9899559235611736,NA,Restaurant,78AY09MVJVTYE,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8561582479038651,0.9547455624053621
Breakfast-style meat,Form: Count,1.2481001074086562,0.9079550895291982,1.0575317050250184,1.4786530185475837,1.7578165714327958,1.2481001074086562,1.0224096550379338,NA,Restaurant,9XKJD8DQTH559,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0575317050250184,1.4786530185475837
Breakfast-style meat,Form: Count,1.1198798345829244,0.8766096885193808,0.9886335685909418,1.2668976327921242,1.4640165033417472,1.1198798345829244,1.011386476899955,NA,Restaurant,CB2KHY1C2G9PT,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9886335685909418,1.2668976327921242
Breakfast-style meat,Form: Count,0.9849554144030017,0.8899272931347835,0.9368815230760505,1.0312652161949174,1.0792622265650071,0.9849554144030017,0.9984852580414147,NA,Restaurant,ED5J990H5VAZT,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9368815230760505,1.0312652161949174
Breakfast-style meat,Form: Count,0.8681099641822305,0.6236218515129939,0.7351003402235412,1.0143586658063737,1.1837910441050856,0.8681099641822305,0.9859558635157626,NA,Restaurant,L69HYJ4Y3TR91,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7351003402235412,1.0143586658063737
Breakfast-style meat,Form: Count,1.5829970270514224,1.3244546087191205,1.437395490124033,1.7552390829841231,1.962865873122615,1.5829970270514224,1.047003202146137,NA,Restaurant,LBZEEFSBJNB3Z,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.437395490124033,1.7552390829841231
Breakfast-style meat,Form: Count,1.5529736804968755,1.0307890458537323,1.2747627187118695,1.908279161686294,2.3772828020866004,1.5529736804968755,1.0450002865737602,NA,Restaurant,LQ5EH4BKGV61T,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.2747627187118695,1.908279161686294
Breakfast-style meat,Form: Count,1.6102521459093642,1.3268887099067412,1.458556040197109,1.7892009745836674,1.98405403465305,1.6102521459093642,1.048792054785543,NA,Restaurant,V3Q26BHF3SE2H,finalized_uncontaminated2,NA,Exposure: Breakfast-Style Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.458556040197109,1.7892009745836674
Chicken,Form: Count,1.0590413964632694,0.9547622818173572,1.0042419561330673,1.1251534339387168,1.1836565543876778,1.0590413964632694,1.0057529003379968,NA,Restaurant,9XKJD8DQTH559,finalized_uncontaminated2,NA,Exposure: Chicken Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0042419561330673,1.1251534339387168
