outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Vegan,Form: Count,1.0082187197595296,0.8852847943861101,1.136181576165437,1.0082187197595296,1.00081884807318,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9460425957315125,1.0744812035525193
nonvegan,Exposure: Vegan,Form: Proportion,0.9898353701098683,0.8961824754554127,1.081675419183202,0.902879277480778,0.9898353701098683,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9434545881056872,1.0384962586146056
meat,Exposure: Vegan,Form: Count,1.0036040535384194,0.8706041293700127,1.1568591812069164,1.0036040535384194,1.0003598221704724,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.933399504964625,1.0790889548596017
meat,Exposure: Vegan,Form: Proportion,0.9654458771449339,0.8613778871872025,1.087373282388626,0.7035246562974496,0.9654458771449339,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9097361400353843,1.0245671252105002
chicken_fish,Exposure: Vegan,Form: Count,0.9723450250772505,0.9030743601385056,1.050979538727665,0.9723450250772505,0.9971994714733751,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9354415020908993,1.0107044060790524
chicken_fish,Exposure: Vegan,Form: Proportion,0.9031752022482423,0.7959996005730744,1.0265352608771923,0.3611769698354169,0.9031752022482423,NA,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8464341420437174,0.9637199227178882
vegetarian,Exposure: Vegan,Form: Count,0.9855734346955798,0.8851111983625071,1.0847853260595544,0.9855734346955798,0.9985478913315536,NA,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9357325837932031,1.038069008177567
vegetarian,Exposure: Vegan,Form: Proportion,0.9860997496724858,0.9041799628078966,1.0813155588626446,0.8693776788131657,0.9860997496724858,NA,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9421065841858737,1.0321472459981134
vegan,Exposure: Vegan,Form: Count,1.044453887591014,0.9728240610535939,1.1479733035720765,1.044453887591014,1.0043588877559637,NA,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.0012627873134907,1.0895081062894152
vegan,Exposure: Vegan,Form: Proportion,1.024943662978812,0.9139701048170001,1.136811193724301,1.2793811459916744,1.024943662978812,NA,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9694545564805579,1.083608824424038
nonvegan,Exposure: Vegan,Form: Count,0.9881317894483823,0.947736971688451,1.031095754926979,0.9881317894483823,0.9988067924389233,NA,Restaurant,1SQPTEGYPH0GA,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9671086899225407,1.009611891086064
nonvegan,Exposure: Vegan,Form: Count,0.9966749487673741,0.8865631339180948,1.121436146267914,0.9966749487673741,0.9996669963080416,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.938677877689244,1.0582554219194105
nonvegan,Exposure: Vegan,Form: Count,0.9934449849608633,0.9658389947144151,1.0224205336239987,0.9934449849608633,0.9993425568605101,NA,Restaurant,78AY09MVJVTYE,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.979121231027574,1.0079782838618643
nonvegan,Exposure: Vegan,Form: Count,0.9959013674159993,0.9743219428722888,1.016787841464923,0.9959013674159993,0.9995893788279588,NA,Restaurant,9XKJD8DQTH559,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9851215817097934,1.0067991119427502
nonvegan,Exposure: Vegan,Form: Count,0.9963733975653024,0.9476969540359094,1.043985241013218,0.9963733975653024,0.999636746542519,NA,Restaurant,C0BE4NDSW26QN,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9720788464606337,1.0212751270028053
nonvegan,Exposure: Vegan,Form: Count,0.9984012618455841,0.9756800922820112,1.0209451593435608,0.9984012618455841,0.9998400110495973,NA,Restaurant,CB2KHY1C2G9PT,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9869176002149161,1.0100185460648237
nonvegan,Exposure: Vegan,Form: Count,0.9881234743543599,0.9217606726528209,1.0572703809416475,0.9881234743543599,0.9988059519433611,NA,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9541470813841693,1.023309738739333
nonvegan,Exposure: Vegan,Form: Count,1.0323362576044102,0.8726796513280307,1.2245054041466505,1.0323362576044102,1.003187513852716,NA,Restaurant,EMBVNVD207CC6,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9468783279731257,1.1255069603778345
