outcome,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,color_group
Untextured,presence,1.176883433178077,0.9308081424760813,1.4035517176471686,25.642407314511235,1.3832347136097027,1.00018595032768,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/1SQPTEGYPH0GA.png,Animal
Untextured,presence,-0.020616193949600993,NA,1.010446973420474,2.6633770010516695,1.1029181013365548,1.00157341336767,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/9XKJD8DQTH559.png,Animal
Untextured,presence,0.4401599648893126,NA,1.368621868475131,4.725416083254364,1.1680031270854838,1.00409260443102,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/C0BE4NDSW26QN.png,Animal
Untextured,presence,-0.07806588517278613,NA,1.2310459957228694,2.5216248793090346,1.096902554985654,1.00303353611257,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/CB2KHY1C2G9PT.png,Animal
Untextured,presence,1.45956345728933,0.8600278463407726,1.871985390886115,74.00111815800557,1.5378848838546353,1.0028754680885,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/EMBVNVD207CC6.png,Animal
Untextured,presence,0.7638231465705482,-0.40051402248551365,1.3791723723586642,8.554579989660482,1.239423907683315,1.0004907514927,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/JHDN7CF1C03X5.png,Animal
Untextured,presence,0.9546854869776061,NA,1.6625563627108537,13.43486771463774,1.2966517169735916,1.0078084881666,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/LFZFT3VASXPED.png,Animal
Untextured,presence,-0.35789995453124934,NA,0.5603072630970745,2.0120276960973054,1.072416273128793,1.00539214347436,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/LQ5EH4BKGV61T.png,Animal
Untextured,presence,1.278344547046285,0.9166828549838386,1.5938500505224487,36.259107217511314,1.4319956893927548,1.00103396956505,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/S8MT0YGD2KTN9.png,Animal
Untextured,presence,0.7326189086012237,NA,1.5449743218225005,8.008649751341459,1.2312774622859877,1.00574609134971,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal
Untextured,presence,-1.899014760508873,-2.969186793217885,-1.3730809440863199,1.1615043899223325,1.0150842411685903,1.00186036082605,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/SRQS8F7JWA9MZ.png,Animal
Untextured,presence,0.2350332494871914,-0.11722680912904397,0.5298854752725211,3.5429185158933696,1.1348438707945854,1.00212598892709,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal
