outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group
total,Level Change,0,0,0,1,NA,NA,Pooled,POOLED,NA,Total
total,Slope Change,0,0,0,1,NA,NA,Pooled,POOLED,NA,Total
nonvegan,Level Change,0.0339083955571033,-0.2946098585,0.37668822225,1.04968115918956,1.00106356145795,1279.60284792116,Pooled,POOLED,NA,Animal
nonvegan,Slope Change,-0.335380106158883,-0.845977790075,0.24546888625,0.742754627328319,1.00038859036906,1582.7839629192,Pooled,POOLED,NA,Animal
meat,Level Change,-0.112251699073735,-0.3273495795,0.0899357295,0.898422301519873,1.69921625850374,696.747937932313,Pooled,POOLED,NA,Animal
meat,Slope Change,-0.490839408335293,-0.98576283985,0.158952446475,0.638796691228968,1.25259089992189,20.111373835968,Pooled,POOLED,NA,Animal
chicken_fish,Level Change,-0.0558815522410333,-0.322519675,0.2014143525,0.953914670432803,1.13349842644907,18.8462203546077,Pooled,POOLED,NA,Animal
chicken_fish,Slope Change,-0.127731208795667,-0.666587225,0.417792605,0.91523107562978,1.03796914604619,50.9690407151888,Pooled,POOLED,NA,Animal
vegetarian,Level Change,0.0445900580046,-0.1993437975,0.3952607425,1.05755175618114,1.22097268383495,11.7787782839776,Pooled,POOLED,NA,Plant-based
vegetarian,Slope Change,-0.440730209415,-0.7511280625,-0.0185685925,0.655826562236651,1.01304501188119,33.1571399804258,Pooled,POOLED,NA,Plant-based
vegan,Level Change,0.1167149759545,-0.295891275,0.4277367125,1.14194261584307,1.04002359987779,15.3156264336368,Pooled,POOLED,NA,Plant-based
vegan,Slope Change,-0.447636519062,-0.7682521075,0.0212074599999998,0.652766019138968,1.09873305935545,43.1107127184188,Pooled,POOLED,NA,Plant-based
nonvegan,Level Change,0.0254541591205333,-0.2394202548,0.28713845325,NA,1.00056035937867,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/L69HYJ4Y3TR91.png,Animal
nonvegan,Level Change,0.0556474655934733,-0.16013778035,0.2717696885,NA,1.00041769816751,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/ED5J990H5VAZT.png,Animal
nonvegan,Slope Change,0.159709464193333,-0.979303133,1.119427395,NA,1.00087237465095,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/L69HYJ4Y3TR91.png,Animal
nonvegan,Slope Change,0.0617082050333333,-0.297201265,0.4160314235,NA,1.00016790920275,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/ED5J990H5VAZT.png,Animal
meat,Level Change,-0.141288698812057,-0.40929122875,0.058042925575,NA,1.6711183005503,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/L69HYJ4Y3TR91.png,Animal
meat,Level Change,-0.002034137246879,-0.218986495525,0.247138826,NA,1.65822117395425,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/ED5J990H5VAZT.png,Animal
meat,Slope Change,-0.5903617840644,-1.664608317475,0.3224468245,NA,1.33462388637372,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/L69HYJ4Y3TR91.png,Animal
meat,Slope Change,0.046782393207,-0.28018047375,0.39092025125,NA,1.67581496176827,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/ED5J990H5VAZT.png,Animal
chicken_fish,Level Change,-0.0620226233441567,-0.188617835,0.06290887225,NA,1.0038023420159,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/VLZX7K2M9QD4T.png,Animal
chicken_fish,Level Change,-0.137526704993933,-0.413532795,0.1435529425,NA,1.0088915382774,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal
