outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group
chicken_fish,Level Change,-0.199762093808333,-0.3418668,-0.05881773475,NA,1.02073195218763,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/JHDN7CF1C03X5.png,Animal
chicken_fish,Level Change,-0.193554168437267,-0.72290788,0.293886175,NA,1.0123472858801,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal
chicken_fish,Level Change,-0.272670813168467,-0.6601345,0.12459112275,NA,1.01697154189077,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/ED5J990H5VAZT.png,Animal
chicken_fish,Slope Change,-0.204683388035667,-1.0932974,0.715760875,NA,1.02120850538335,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/VLZX7K2M9QD4T.png,Animal
chicken_fish,Slope Change,-0.2767928410788,-0.86899065,0.28663135,NA,1.04211501681338,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal
chicken_fish,Slope Change,-0.0845815816666667,-0.37739385,0.19696355,NA,1.04603581350216,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/JHDN7CF1C03X5.png,Animal
chicken_fish,Slope Change,-0.174245663041,-1.595299225,1.163376325,NA,1.0132725330368,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal
chicken_fish,Slope Change,0.653820897766667,0.11243625,1.231923975,NA,1.02473886247667,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/ED5J990H5VAZT.png,Animal
vegetarian,Level Change,-0.0458587770211,-0.1642560375,0.081778005,NA,1.00183643228784,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/VLZX7K2M9QD4T.png,Plant-based
vegetarian,Level Change,0.258295017365,0.11777413,0.403943005,NA,1.0032165819471,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Level Change,0.130350020606,-0.0080482575,0.288219395,NA,1.00810964925066,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Level Change,-0.2565577830888,-0.475208425,-0.00328642250000003,NA,1.00882375668218,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based
vegetarian,Level Change,-0.11040488770369,-0.238419865,0.0139638074999999,NA,1.00446051554269,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/JHDN7CF1C03X5.png,Plant-based
vegetarian,Level Change,0.293752139564,-0.00931510000000003,0.5754274125,NA,1.00576917583366,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based
vegetarian,Level Change,0.1006926704827,-0.0870936015,0.2797467275,NA,0.99946993223916,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/ED5J990H5VAZT.png,Plant-based
vegetarian,Slope Change,-0.403114556727,-1.0878513,0.27716196,NA,1.00195812984344,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/VLZX7K2M9QD4T.png,Plant-based
vegetarian,Slope Change,1.045471101115,0.317350425,1.8234827175,NA,1.01001177823017,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Slope Change,-0.458207056118,-1.233476175,0.2752588725,NA,1.00492497105522,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Slope Change,-0.46101349755,-1.11175878,0.0737910975,NA,1.01074736124152,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based
vegetarian,Slope Change,-0.652362370092,-0.8976880875,-0.416832075,NA,1.032762091423,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/JHDN7CF1C03X5.png,Plant-based
vegetarian,Slope Change,-0.627091759402,-1.67210981,0.0781562749999999,NA,1.01673307790907,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based
vegetarian,Slope Change,-0.2537559545,-0.585442525,0.0903238,NA,1.01630270556275,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/ED5J990H5VAZT.png,Plant-based
vegan,Level Change,0.095876035903,-0.04188524475,0.2305793925,NA,1.00569617583264,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/VLZX7K2M9QD4T.png,Plant-based
vegan,Level Change,0.105818319194,-0.09441902,0.301221865,NA,0.999198535755967,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Level Change,-0.012266524999,-0.2008937925,0.17741208975,NA,0.999290110166852,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Level Change,-0.1784733784908,-0.40563935,0.0627521949999997,NA,1.00004099893528,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/2HRX9P6HKXA8V.png,Plant-based
vegan,Level Change,-0.1258400891,-0.26594086,0.0106413475,NA,1.00283296743086,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/JHDN7CF1C03X5.png,Plant-based
vegan,Level Change,0.171715295614,-0.1887526025,0.52457731,NA,1.00072890171787,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/L69HYJ4Y3TR91.png,Plant-based
vegan,Level Change,0.4741796361037,0.1634325575,0.831587095,NA,1.00170041548938,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/ED5J990H5VAZT.png,Plant-based
vegan,Slope Change,-0.4308115917687,-1.0422792525,0.15677338,NA,1.16921942590989,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/VLZX7K2M9QD4T.png,Plant-based
vegan,Slope Change,0.878665495334,-0.117434375,1.76902703,NA,1.00123085194338,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Slope Change,-0.284990118683,-1.161020525,0.653918322499999,NA,1.00098719802366,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Slope Change,-0.4935940293,-1.11417033,0.00372614999999989,NA,1.08689478108715,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/2HRX9P6HKXA8V.png,Plant-based
vegan,Slope Change,-0.6605473287516,-0.91870926925,-0.432612475,NA,1.15105621784606,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/JHDN7CF1C03X5.png,Plant-based
vegan,Slope Change,-0.697070599985,-1.9186008,0.0695185402499995,NA,1.13573210991496,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/L69HYJ4Y3TR91.png,Plant-based
vegan,Slope Change,-0.344123775258,-0.70297077,0.0804166499999998,NA,1.06851128764513,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/ED5J990H5VAZT.png,Plant-based
