outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,source
breakfast,Level Change,0.7665485281270447,0.5208125191865827,1.2213561319998596,1.0036239509183325,655.1896921980403,Pooled,POOLED,redone_opt
breakfast,Slope Change,0.7744027808548222,0.41859987189596115,1.516638238086068,1.0026891094576487,1049.7129248704343,Pooled,POOLED,redone_opt
breakfast,Level Change,0.67,0.52,0.87,1.00036978791003,NA,Restaurant,2HRX9P6HKXA8V,redone_opt
breakfast,Slope Change,0.64,0.43,1.01,1.0032417633747657,NA,Restaurant,2HRX9P6HKXA8V,redone_opt
breakfast,Level Change,0.88,0.64,1.28,0.999590734093642,NA,Restaurant,L69HYJ4Y3TR91,redone_opt
breakfast,Slope Change,0.76,0.3,1.97,1.0025951053941888,NA,Restaurant,L69HYJ4Y3TR91,redone_opt
breakfast,Level Change,0.74,0.51,1.04,0.9996886568688037,NA,Restaurant,ED5J990H5VAZT,redone_opt
breakfast,Slope Change,0.94,0.5,1.76,1.0023519513093557,NA,Restaurant,ED5J990H5VAZT,redone_opt
