outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,q1_lo,q1_hi
meat,mpba-modifiable,proportion,1.0024164655103407,0.9415044018852018,1.0609714126612435,1.0244291242926655,1.0024164655103407,1.00926888613884,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.9723288215369242,1.033435138472942
meat,mpba-modifiable,proportion,1.1385796939943795,0.9912704194974802,1.3314464397963028,3.661291785080313,1.1385796939943795,1.00376110596664,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,1.0560313549603737,1.2275807091210653
meat,mpba-modifiable,proportion,0.9768771872970282,0.7097157295756267,1.285329438033499,0.7914066182671182,0.9768771872970282,1.00672771888271,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.8395401920945497,1.136680587835252
meat,mpba-modifiable,proportion,0.946578918274232,0.8589544157957224,1.0397739148984155,0.5775216618746544,0.946578918274232,1.01148531988288,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.9015531130342173,0.9938534242377003
meat,mpba-modifiable,proportion,0.9935334548834028,0.8697236730225485,1.133196420256063,0.937184193697631,0.9935334548834028,1.00605538397518,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.9286780342566604,1.0629181369220817
meat,vegan,count,0.9731040484779692,0.8500314374044534,1.1100597275719621,0.9731040484779692,0.9972772866487105,1.00196905039339,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.9090547807720141,1.0416660350876026
meat,vegan,count,0.9154667972184153,0.8314748103793794,1.0060843851313794,0.9154667972184153,0.9912067702930067,1.00146644541606,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.8720148797211285,0.9610838946662951
meat,vegan,count,0.9786152701606112,0.9566442942226646,1.0015329112090794,0.9786152701606112,0.9978406651090841,1.00019162310557,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.9672343186663782,0.9901301354898007
meat,vegan,count,0.9715717729533979,0.8934885068785705,1.0556019125937257,0.9715717729533979,0.9971201413313481,0.999725155092152,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.9311135449440066,1.013787969389463
meat,vegan,count,1.096604863171,0.8730341769974116,1.3823130925327993,1.096604863171,1.0092645445317858,1.01362267061712,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.975299794857693,1.2329975175538224
meat,vegan,count,0.9645505860126595,0.9447010766818622,0.9852942721265477,0.9645505860126595,0.9963972056841159,1.00705894194429,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.9542538044840451,0.9749584739464565
meat,vegan,proportion,0.9304790048405214,0.7349655291387878,1.1667495498121803,0.4864808871124289,0.9304790048405214,1.00271351631673,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.8269987942219503,1.046907425377268
meat,vegan,proportion,0.8900063305305717,0.7386963855109205,1.0632322463701525,0.31183937942884726,0.8900063305305717,1.00572516205068,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.8110462199259391,0.9766536714230972
meat,vegan,proportion,0.8977024537501539,0.7884022281820448,1.0194825630978628,0.3398788363745478,0.8977024537501539,0.999883827339602,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.8407267611955663,0.9585393645886208
meat,vegan,proportion,0.92491437396178,0.694054228485451,1.225766453905245,0.458158014546081,0.92491437396178,1.00104877540021,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.7999957316500718,1.0693389543424505
