outcome,exposure_group,exposure_type,mean,q2.5,q16,q84,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,-0.9859743565998865,NA,-0.47396148,1.179694936,0.6613179499704704,1.4595636190766148,1.038537787201562,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.6613179499704704
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,NA,NA,-1.71948552,1.2444174,1.176669094974983,0.7658461331347571,0.9736752985155215,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,1.176669094974983
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,-2.970527109413781,NA,-0.4208764,0.5121168,-0.004732932676619364,1.0553421213514596,1.005401033273901,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.004732932676619364
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,NA,NA,-1.3995384,0.0338233199999998,-0.2764454306375294,0.504373759217804,0.9338459687860522,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.2764454306375294
nonvegan,Exposure: Vegan,Form: Count,-5.083259433566192,NA,-0.0580262044,0.070610676,-2.0224107582065183,1.0058350580156636,1.000581979284267,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.0224107582065183
nonvegan,Exposure: Vegan,Form: Count,NA,NA,-0.04836728,0.033406,-2.628162197702455,0.9938738418982562,0.9993856887664574,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.628162197702455
nonvegan,Exposure: Vegan,Form: Count,NA,NA,-0.0184818688,0.00588460256,-4.107168735547557,0.9935873190651057,0.9993568738443369,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-4.107168735547557
nonvegan,Exposure: Vegan,Form: Count,NA,NA,-0.055805164,0.01651306,-2.983780135772743,0.9805143971261929,0.9980341398392506,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.983780135772743
nonvegan,Exposure: Vegan,Form: Count,NA,NA,-0.1544816,0.05564472,-1.8167385653509152,0.9511167104923476,0.9950006883646647,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-1.8167385653509152
nonvegan,Exposure: Vegan,Form: Count,-4.926602059561286,NA,-0.00340114,0.017472044,-3.580377218829617,1.0075141405242407,1.0007488852746569,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.580377218829617
nonvegan,Exposure: Vegan,Form: Proportion,-3.758709049717613,NA,-1.17038804,1.18913512,0.8002790714059711,1.0577256607987995,1.0056278773340555,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.8002790714059711
nonvegan,Exposure: Vegan,Form: Proportion,NA,NA,-0.91018136,0.5957052,0.3151955271137829,0.8458315945557098,0.9833958933344014,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.3151955271137829
nonvegan,Exposure: Vegan,Form: Proportion,NA,NA,-0.98457112,0.37828468,0.01809141891585928,0.7297385205739547,0.968984270439207,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.01809141891585928
nonvegan,Exposure: Vegan,Form: Proportion,NA,NA,-1.9755996,0.6609548,0.6799886100551638,0.4960964080878372,0.932301983637698,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.6609548
nonvegan,Exposure: Vegan,Form: Proportion,NA,NA,-0.575768,0.235414,-0.4510260480888925,0.8625604893121219,0.9853237614401088,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.4510260480888925
nonvegan,Exposure: Vegan,Form: Proportion,NA,NA,-0.98077524,0.41766476,0.09538681323154515,0.7515256038826715,0.9718391225501162,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.09538681323154515
nonvegan,Exposure: Vegetarian,Form: Count,-4.954866767967476,NA,-0.040059592,0.0530457,-2.287202169194724,1.0069558805339462,1.000693420304778,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.287202169194724
nonvegan,Exposure: Vegetarian,Form: Count,NA,NA,-0.017971988,0.014005908,-3.5218609777770467,0.9980981607924406,0.9998096531182669,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.5218609777770467
nonvegan,Exposure: Vegetarian,Form: Count,NA,NA,-0.01298896356,0.00485150584,-4.287727220066088,0.9960524640856674,0.9996045434135766,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-4.287727220066088
nonvegan,Exposure: Vegetarian,Form: Count,NA,NA,-0.033429356,0.018200184,-3.1624550858211897,0.9933499103681109,0.9993329925484367,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.1624550858211897
nonvegan,Exposure: Vegetarian,Form: Count,-5.607926530172152,NA,-0.013864136,0.021681348,-3.2272579821984535,1.0035843585039241,1.0003578590162656,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.2272579821984535
nonvegan,Exposure: Vegetarian,Form: Count,-5.065894787792996,NA,-0.001500352,0.014187632,-3.7787395247812587,1.0062023051312938,1.0006185061961241,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.7787395247812587
nonvegan,Exposure: Vegetarian,Form: Proportion,NA,NA,-1.13198704,0.93056324,0.7485006755411767,0.9254163820470499,0.9922788126980601,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.7485006755411767
nonvegan,Exposure: Vegetarian,Form: Proportion,NA,NA,-0.90789552,0.5355312,0.17473550112992922,0.8307075262899929,0.9816232009648465,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.17473550112992922
nonvegan,Exposure: Vegetarian,Form: Proportion,NA,NA,-1.028360944,0.50150486,0.1518220435141605,0.7718332111748492,0.9744338142413339,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.1518220435141605
nonvegan,Exposure: Vegetarian,Form: Proportion,NA,NA,-1.60402824,0.70145948,0.6319739238959319,0.6509444309114047,0.9579754764826929,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.6319739238959319
nonvegan,Exposure: Vegetarian,Form: Proportion,-6.057819116262976,NA,-0.297561,0.30211344,-0.500107023750731,1.0027257080056338,1.0002722370497816,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.500107023750731
nonvegan,Exposure: Vegetarian,Form: Proportion,NA,NA,-1.63051988,-0.148638,-0.6783014261274454,0.44103567990235903,0.9213982276706718,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.6783014261274454
meat,Exposure: Alt-Protein-Modifiable,Form: Count,-2.599470654287107,NA,-0.034530576,0.180429808,-1.2603868805479919,1.0803657054759035,1.0077599132702528,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-1.2603868805479919
meat,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-0.016609872,0.011008724,-3.700622747464149,0.996322976867125,0.9996316878435813,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.700622747464149
meat,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-0.0211923344,0.0198867588,-3.205353477802457,0.9990924285922844,0.9999092057720455,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.205353477802457
meat,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-0.1479562924,0.031105504,-2.162367925988474,0.9430616236202222,0.9941547851318864,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.162367925988474
meat,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-0.106769612,-0.00753768000000001,-3.127865786524837,0.9439036346367017,0.9942435124348606,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-3.127865786524837
meat,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-0.0318340216,-7.856836e-4,-4.323147648534405,0.9841950155811868,0.9984081468444252,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-4.323147648534405
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.08931474737002643,NA,-0.38091616,2.62946696,1.4502012433624838,2.7847107276629037,1.1078424665357731,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,1.4502012433624838
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,-3.724071264348414,NA,-0.282814852,0.32386288,-0.5245034823098735,1.0331062080474849,1.0032623097875943,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.5245034823098735
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.26068287625352,NA,0.57330548160000006,2.03113168,1.0517509131892726,3.5376918686990506,1.1346763430964488,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,1.0517509131892726
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,NA,NA,-1.57370056,1.086031604,0.9203427413842027,0.8519218344200205,0.9841016838725104,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.9203427413842027
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,NA,NA,-1.0346308,-0.0633076000000001,-0.9415239280535067,0.5847709774158266,0.947760448608686,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.9415239280535067
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,NA,NA,-0.7186814496,0.60544268,0.22348213398862643,0.9379805179197281,0.9936178430331943,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.22348213398862643
meat,Exposure: Vegan,Form: Count,NA,NA,-0.0934971032,0.03966236,-2.2593932128723417,0.9728414156724678,0.9972503676827731,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.2593932128723417
meat,Exposure: Vegan,Form: Count,NA,NA,-0.136257524,-0.04103,-5.105064112413741,0.916429168012506,0.99131092016472655,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-5.105064112413741
meat,Exposure: Vegan,Form: Count,NA,NA,-0.0331099904,-0.009898948,-6.481352566992428,0.9783480234982644,0.9978134120739179,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-6.481352566992428
meat,Exposure: Vegan,Form: Count,NA,NA,-0.069499304,0.011999632,-2.916715245556214,0.9715217231428156,0.9971150046206579,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.916715245556214
meat,Exposure: Vegan,Form: Count,-2.383589976952425,NA,-0.02374592,0.20767772,-1.1277581836675834,1.098904747839859,1.0094760158058413,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-1.1277581836675834
meat,Exposure: Vegan,Form: Count,NA,NA,-0.046864668,-0.02523581688,NA,0.9645728457802855,0.9963995051321958,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,NA,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
meat,Exposure: Vegan,Form: Proportion,NA,NA,-1.89305236,0.43433816,0.4332211212529869,0.4988694952506755,0.9328218169415066,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.4332211212529869
meat,Exposure: Vegan,Form: Proportion,NA,NA,-2.075315544,-0.23669616,-0.4891692011048274,0.3101841734537071,0.8895327936909186,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-0.4891692011048274
meat,Exposure: Vegan,Form: Proportion,NA,NA,-1.75390724,-0.4308756,-1.6453134369749607,0.3390883791914441,0.8974934560100409,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-1.6453134369749607
meat,Exposure: Vegan,Form: Proportion,NA,NA,-2.27012824,0.7293564,0.7108216871696454,0.45496717749811133,0.9242681904961215,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.7108216871696454
meat,Exposure: Vegan,Form: Proportion,-0.8382077231568881,NA,0.014846,0.8693876,0.24183104727857418,1.530454882438226,1.0434750110463171,NA,Restaurant,SRQS8F7JWA9MZ,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,0.24183104727857418
meat,Exposure: Vegan,Form: Proportion,NA,NA,-2.876454,-1.45598432,NA,0.11526891374319777,0.8056960232349379,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,NA,NA,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
meat,Exposure: Vegetarian,Form: Count,-7.42778667586284,NA,-0.0458890976,0.0460811296,-2.3327486998430307,1.000755460216432,1.0000755203515181,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,-2.3327486998430307
meat,Exposure: Vegetarian,Form: Count,NA,NA,-0.058506184,-0.022519536,NA,0.9603273145261394,0.9959600725522718,NA,Restaurant,ED5J990H5VAZT,NA,Animal,NA,NA,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
