outcome,effect_type,mean,q2.5,q16,q84,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Level change,-0.00462039271508333,-0.2207202175,-0.10517456,0.094010016,0.22172885,0.9938765750550795,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.10517456,0.094010016
nonvegan,Level change,-0.00869960807488167,-0.17356367065,-0.0849209792,0.0682965,0.1606306125,0.9907372163476349,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0849209792,0.0682965
nonvegan,Slope change,0.0033385714675,-0.7948563775,-0.34926704,0.36242388,0.7811867575,0.9990569449561753,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.34926704,0.36242388
nonvegan,Slope change,0.0714288369,-0.9706004,-0.4615922,0.5970716,1.111971125,1.0746714640148738,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4615922,0.5970716
nonvegan,Slope change,-0.01884657363356,-1.06452695,-0.53194928,0.503375784,0.998950565,0.9807431778212728,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.53194928,0.503375784
nonvegan,Slope change,-0.00549120832833333,-0.632733275,-0.32063872,0.30793916,0.650631975,0.9912822221289938,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.32063872,0.30793916
nonvegan,Slope change,0.0359030898333333,-0.227601775,-0.0892552399999999,0.16170136,0.287130525,1.0360174631317465,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0892552399999999,0.16170136
nonvegan,Slope change,-0.0444581928603333,-1.0637468,-0.46628416,0.38686936,0.9085372,0.9715825908854326,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.46628416,0.38686936
nonvegan,Slope change,-0.0631630229,-0.420181525,-0.24562316,0.1206318,0.3076127,0.935747597181988,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.24562316,0.1206318
meat,Level change,-0.0107097677306432,-0.095895804074975,-0.057667364,0.0357906408,0.083508305,0.988515604951366,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.057667364,0.0357906408
meat,Level change,-0.03521997703165,-0.1707753375,-0.1022021272,0.032624056,0.0951887224999999,0.9655952774539246,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.1022021272,0.032624056
meat,Level change,-0.0312409295634333,-0.15562929675,-0.093003636,0.030624872,0.0918786699999999,0.9688527881949803,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.093003636,0.030624872
meat,Level change,-0.00290875880048333,-0.220236355,-0.100185364,0.095490064,0.2038355725,0.997744148266584,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.100185364,0.095490064
meat,Level change,-0.0528121193490867,-0.15812127525,-0.105639844,-3.36844e-4,0.0487243025,0.9490294103189425,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.105639844,-3.36844e-4
meat,Level change,-0.1125533608442,-0.340125069,-0.204895832,-0.0230513672,0.0494060825,0.9057544827552884,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.204895832,-0.0230513672
meat,Level change,-0.056370865015,-0.2471748825,-0.1361435872,0.0234844,0.1057917075,0.949394800022195,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.1361435872,0.0234844
meat,Slope change,-0.0706734143305,-0.874713075,-0.42700716,0.285864332,0.6794081,0.9397992409364603,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.42700716,0.285864332
meat,Slope change,-0.0134660886,-1.037807775,-0.51946504,0.48679352,0.997839575,0.9929797578387253,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.51946504,0.48679352
meat,Slope change,0.00206561842683333,-0.9733100125,-0.48577568,0.50287096,1.006856675,0.99254095776772,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.48577568,0.50287096
meat,Slope change,-0.142242448235733,-0.8509039125,-0.44303952,0.16583096,0.462914375,0.88548390331412,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.44303952,0.16583096
meat,Slope change,-7.51015000000001e-4,-0.25737815000000003,-0.129136,0.12922896,0.2494715,1.0009564571136553,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.129136,0.12922896
meat,Slope change,-0.144976476441667,-1.12941955,-0.557121664,0.24441528,0.690775525,0.8956818564375976,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.557121664,0.24441528
meat,Slope change,-0.00327840666833333,-0.39810655,-0.196182,0.19844156,0.38769485,0.9956858328710577,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.196182,0.19844156
chicken_fish,Level change,-0.0534587504920817,-0.148374487,-0.102150724,-0.00505418000000001,0.04006447425,0.9480700021717265,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.102150724,-0.00505418000000001
chicken_fish,Level change,-0.0625246821340833,-0.32135307,-0.187104772,0.059865556,0.180570215,0.9440621435231491,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.187104772,0.059865556
chicken_fish,Level change,-0.0876264186065033,-0.2063399025,-0.144743048,-0.0293877552,0.027683965,0.915467779423269,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.144743048,-0.0293877552
chicken_fish,Level change,-0.160627694485288,-0.635309675,-0.32766756,-0.00660100400000003,0.225528287499999,0.867117401656825,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.32766756,-0.00660100400000003
chicken_fish,Level change,-0.223432776136933,-0.726490877,-0.42264054,-0.0441987968,0.0511310294999998,0.8401707365510301,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.42264054,-0.0441987968
chicken_fish,Slope change,-0.4028255906895,-1.267867,-0.8480753,0.03856652,0.469273849999998,0.6709140114991898,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8480753,0.03856652
chicken_fish,Slope change,-0.267864664671983,-0.9369098475,-0.57203812,0.04264148,0.344930825,0.7647727867930977,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.57203812,0.04264148
chicken_fish,Slope change,-0.0330074671666667,-0.2981051,-0.16418696,0.09885804,0.242213425,0.9656546633895868,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.16418696,0.09885804
chicken_fish,Slope change,-0.0731934466636667,-1.65857195,-0.8061770016,0.65014212,1.60043665,0.915974273867404,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8061770016,0.65014212
chicken_fish,Slope change,0.679810471983333,-0.038353775,0.31450584,1.04434624,1.385655075,1.9839027687990554,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.31450584,1.04434624
vegetarian,Level change,0.00246561947891833,-0.093502193,-0.045885032,0.0512095552,0.100538295,1.002001149632661,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.045885032,0.0512095552
vegetarian,Level change,0.112650552704467,-0.032992895,0.037338968,0.1875129432,0.2669168225,1.117862355022534,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.037338968,0.1875129432
vegetarian,Level change,0.07483157605085,-0.060775915,0.005482028,0.1441520008,0.21648759125,1.0767784320107174,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.005482028,0.1441520008
vegetarian,Level change,-0.127092771385253,-0.3529214715,-0.24914820288,-0.00552721360000001,0.12961400725,0.8756108691822119,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.24914820288,-0.00552721360000001
vegetarian,Level change,0.0102841336051967,-0.1065583045,-0.04829804,0.06865684,0.123719495,1.011564457235304,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.04829804,0.06865684
vegetarian,Level change,0.17207479306115,-0.118267155,0.026090312,0.319584976,0.460726335,1.187264652599105,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.026090312,0.319584976
vegetarian,Level change,0.0436025242499,-0.11069346,-0.034085084,0.1202155,0.2014470875,1.0445163966745692,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.034085084,0.1202155
vegetarian,Slope change,-0.141155771652333,-0.824233415,-0.4722906,0.20642228,0.637645345,0.8471741478279989,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.4722906,0.20642228
vegetarian,Slope change,0.513518320013667,-0.563551025,-0.01380356,1.04098636,1.5300930675,1.6956438140284613,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.01380356,1.04098636
vegetarian,Slope change,-0.328127887973833,-1.373599825,-0.84884012,0.19832996,0.763537375,0.7083297819655445,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.84884012,0.19832996
vegetarian,Slope change,-0.221875183627717,-0.83265493,-0.51715808,0.07448516,0.514005999999998,0.783659236844563,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.51715808,0.07448516
vegetarian,Slope change,-0.325631754433333,-0.5896036,-0.458116,-0.19393364,-0.0692891750000002,0.7229226842175696,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.458116,-0.19393364
vegetarian,Slope change,-0.20534391605,-1.23232535,-0.65119284,0.25220564,1.008425375,0.7897948901128787,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.65119284,0.25220564
vegetarian,Slope change,-0.211974565267167,-0.530876675,-0.38077588,-0.04232676,0.1119229,0.8084119591155974,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.38077588,-0.04232676
vegan,Level change,0.0993048827309183,1.16964999999996e-4,0.04961406,0.1496829128,0.2001474075,1.1030718183686958,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.04961406,0.1496829128
vegan,Level change,0.04240487335575,-0.0988687225,-0.030552504,0.114649976,0.18380095,1.0427865968972216,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.030552504,0.114649976
vegan,Level change,0.105826272695517,-0.020404625,0.03904076,0.172972108,0.242964845,1.108089764571738,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.03904076,0.172972108
vegan,Level change,0.0341476222090833,-0.1489416875,-0.0658193832,0.134394904,0.2452643175,1.0305010600260431,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.0658193832,0.134394904
vegan,Level change,-0.031187621534575,-0.145804769,-0.087044968,0.025553408,0.0720115175,0.9712003483470709,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.087044968,0.025553408
vegan,Level change,0.0297701124235183,-0.201207005,-0.078696808,0.13471408000000001,0.301089885,1.0252850279672518,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.078696808,0.13471408000000001
vegan,Level change,0.112558884657933,-0.0644795475,0.00698664800000001,0.22332526,0.3801991125,1.0988488424829173,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.00698664800000001,0.22332526
vegan,Slope change,-0.802642116665317,-1.721547615,-1.24074532,-0.365707112,0.00986096499999965,0.46147972907580775,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-1.24074532,-0.365707112
vegan,Slope change,0.596141604267773,-0.562356625,0.04237184,1.14848804,1.578152025,1.8585274860147651,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.04237184,1.14848804
vegan,Slope change,0.3694829917085,-0.63024587,-0.1959392,0.93130704,1.53090185,1.4119652100602746,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.1959392,0.93130704
vegan,Slope change,-0.435589897875952,-0.988154235,-0.67165128,-0.19053816,0.0659202249999998,0.6480032935525207,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.67165128,-0.19053816
vegan,Slope change,-0.652151044453917,-0.8826556075,-0.766014664,-0.537264108,-0.4260195,0.5213034339228805,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.766014664,-0.537264108
vegan,Slope change,0.0738086306062333,-1.2791271725,-0.6824038,0.8295978,1.6822534,1.0411126530872281,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.6824038,0.8295978
vegan,Slope change,-0.2215176237581,-0.585292425,-0.420353172,-0.02664984,0.171544075,0.7957258993414354,NA,NA,Restaurant,ED5J990H5VAZT,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.420353172,-0.02664984
