outcome,effect_type,mean,q2.5,q16,q84,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Level change,-0.01156681865546,-0.15558306225,-0.072156244,0.0499838,0.1268545825,0.988846417614655,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.072156244,0.0499838
nonvegan,Slope change,-0.0224140692511667,-0.5851495525,-0.29179204,0.231870552,0.607218307499999,0.9661424421483689,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.29179204,0.231870552
meat,Level change,-0.0515458217356417,-0.196491745,-0.112344232,0.007915304,0.0682088404749998,0.9546260365071749,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.112344232,0.007915304
meat,Slope change,-0.06970874236,-0.6330438,-0.31259148,0.15712064,0.575032719999999,0.9329944749161215,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.31259148,0.15712064
chicken_fish,Level change,-0.125023383293779,-0.4577375775,-0.225868096,-0.023283096,0.0715158824999997,0.9002611824826516,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.225868096,-0.023283096
chicken_fish,Slope change,-0.0531767362985,-0.973155275,-0.4170174,0.31448004,0.725514925,0.9667658050364747,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4170174,0.31448004
vegetarian,Level change,0.02279581698392,-0.2070599775,-0.075083172,0.120637884,0.242200262499999,1.0248484520492815,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.075083172,0.120637884
vegetarian,Slope change,-0.211684344173833,-0.721143525,-0.45435316,0.0415967199999999,0.443217375,0.7869913671017946,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.45435316,0.0415967199999999
vegan,Level change,0.0502205714610067,-0.1058197375,-0.020206184,0.124620788,0.2526696325,1.0432117755095893,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.020206184,0.124620788
vegan,Slope change,-0.508060010944533,-1.1539442725,-0.83726728,-0.19215212,0.267734644999999,0.59557556790054,NA,NA,Pooled,POOLED,NA,Exposure: Introductions,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.83726728,-0.19215212
nonvegan,Level change,-0.004326495893465,-0.098383618,-0.0516599024,0.042805468,0.088801346,0.9956797094220152,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0516599024,0.042805468
nonvegan,Level change,0.00205953196846667,-0.12915534875,-0.06496428,0.0699109536,0.13415597575,1.0013553376410118,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.06496428,0.0699109536
nonvegan,Level change,-2.05851669988333e-4,-0.12772823,-0.06433288,0.063830196,0.1255956175,0.9998453619576948,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.06433288,0.063830196
nonvegan,Level change,-0.010992989161675,-0.231024055,-0.121246424,0.096670436,0.2091912775,0.9886684907112585,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.121246424,0.096670436
nonvegan,Level change,-0.00656651544097,-0.1202865875,-0.060995072,0.047768984,0.10236923225,0.9942715206691001,NA,NA,Restaurant,JHDN7CF1C03X5,NA,Exposure: Introductions,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.060995072,0.047768984
