"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_simple/proportion/total/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.359028852566333,-0.6189776,1.2819865,1.00113921892322,576.604771097859
"model_fits/finalized_simple/proportion/total/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0258629872886667,-1.511614,1.5150485,1.00476284045302,2296.97478049648
