"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone5/proportion/meat/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.266089159849767,-1.1299615,0.4828452,1.00068924455639,1504.2310378165
"model_fits/finalized_redone5/proportion/meat/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0044405191146,-1.6390605,1.642581,0.999753008763252,4278.01252908947
