outcome,exposure_type,mean,q5,q95,rhat,estimate_type,restaurant_id
Breakfast,Count,0.5270516089526667,-0.4421863,1.378406000000001,1.0224508242698191,Pooled,POOLED
Breakfast,Presence,1.7935208229666666,0.5623103,2.965745,1.0035084086881496,Pooled,POOLED
Chicken,Count,0.07577871252455555,-0.3132178,0.4212910500000001,1.0052690833191684,Pooled,POOLED
Chicken,Presence,0.08878061074393333,-1.6108795,1.7563180000000003,1.0011500629672099,Pooled,POOLED
Dairy,Count,0.37780661379165775,-0.1844652,0.9031947000000006,1.002615583246039,Pooled,POOLED
Dairy,Presence,1.6369652326242223,-0.02374141499999997,3.3087050000000002,1.0018599412627727,Pooled,POOLED
Egg,Count,0.34958498995633336,-0.5006521,1.0660279999999995,1.0041831729686743,Pooled,POOLED
Egg,Presence,1.3219356932051112,-0.3366821,2.983724000000001,1.010853915109285,Pooled,POOLED
Untextured,Count,0.129209024248,-0.33043439999999996,0.5511026000000001,1.084837786173446,Pooled,POOLED
Untextured,Presence,0.6006248927102222,-0.43358055,1.5411820000000003,1.002192713043419,Pooled,POOLED
Breakfast,Count,-0.01005033585350145,-0.12783337150988489,0.10436001532424286,1.0008624440375762,Restaurant,2HRX9P6HKXA8V
Breakfast,Count,0.3576744442718159,0.25464221837358075,0.4637340162321402,1.0093655865588078,Restaurant,ED5J990H5VAZT
Breakfast,Count,0.04879016416943205,0.02955880224154443,0.06765864847381486,1.0081184063018078,Restaurant,JHDN7CF1C03X5
Breakfast,Count,0.12221763272424911,-0.040821994520255166,0.29266961396282004,1.001873763049115,Restaurant,L69HYJ4Y3TR91
Breakfast,Count,-0.030459207484708574,-0.08338160893905101,0.02955880224154443,1.0026350846012493,Restaurant,SRQS8F7JWA9MZ
Breakfast,Count,4.530338875365088,3.6325736179028416,5.604514472997532,1.0008994196384082,Restaurant,W8T41JZK0ZMEP
Breakfast,Presence,3.449987545831587,-0.12783337150988489,7.086997098249169,1.0025616317310848,Restaurant,2HRX9P6HKXA8V
Breakfast,Presence,0.4885800148186709,-0.020202707317519466,1.007957920399979,0.9998838222687716,Restaurant,ED5J990H5VAZT
Breakfast,Presence,1.827769906751088,1.2556160374777743,2.425687290128029,1.0009134730346898,Restaurant,JHDN7CF1C03X5
Breakfast,Presence,2.0955609235597192,0.6043159668533296,3.604954219176175,1.0055399393746627,Restaurant,L69HYJ4Y3TR91
Breakfast,Presence,4.547329186298241,3.6938669956249757,5.439382806826639,1.0007211607861017,Restaurant,SRQS8F7JWA9MZ
Breakfast,Presence,8.18839741523454,6.252250643846702,10.297655082661132,1.0042150823913876,Restaurant,W8T41JZK0ZMEP
Chicken,Count,0.09531017980432493,0,0.19885085874516517,1.0004421252944962,Restaurant,JHDN7CF1C03X5
Chicken,Count,0.0769610411361284,0.01980262729617973,0.13976194237515863,1.0029113709116209,Restaurant,W8T41JZK0ZMEP
Chicken,Presence,0.23901690047049992,-1.9661128563728327,2.5368663887187113,1.0049006242790774,Restaurant,JHDN7CF1C03X5
Chicken,Presence,0.01980262729617973,-2.3025850929940455,2.2502386126218363,1.0050443687762944,Restaurant,W8T41JZK0ZMEP
Dairy,Count,0.8329091229351039,0.712949807856125,0.9555114450274363,1.0013562473567643,Restaurant,ED5J990H5VAZT
Dairy,Count,0.25464221837358075,0.1906203596086497,0.3220834991691132,1.0043433534135424,Restaurant,JHDN7CF1C03X5
Dairy,Count,0.1906203596086497,0.058268908123975824,0.3220834991691132,1.0020014887154918,Restaurant,W8T41JZK0ZMEP
Dairy,Presence,6.410306452257785,5.118293168802766,7.797919670969954,1.0026999803253691,Restaurant,ED5J990H5VAZT
Dairy,Presence,3.0978374964911444,-0.3856624808119846,6.487029314105918,1.0013623539717604,Restaurant,JHDN7CF1C03X5
Dairy,Presence,3.0017143452315387,-1.0788096613719298,6.66289001009541,1.0102875505486657,Restaurant,W8T41JZK0ZMEP
Egg,Count,0.7466879474879751,0.62057648772511,0.8796267475025636,0.9999741570779579,Restaurant,ED5J990H5VAZT
Egg,Count,0.19885085874516517,0.09531017980432493,0.3074846997479607,0.9997972193720877,Restaurant,W8T41JZK0ZMEP
Egg,Presence,5.2169988453704486,3.83557383326474,6.7013950957022725,1.000656891731928,Restaurant,ED5J990H5VAZT
Egg,Presence,2.1004689088719113,-1.3470736479666092,5.4514675460417115,1.0020198927721684,Restaurant,W8T41JZK0ZMEP
Untextured,Count,0.009950330853168092,-0.08338160893905101,0.09531017980432493,1.0156108907706098,Restaurant,JHDN7CF1C03X5
Untextured,Count,0.01980262729617973,-0.040821994520255166,0.0769610411361284,1.0018770169154656,Restaurant,SRQS8F7JWA9MZ
Untextured,Count,0.3920420877760237,0.27763173659827955,0.5128236264286637,1.0073606182808816,Restaurant,W8T41JZK0ZMEP
Untextured,Presence,0.6981347220709843,-0.10536051565782628,1.5173226235262947,1.0004874114661868,Restaurant,JHDN7CF1C03X5
Untextured,Presence,0.7371640659767196,-0.7550225842780328,2.316487998163037,1.0049698193238235,Restaurant,SRQS8F7JWA9MZ
Untextured,Presence,0.5364933705145685,-1.0216512475319814,1.9050881545350582,1.007245077909482,Restaurant,W8T41JZK0ZMEP
