outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
vegetarian,vegetarian,Proportion,1.2444795671239184,1.1391601441248391,1.3745661609792896,1.0116873561547166,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,mpbamod,Count,1.15,1.03,1.29,1.0011486643556755,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegan,mpbamod,Count,0.93,0.77,1.07,1.0054967609775693,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,mpbamod,Count,0.99,0.95,1.04,1.001024744583553,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,mpbamod,Count,1.14,0.97,1.43,1.004553704015101,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,mpbamod,Count,1.04,1.02,1.06,1.0007630773867315,Restaurant,ED5J990H5VAZT,Plant-based
vegan,mpbamod,Count,1.01,0.99,1.02,1.0003391045864967,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,mpbamod,Proportion,1.1506929198776512,1.0364147944268143,1.2811240265594854,1.0006746947110947,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegan,mpbamod,Proportion,0.9028804514474342,0.6762433378062414,1.1406985334187598,1.012362891640656,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,mpbamod,Proportion,0.8089433786991753,0.6762433378062414,0.9635736363632673,1.0092554578670314,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,mpbamod,Proportion,1.0738979584144939,0.8019351848161371,1.5195796644591621,1.0028651348570266,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,mpbamod,Proportion,1.083503918542181,1.0385688332697405,1.1347503521812126,1.0038756705730674,Restaurant,ED5J990H5VAZT,Plant-based
vegan,mpbamod,Proportion,1.0399828355909382,0.9436670752867394,1.1463800159556026,1.005558617909841,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,vegan,Count,1.06,0.96,1.17,1.001771856081433,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,vegan,Count,1.03,1.01,1.06,1.000335618843744,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,vegan,Count,1.21,1.11,1.32,1.0010581218344736,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,vegan,Count,1.42,1.27,1.6,1.0007180767494006,Restaurant,ED5J990H5VAZT,Plant-based
vegan,vegan,Count,1.03,1.01,1.04,1.0002195034420367,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,vegan,Proportion,1.1360260825666777,0.9533210199136081,1.3135322755223482,1.0018307146165664,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,vegan,Proportion,1.145793780982531,1.020917177548195,1.2741803697071823,1.001016950921588,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,vegan,Proportion,1.3588232579850572,1.1052407538560174,1.9584619310524716,1.0025748071269864,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,vegan,Proportion,1.2707503383540872,1.0985605433061179,1.5660198330217328,1.0029052831111953,Restaurant,ED5J990H5VAZT,Plant-based
vegan,vegan,Proportion,1.1776377979464097,1.0723081473268217,1.2968940745579733,1.0006301713702703,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,vegetarian,Count,1.05,1,1.1,1.0002828074917585,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegan,vegetarian,Count,1,0.92,1.07,1.0036737009592231,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,vegetarian,Count,1.02,1,1.04,1.0027331256118437,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,vegetarian,Count,1.11,1.05,1.18,1.0067548742120984,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,vegetarian,Count,1.13,1.09,1.18,1.0015948256185747,Restaurant,ED5J990H5VAZT,Plant-based
vegan,vegetarian,Count,1.01,1,1.02,1.0003093733961292,Restaurant,W8T41JZK0ZMEP,Plant-based
vegan,vegetarian,Proportion,1.091947364059481,1.009576582776887,1.1812601880431084,1.0002733462166757,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegan,vegetarian,Proportion,1.0800537648543813,0.9003405372962772,1.2480642220845202,1.0047072583991326,Restaurant,2HRX9P6HKXA8V,Plant-based
vegan,vegetarian,Proportion,1.1397777439653138,1.025791204689333,1.2688863516848874,1.0027520821178257,Restaurant,JHDN7CF1C03X5,Plant-based
vegan,vegetarian,Proportion,1.2552259901812466,1.0611282029594775,1.6573648383615462,1.0058732902243115,Restaurant,L69HYJ4Y3TR91,Plant-based
vegan,vegetarian,Proportion,1.2278738371726818,1.0839888170467407,1.4506526873715133,1.0008806996936381,Restaurant,ED5J990H5VAZT,Plant-based
vegan,vegetarian,Proportion,1.1812601880431084,1.0575570503382523,1.344971129465337,1.0029251132536747,Restaurant,W8T41JZK0ZMEP,Plant-based
