outcome,effect_type,mean,q5,q95,rhat,ess_bulk,estimate_type,restaurant_id
chicken_fish,Level Change,-0.11995434500950444,-0.5327894,0.21214310000000006,1.0141907813973599,302.5436335575337,Pooled,POOLED
chicken_fish,Slope Change,0.04399194378453333,-0.8766861499999999,0.9937589500000001,1.0056233690549492,218.11763516659528,Pooled,POOLED
meat,Level Change,-0.13495525049092666,-0.33262885000000003,0.04372869000000002,1.0224424046869391,207.96702437795895,Pooled,POOLED
meat,Slope Change,0.008594458056557777,-0.52821365,0.5756420000000002,1.0076592451551614,166.91263384823202,Pooled,POOLED
nonvegan,Level Change,-0.08157300916685334,-0.37207399999999996,0.22022115000000025,1.0340943929081359,194.86201159707906,Pooled,POOLED
nonvegan,Slope Change,0.11553115540662222,-0.30463664999999995,0.5624097500000004,1.0034112399455741,585.8714869099209,Pooled,POOLED
total,Level Change,-0.08476604274551111,-0.34309399999999995,0.19879335000000026,1.0105556326874618,280.75874242511793,Pooled,POOLED
total,Slope Change,0.14517590005066666,-0.35106124999999994,0.67231945,1.0105996776668091,361.6422560549174,Pooled,POOLED
vegan,Level Change,0.07342584507102222,-0.1093378,0.2894504000000001,1.0021956568984987,520.1290813586504,Pooled,POOLED
vegan,Slope Change,0.20718164761444444,-0.37328999999999996,0.8706655500000003,1.0138797027167834,404.01581307714935,Pooled,POOLED
vegetarian,Level Change,0.0017476222653111113,-0.2991309,0.33538700000000005,1.0105415252153307,254.25474348350548,Pooled,POOLED
vegetarian,Slope Change,0.10415293589035556,-0.2388699,0.5050207000000001,1.0062888848981826,320.6777311332847,Pooled,POOLED
chicken_fish,Level Change,-0.15082288973458366,-0.4780358009429998,0.14842000511827322,1.0003892845300038,NA,Restaurant,VLZX7K2M9QD4T
chicken_fish,Slope Change,-0.4462871026284195,-2.120263536200091,1.0986122886681098,1.0024113884582975,NA,Restaurant,VLZX7K2M9QD4T
chicken_fish,Level Change,0.058268908123975824,-0.2231435513142097,0.35065687161316933,1.0035030053206344,NA,Restaurant,2HRX9P6HKXA8V
chicken_fish,Slope Change,-1.5141277326297755,-2.4079456086518722,-0.7765287894989963,1.010563689296916,NA,Restaurant,2HRX9P6HKXA8V
chicken_fish,Level Change,0.13976194237515863,0.009950330853168092,0.2700271372130602,1.0017255038566186,NA,Restaurant,JHDN7CF1C03X5
chicken_fish,Slope Change,0.3074846997479607,0.01980262729617973,0.5877866649021191,1.00129108772471,NA,Restaurant,JHDN7CF1C03X5
chicken_fish,Level Change,-0.23572233352106983,-0.8675005677047231,0.2700271372130602,1.0025086211664147,NA,Restaurant,L69HYJ4Y3TR91
chicken_fish,Slope Change,0.4762341789963717,-1.2378743560016174,2.316487998163037,1.0049243201662064,NA,Restaurant,L69HYJ4Y3TR91
chicken_fish,Level Change,-0.4307829160924542,-0.9942522733438669,0.02955880224154443,1.0049814722458208,NA,Restaurant,ED5J990H5VAZT
chicken_fish,Slope Change,1.3506671834767394,0.636576829071551,2.033397603178429,1.0077196726957152,NA,Restaurant,ED5J990H5VAZT
meat,Level Change,-0.09431067947124129,-0.3011050927839216,0.131028262406404,1.0109037096265812,NA,Restaurant,VLZX7K2M9QD4T
meat,Slope Change,-0.10536051565782628,-1.2039728043259361,0.85015092936961,1.0150599700245728,NA,Restaurant,VLZX7K2M9QD4T
meat,Level Change,-0.09431067947124129,-0.21072103131565253,0.03922071315328133,1.017685898027836,NA,Restaurant,SRQS8F7JWA9MZ
meat,Level Change,-0.07257069283483537,-0.18632957819149348,0.058268908123975824,1.005328864146317,NA,Restaurant,SRQS8F7JWA9MZ
meat,Slope Change,-0.6348782724359695,-1.6094379124341003,-0.05129329438755058,1.0110899763926144,NA,Restaurant,SRQS8F7JWA9MZ
meat,Slope Change,-0.07257069283483537,-0.6733445532637656,0.8671004876833833,1.0110806286845522,NA,Restaurant,SRQS8F7JWA9MZ
meat,Level Change,-0.342490308946776,-0.579818495252942,-0.10536051565782628,1.0112357419886016,NA,Restaurant,2HRX9P6HKXA8V
meat,Slope Change,-0.527632742082372,-1.0788096613719298,0.0769610411361284,1.0076255378091512,NA,Restaurant,2HRX9P6HKXA8V
meat,Level Change,-0.030459207484708574,-0.1743533871447778,0.12221763272424911,1.0194521104921865,NA,Restaurant,JHDN7CF1C03X5
meat,Slope Change,0.19885085874516517,-0.15082288973458366,0.5423242908253617,1.028455777009503,NA,Restaurant,JHDN7CF1C03X5
meat,Level Change,-0.12783337150988489,-0.3285040669720361,0.08617769624105241,1.0061152228971593,NA,Restaurant,L69HYJ4Y3TR91
meat,Slope Change,0.636576829071551,-0.2484613592984996,1.8656293177945105,1.003529329537834,NA,Restaurant,L69HYJ4Y3TR91
meat,Level Change,-0.16251892949777494,-0.40047756659712525,0.04879016416943205,1.0007654449271268,NA,Restaurant,ED5J990H5VAZT
