outcome,exposure_group,exposure_type,mean,q5,q95,rhat,estimate_type,restaurant_id
chicken_fish,mpbamod,Count,0.010980525187264445,-0.05447916,0.07651337500000002,1.0016298845381857,Pooled,POOLED
chicken_fish,mpbamod,Proportion,-0.9793206328641556,-2.043715,0.20734045000000006,1.0012217715257823,Pooled,POOLED
chicken_fish,vegan,Count,0.169583465754,-0.13307615,0.46156735000000015,1.0062134131599665,Pooled,POOLED
chicken_fish,vegan,Proportion,0.6634100566675556,-0.3418403,1.563484,1.0007497525027378,Pooled,POOLED
chicken_fish,vegetarian,Count,0.08600709212475556,-0.06172108499999998,0.23381935,1.0241133003916247,Pooled,POOLED
chicken_fish,vegetarian,Proportion,-0.37071923134955553,-1.6421755,0.8573348000000011,1.0005851288965681,Pooled,POOLED
meat,mpbamod,Count,-0.01851818753396,-0.1052898,0.03299288499999995,1.0027696783020754,Pooled,POOLED
meat,mpbamod,Proportion,-0.6188081782103333,-1.5276684999999999,0.29714284999999974,1.0010525751005244,Pooled,POOLED
meat,vegan,Count,0.17118222039973333,-0.07982167999999998,0.44281764999999995,1.0034199247267381,Pooled,POOLED
meat,vegan,Proportion,0.19816123450666667,-0.80208855,1.1681109999999997,1.007930620374153,Pooled,POOLED
meat,vegetarian,Count,0.0312706313205,-0.02831413,0.09128712999999997,1.0109756932823417,Pooled,POOLED
meat,vegetarian,Proportion,-0.6878489437636667,-1.7320659999999999,0.4010542499999999,1.0034227667368416,Pooled,POOLED
nonvegan,mpbamod,Count,-0.06456766566213333,-0.3226267,0.15648209999999996,1.0128380748906831,Pooled,POOLED
nonvegan,mpbamod,Proportion,-0.7806154284863334,-1.9138834999999996,0.3208912999999999,1.003939317329159,Pooled,POOLED
nonvegan,vegan,Count,0.18670575835526668,-0.10634044999999999,0.44977834999999994,1.0205838213354008,Pooled,POOLED
nonvegan,vegan,Proportion,0.5409664475157333,-0.39261209999999996,1.3987219999999996,1.002108533130963,Pooled,POOLED
nonvegan,vegetarian,Count,0.040918226820033335,-0.04118707,0.12165014999999992,1.0055064666233333,Pooled,POOLED
nonvegan,vegetarian,Proportion,-0.159315311289,-1.1126714999999998,0.7330074999999998,1.0039768960785953,Pooled,POOLED
total,mpbamod,Count,-0.056378177409833335,-0.2669571,0.15048864999999995,1.0030038907063523,Pooled,POOLED
total,mpbamod,Proportion,-0.7526487926549666,-1.8379995,0.3216479499999988,1.0031043375165287,Pooled,POOLED
total,vegan,Count,0.20201810875106666,-0.07227279999999998,0.48309484999999974,1.0025560683454244,Pooled,POOLED
total,vegan,Proportion,0.7375721985064333,-0.26131019999999994,1.6261499999999995,1.0033492907196366,Pooled,POOLED
total,vegetarian,Count,0.03473201070358667,-0.036210615,0.09721756999999992,1.0015383510649216,Pooled,POOLED
total,vegetarian,Proportion,0.089734560612,-0.7859136,0.9177420499999998,1.0044196380904333,Pooled,POOLED
vegan,mpbamod,Count,0.022898028895,-0.05887341,0.10207809999999996,1.0033128958808983,Pooled,POOLED
vegan,mpbamod,Proportion,-0.3378187913053333,-1.3551024999999999,0.7046574499999997,1.00461379492353,Pooled,POOLED
vegan,vegan,Count,0.171884377826,0.0026846510000000027,0.35655925,1.0022608384141802,Pooled,POOLED
vegan,vegan,Proportion,1.7208784015711112,0.7286364000000001,2.5822035,1.0004344556684406,Pooled,POOLED
vegan,vegetarian,Count,0.0306470564391,9.66140150000028e-5,0.06324149499999995,1.002069433961768,Pooled,POOLED
vegan,vegetarian,Proportion,0.9624202374633334,0.16360765000000002,1.686332,1.000502291554742,Pooled,POOLED
vegetarian,mpbamod,Count,-0.027084055053766667,-0.25818589999999997,0.17904429999999988,1.0079968216138122,Pooled,POOLED
vegetarian,mpbamod,Proportion,-0.43842422062433334,-1.6615520000000001,0.7195107499999998,1.0001681002588378,Pooled,POOLED
vegetarian,vegan,Count,0.19516117551233333,-0.0015785764999999815,0.39436814999999986,1.0007540051449666,Pooled,POOLED
vegetarian,vegan,Proportion,0.6504502095660667,0.013830445000000111,1.2744109999999997,1.0014080846981681,Pooled,POOLED
vegetarian,vegetarian,Count,0.056736338988166664,-0.01535882,0.12228989999999995,1.0006540332150726,Pooled,POOLED
vegetarian,vegetarian,Proportion,0.5030456053176666,-0.48672234999999997,1.4601139999999995,1.00076389876857,Pooled,POOLED
chicken_fish,mpbamod,Count,0,-0.11653381625595151,0.11332868530700327,1.0003941065806794,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Count,0.01980262729617973,0,0.04879016416943205,1.00043543573037,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Count,0.01980262729617973,-0.08338160893905101,0.17395330712343798,1.000418454770266,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Count,-0.020202707317519466,-0.06187540371808753,0.02955880224154443,1.0005598597037841,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Count,0.009950330853168092,-0.01005033585350145,0.03922071315328133,1.0003212189185562,Restaurant,W8T41JZK0ZMEP
chicken_fish,mpbamod,Proportion,-1.3093333199837622,-3.506557897319982,0.9783261227936078,1.0004542165228272,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Proportion,-2.5257286443082556,-3.2188758248682006,-1.6094379124341003,1.0009908491261936,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Proportion,-0.8915981192837836,-2.995732273553991,1.7209792871670078,1.0010348050440956,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Proportion,-1.5606477482646683,-2.5257286443082556,-0.579818495252942,1.0009571374886064,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Proportion,-0.05129329438755058,-1.5606477482646683,1.451613827240533,1.0018310831242891,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Count,-0.01005033585350145,-0.3011050927839216,0.25464221837358075,1.000593576124522,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Count,0.009950330853168092,0,0.02955880224154443,1.000636430895935,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Count,0.3293037471426003,0.14842000511827322,0.5128236264286637,1.0005990595321457,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Count,0.5709795465857378,0.3364722366212129,0.7975071958841882,0.9999390667275283,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Count,0.009950330853168092,-0.01005033585350145,0.02955880224154443,1.0003424003315518,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Proportion,0.4382549309311553,-1.5141277326297755,1.7967470107390942,1.0029216231837388,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Proportion,0.8878912573524571,0.06765864847381486,1.7439688053917064,1.0005528607596925,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Proportion,0.9707789171582248,-0.4462871026284195,2.715356776284648,1.001288644377638,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Proportion,0.5364933705145685,-1.0498221244986778,1.827769906751088,1.0007074770708233,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Proportion,0.7654678421395714,-0.21072103131565253,1.7544036826842861,1.0020521712183463,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Count,0.12221763272424911,-0.020202707317519466,0.28517894223366247,1.0044996842337415,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegetarian,Count,0.01980262729617973,0.009950330853168092,0.02955880224154443,1.004781016803812,Restaurant,JHDN7CF1C03X5
chicken_fish,vegetarian,Count,0.2151113796169455,0.0769610411361284,0.37843643572024505,1.0038202696474052,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegetarian,Count,0.16551443847757333,0.08617769624105241,0.23901690047049992,1.0043420811474026,Restaurant,ED5J990H5VAZT
chicken_fish,vegetarian,Count,0,-0.01005033585350145,0.01980262729617973,1.0006428607740931,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Proportion,0.03922071315328133,-2.5257286443082556,2.590767040487478,1.0023065996955665,Restaurant,2HRX9P6HKXA8V
