outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,n_rest_in_group,rest_rank,step_size
meat,vegan,Proportion,1.0654600557681917,1.885262052878115,1.0654600557681917,0.9741120346709408,1.1759889783133612,1.00333658072244,Pooled,POOLED,NA,Animal,18,NA,0.15
meat,vegetarian,Count,1.026608443763605,1.026608443763605,1.002629510723758,1.0049995986346985,1.0508243404569702,1.00164047837956,Pooled,POOLED,NA,Animal,18,NA,0.15
meat,vegetarian,Proportion,0.9431364870445125,0.5568592869375978,0.9431364870445125,0.8869356160468647,1.0103033973399567,0.999939242075121,Pooled,POOLED,NA,Animal,18,NA,0.15
chicken_fish,mpbamod,Count,1.0426767234984984,1.0426767234984984,1.0041878626175282,0.9818189137572294,1.1076378248373213,1.00063852885335,Pooled,POOLED,NA,Animal,17,NA,0.15
chicken_fish,mpbamod,Proportion,0.9707769820086186,0.7433523225886941,0.9707769820086186,0.8572484182801464,1.0923575994344201,1.00312560585915,Pooled,POOLED,NA,Animal,17,NA,0.15
chicken_fish,vegan,Count,1.0612307972255104,1.0612307972255104,1.0059606306804085,0.9900756287445602,1.1401907622905556,1.00316881478204,Pooled,POOLED,NA,Animal,17,NA,0.15
chicken_fish,vegan,Proportion,1.0047393150697699,1.048416781109505,1.0047393150697699,0.8934482422795427,1.1314151459530126,1.00278823757493,Pooled,POOLED,NA,Animal,17,NA,0.15
chicken_fish,vegetarian,Count,1.0179401052796369,1.0179401052796369,1.0017796898434679,0.9833083103174123,1.053214593277146,1.00137997375096,Pooled,POOLED,NA,Animal,17,NA,0.15
chicken_fish,vegetarian,Proportion,0.8706857775144758,0.25038857238754875,0.8706857775144758,0.7922517721948066,0.9694727631520971,1.00540853581113,Pooled,POOLED,NA,Animal,17,NA,0.15
vegetarian,mpbamod,Count,1.033979887476997,1.033979887476997,1.0033471216147567,0.9729406067754313,1.0979317635205073,1.00986550584983,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegetarian,mpbamod,Proportion,0.9832685146039457,0.844736631918684,0.9832685146039457,0.8861940803958529,1.1016682562234936,1.02611729398468,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegetarian,vegan,Count,1.098750783552142,1.098750783552142,1.0094618714447339,1.0434192674915328,1.1630999658480625,1.00211710872981,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegetarian,vegan,Proportion,1.0896747825217317,2.360309774075181,1.0896747825217317,1.0294867118292232,1.1553880366285831,1.00214940861979,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegetarian,vegetarian,Count,1.0535716203392038,1.0535716203392038,1.0052322340957858,1.0120188073191012,1.0922295545280922,1.04278265808056,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegetarian,vegetarian,Proportion,1.0843157595263342,2.246765253704077,1.0843157595263342,1.013427347920931,1.156344313557347,1.01601935396981,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegan,mpbamod,Count,1.0517906154744763,1.0517906154744763,1.0050621757130522,0.97750859678141,1.1394208989933616,1.0216551946903,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegan,mpbamod,Proportion,1.0018681494943624,1.0188393290982527,1.0018681494943624,0.876871122577293,1.157124444111222,1.010702546537,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegan,vegan,Count,1.1398723195170524,1.1398723195170524,1.0131776960919556,1.0542664399503077,1.2448952004148168,1.0050888444834,Pooled,POOLED,NA,Plant-based,17,NA,0.15
vegan,vegan,Proportion,1.1383633662464858,3.654341352295015,1.1383633662464858,1.0275130134847288,1.250995863594386,1.00467684333929,Pooled,POOLED,NA,Plant-based,17,NA,0.15
vegan,vegetarian,Count,1.0549328819259574,1.0549328819259574,1.0053620391364777,1.0067733415182225,1.1064149903075384,1.01591069401392,Pooled,POOLED,NA,Plant-based,18,NA,0.15
vegan,vegetarian,Proportion,1.0313289894254458,1.3613577065436948,1.0313289894254458,0.9566219377067455,1.11454851095684,1.00386486160666,Pooled,POOLED,NA,Plant-based,18,NA,0.15
total,mpbamod,Count,1.04,NA,1.0043302516519665,0.99,1.09,1.59116526788564,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/1SQPTEGYPH0GA.png,Total,18,1,0.15
total,mpbamod,Count,0.89,NA,0.988131040071775,0.78,0.99,1.65856673624036,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Total,18,2,0.15
total,mpbamod,Count,0.89,NA,0.9881301516730766,0.83,0.94,1.62907253237125,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/78AY09MVJVTYE.png,Total,18,3,0.15
total,mpbamod,Count,1.07,NA,1.0063958146158936,1.04,1.08,1.17697098574188,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/9XKJD8DQTH559.png,Total,18,4,0.15
total,mpbamod,Count,1,NA,0.9997430770247508,0.92,1.12,1.32167850122499,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/C0BE4NDSW26QN.png,Total,18,5,0.15
total,mpbamod,Count,0.93,NA,0.9930470433118397,0.89,0.98,1.64128674716985,Restaurant,CB2KHY1C2G9PT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/CB2KHY1C2G9PT.png,Total,18,6,0.15
total,mpbamod,Count,1.01,NA,1.0014604693146836,1.01,1.03,1.20118356669631,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Total,18,7,0.15
total,mpbamod,Count,1.13,NA,1.0121908551772036,1.04,1.29,1.21544206194613,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/EMBVNVD207CC6.png,Total,18,8,0.15
total,mpbamod,Count,1.01,NA,1.0011748889732146,0.98,1.03,1.24672943485175,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Total,18,9,0.15
total,mpbamod,Count,1.07,NA,1.0063180210344824,0.99,1.22,1.34774231187766,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Total,18,10,0.15
total,mpbamod,Count,1,NA,0.9998124565230805,0.93,1.06,1.63819680013331,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/LBZEEFSBJNB3Z.png,Total,18,11,0.15
total,mpbamod,Count,1.07,NA,1.0064631350833055,0.87,1.26,1.2463616251904,Restaurant,LFZFT3VASXPED,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/LFZFT3VASXPED.png,Total,18,12,0.15
total,mpbamod,Count,1.12,NA,1.0113434727219683,1,1.3,1.63303274572844,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/LQ5EH4BKGV61T.png,Total,18,13,0.15
total,mpbamod,Count,1.02,NA,1.002313631999125,0.93,1.12,1.69725171791103,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/S8MT0YGD2KTN9.png,Total,18,14,0.15
total,mpbamod,Count,1.1,NA,1.0096783297243201,0.93,1.29,1.69598343930146,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/SAFK7ND1HR6XS.png,Total,18,15,0.15
total,mpbamod,Count,1.15,NA,1.0141249343397096,1.09,1.2,1.65682975187264,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/SRQS8F7JWA9MZ.png,Total,18,16,0.15
total,mpbamod,Count,0.97,NA,0.9966901015872242,0.94,1,1.29787029822437,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/V3Q26BHF3SE2H.png,Total,18,17,0.15
total,mpbamod,Count,1.02,NA,1.0023966263877915,1,1.04,1.43619125778973,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Total,18,18,0.15
total,mpbamod,Proportion,0.750458958500501,NA,0.750458958500501,0.6309573444801932,0.8894799631049141,1.00239108893486,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/1SQPTEGYPH0GA.png,Total,18,1,0.15
total,mpbamod,Proportion,0.7030991812761228,NA,0.7030991812761228,0,0.9436670752867394,1.00440493350564,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Total,18,2,0.15
total,mpbamod,Proportion,0.6968495245121963,NA,0.6968495245121963,0.6309573444801932,0.8154443636507333,1.00067449686404,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/78AY09MVJVTYE.png,Total,18,3,0.15
total,mpbamod,Proportion,1.043615931120845,NA,1.043615931120845,0.9486045450669235,1.1498419167118241,1.0027101488706,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/9XKJD8DQTH559.png,Total,18,4,0.15
total,mpbamod,Proportion,0.6449528153617873,NA,0.6449528153617873,0,0.8469842998552983,1.00043657411351,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/C0BE4NDSW26QN.png,Total,18,5,0.15
total,mpbamod,Proportion,0.7881480659486767,NA,0.7881480659486767,0.7247796636776955,0.8555037734677596,1.00033045623702,Restaurant,CB2KHY1C2G9PT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/CB2KHY1C2G9PT.png,Total,18,6,0.15
total,mpbamod,Proportion,1.0228589786403957,NA,1.0228589786403957,0.9938315630347766,1.053248691300327,1.00319087191199,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Total,18,7,0.15
total,mpbamod,Proportion,1.0239241510345656,NA,1.0239241510345656,0.9311499150948377,1.1425202888359136,1.00361875256132,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/EMBVNVD207CC6.png,Total,18,8,0.15
total,mpbamod,Proportion,0.9204676509476349,NA,0.9204676509476349,0.8154443636507333,1.0364147944268143,1.00012440014778,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Total,18,9,0.15
total,mpbamod,Proportion,1.121410343533372,NA,1.121410343533372,0.7943282347242815,1.5845124066650962,1.00079696146303,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Total,18,10,0.15
total,mpbamod,Proportion,0.760745816487095,NA,0.760745816487095,0.6309573444801932,0.9517721299086175,1.00110515632344,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/LBZEEFSBJNB3Z.png,Total,18,11,0.15
total,mpbamod,Proportion,1.2618802155244022,NA,1.2618802155244022,0.7664958432641342,2.311847625253578,0.999962619077624,Restaurant,LFZFT3VASXPED,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/LFZFT3VASXPED.png,Total,18,12,0.15
total,mpbamod,Proportion,1.2245702582011226,NA,1.2245702582011226,0.9366995991172014,1.7376010331420955,1.00313453609578,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/LQ5EH4BKGV61T.png,Total,18,13,0.15
total,mpbamod,Proportion,1.6346662916276413,NA,1.6346662916276413,1.3126706573263447,2.047764132294086,1.00127546662165,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/S8MT0YGD2KTN9.png,Total,18,14,0.15
total,mpbamod,Proportion,1.1114087264150847,NA,1.1114087264150847,0.8325532074018731,1.5151709729598666,1.00139135536813,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/SAFK7ND1HR6XS.png,Total,18,15,0.15
total,mpbamod,Proportion,1.1491397166951307,NA,1.1491397166951307,1.091493425617897,1.214466507244787,1.00126467442645,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/SRQS8F7JWA9MZ.png,Total,18,16,0.15
total,mpbamod,Proportion,0.9047378832586084,NA,0.9047378832586084,0.8594928497600735,0.9486045450669235,1.00181812205029,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/V3Q26BHF3SE2H.png,Total,18,17,0.15
total,mpbamod,Proportion,1.0586540244118852,NA,1.0586540244118852,0.9578363965785066,1.1741482476364071,1.00303730396481,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Total,18,18,0.15
total,vegan,Count,1.18,NA,1.0170882350278196,1.15,1.22,1.01728539081853,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/1SQPTEGYPH0GA.png,Total,18,1,0.15
total,vegan,Count,1,NA,0.9998339462405037,0.92,1.08,1.02792672573802,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Total,18,2,0.15
total,vegan,Count,1.02,NA,1.0015323162754792,1,1.03,1.13455461536446,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/78AY09MVJVTYE.png,Total,18,3,0.15
total,vegan,Count,1.03,NA,1.0028473567755185,1.01,1.05,1.06080834457564,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/9XKJD8DQTH559.png,Total,18,4,0.15
total,vegan,Count,1.05,NA,1.0051915812000933,1.02,1.09,1.02738668660974,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/C0BE4NDSW26QN.png,Total,18,5,0.15
total,vegan,Count,1.03,NA,1.0031026327723083,1.02,1.05,1.06178385600145,Restaurant,CB2KHY1C2G9PT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/CB2KHY1C2G9PT.png,Total,18,6,0.15
total,vegan,Count,1.25,NA,1.0228922592061005,1.2,1.32,1.13908157221854,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/ED5J990H5VAZT.png,Total,18,7,0.15
total,vegan,Count,1.3,NA,1.0266710866707618,1.15,1.46,1.04379036900522,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/EMBVNVD207CC6.png,Total,18,8,0.15
total,vegan,Count,0.99,NA,0.9992822041265184,0.98,1.01,1.03865774437348,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Total,18,9,0.15
total,vegan,Count,1.11,NA,1.0103864179659614,1.07,1.16,1.05524720538142,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Total,18,10,0.15
total,vegan,Count,1.11,NA,1.010173650440911,1.05,1.16,1.15945091850274,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/LBZEEFSBJNB3Z.png,Total,18,11,0.15
total,vegan,Count,1.01,NA,1.0008171807202415,0.88,1.19,1.04609513191193,Restaurant,LFZFT3VASXPED,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/LFZFT3VASXPED.png,Total,18,12,0.15
total,vegan,Count,1.2,NA,1.0186904574043572,1.04,1.42,1.02565136598334,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/LQ5EH4BKGV61T.png,Total,18,13,0.15
total,vegan,Count,0.98,NA,0.997565087017423,0.91,1.06,1.10228008023036,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/S8MT0YGD2KTN9.png,Total,18,14,0.15
total,vegan,Count,1.14,NA,1.0135980484998186,0.92,1.43,1.0135674055875,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/SAFK7ND1HR6XS.png,Total,18,15,0.15
total,vegan,Count,1.95,NA,1.0690550077702852,1.7,2.17,1.07891160712904,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/SRQS8F7JWA9MZ.png,Total,18,16,0.15
total,vegan,Count,1.19,NA,1.017281132378893,1.13,1.25,1.03347322846438,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/V3Q26BHF3SE2H.png,Total,18,17,0.15
total,vegan,Count,1.03,NA,1.0026455627236934,1.01,1.04,1.01762030416548,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Total,18,18,0.15
total,vegan,Proportion,0.8831553826400047,NA,0.8831553826400047,0.7767996097157338,0.9916965051523726,1.0017327426344,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/1SQPTEGYPH0GA.png,Total,18,1,0.15
total,vegan,Proportion,1.0071887946265305,NA,1.0071887946265305,0.8705505632961241,1.1615308587170674,1.00148559051907,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Total,18,2,0.15
total,vegan,Proportion,1.0323226217644441,NA,1.0323226217644441,0.9791483623609768,1.087799358808552,1.00026365212293,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/78AY09MVJVTYE.png,Total,18,3,0.15
total,vegan,Proportion,1.2102188015819986,NA,1.2102188015819986,1.0873295678204233,1.3524206217089285,1.00016211891304,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/9XKJD8DQTH559.png,Total,18,4,0.15
total,vegan,Proportion,1.080285722547,NA,1.080285722547,0.9663308284400851,1.2185790846874736,1.00337214075983,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/C0BE4NDSW26QN.png,Total,18,5,0.15
total,vegan,Proportion,1.0740418108829315,NA,1.0740418108829315,1.0122967542169528,1.1394693206308266,1.00072335607714,Restaurant,CB2KHY1C2G9PT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/CB2KHY1C2G9PT.png,Total,18,6,0.15
total,vegan,Proportion,1.1597971724836849,NA,1.1597971724836849,1.0544958918547662,1.273160067735166,1.00062989541896,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Total,18,7,0.15
total,vegan,Proportion,1.0698538935492679,NA,1.0698538935492679,1.0058439001618265,1.1385395159938556,0.999873393648291,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/EMBVNVD207CC6.png,Total,18,8,0.15
total,vegan,Proportion,0.9327136713946744,NA,0.9327136713946744,0.8513399225207846,1.0241896249073048,1.00233326072774,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Total,18,9,0.15
total,vegan,Proportion,1.3620490785294084,NA,1.3620490785294084,1.1736758477909162,1.5903087369444695,1.00119064822951,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Total,18,10,0.15
total,vegan,Proportion,1.2567780414454792,NA,1.2567780414454792,1.0854319117741573,1.4540267317863287,1.0024750772424,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/LBZEEFSBJNB3Z.png,Total,18,11,0.15
total,vegan,Proportion,1.1941602477794317,NA,1.1941602477794317,0.9436670752867394,1.5466527305944093,1.00046225159161,Restaurant,LFZFT3VASXPED,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/LFZFT3VASXPED.png,Total,18,12,0.15
total,vegan,Proportion,1.0213450303076874,NA,1.0213450303076874,0.8469842998552983,1.224522925983633,1.00025957228004,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/LQ5EH4BKGV61T.png,Total,18,13,0.15
total,vegan,Proportion,1.1341803594584012,NA,1.1341803594584012,0.9419682592138262,1.3761561914317413,1.00060196618005,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/S8MT0YGD2KTN9.png,Total,18,14,0.15
total,vegan,Proportion,1.1433547902772856,NA,1.1433547902772856,0.9146993820210588,1.4418760300707225,1.00010476326597,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/SAFK7ND1HR6XS.png,Total,18,15,0.15
total,vegan,Proportion,1.163221692769342,NA,1.163221692769342,1.1111896553530378,1.2217485177281941,1.00012018585492,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Total,18,16,0.15
total,vegan,Proportion,1.2953321824079778,NA,1.2953321824079778,1.193816927533861,1.416843101625386,1.00292689774914,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/V3Q26BHF3SE2H.png,Total,18,17,0.15
total,vegan,Proportion,1.1464837279400064,NA,1.1464837279400064,1.046804807994881,1.2581680093041079,1.00157666458059,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Total,18,18,0.15
total,vegetarian,Count,1.07,NA,1.0066220899479956,1.06,1.08,0.999515075301735,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/vegetarian_dishes_count/plots/1SQPTEGYPH0GA.png,Total,18,1,0.15
