outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,n_rest_in_group,rest_rank,step_size
nonvegan,Level Change,0.130664562835447,-0.29943545575,0.4789739235,1.11277661937724,19.1289472425211,Restaurant,C0BE4NDSW26QN_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN_2_genderfemale.png,Animal,50,14,0.12
nonvegan,Gender x Level,-0.00916868977808417,-0.1914119735,0.1655781385,1.23797783916812,929.741149255128,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,17,0.12
nonvegan,Level Change,-0.168746342217403,-0.48331616475,0.0907547871500001,1.03289278118579,214.894185515733,Restaurant,V3Q26BHF3SE2H_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H_1_genderfemale.png,Animal,50,37,0.12
nonvegan,Gender x Level,0.019697186584936,-0.14533956,0.1724879765,1.06017429996451,42.9531498259489,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,18,0.12
nonvegan,Level Change,-0.0249521869963282,-0.2793885715,0.19867038975,1.07821426970204,30.005268436831,Restaurant,V3Q26BHF3SE2H_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H_2_genderfemale.png,Animal,50,38,0.12
nonvegan,Gender x Level,-0.0490786516201791,-0.187787478,0.1053001655,1.11699702430752,17.5989187035724,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,19,0.12
nonvegan,Level Change,0.126043760461829,-0.062628488325,0.285146677,1.12223550533853,17.3891929684626,Restaurant,V3Q26BHF3SE2H_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H_3_genderfemale.png,Animal,50,39,0.12
nonvegan,Gender x Level,-0.00375899155572733,-0.14604353025,0.1568895535,1.20448511155716,1421.38342849621,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,20,0.12
nonvegan,Level Change,0.0992520786637697,-0.0614805009,0.3485414435,1.14567946447684,14.7930829394825,Restaurant,V3Q26BHF3SE2H_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H_4_genderfemale.png,Animal,50,40,0.12
nonvegan,Gender x Level,-0.156203685076213,-0.2914311255,0.00688562863500003,1.08690917765503,25.4390028889529,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LBZEEFSBJNB3Z.png,Animal,25,11,0.12
nonvegan,Level Change,0.0845008305341923,-0.0291074833,0.23357153475,1.17016756323387,12.705203885382,Restaurant,LBZEEFSBJNB3Z_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LBZEEFSBJNB3Z_1_genderfemale.png,Animal,50,22,0.12
nonvegan,Gender x Level,0.0934273347386233,-0.0929438634,0.246731215,1.07335081081729,31.137997264144,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SAFK7ND1HR6XS.png,Animal,25,14,0.12
nonvegan,Level Change,-0.009088402007704,-0.20208500575,0.14255565625,1.11762519799896,18.3695584558115,Restaurant,SAFK7ND1HR6XS_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SAFK7ND1HR6XS_1_genderfemale.png,Animal,50,28,0.12
nonvegan,Gender x Level,-0.00935985057504933,-0.16841381625,0.15709376675,1.03558031081072,118.636391828378,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/S8MT0YGD2KTN9.png,Animal,25,13,0.12
nonvegan,Level Change,-0.05897538095948,-0.26538396775,0.12276981875,1.1848201485256,614.746560482486,Restaurant,S8MT0YGD2KTN9_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/S8MT0YGD2KTN9_1_genderfemale.png,Animal,50,26,0.12
nonvegan,Gender x Level,0.141705566577122,-0.06946849995,0.36658790425,1.26408026012701,570.176296901014,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/1SQPTEGYPH0GA.png,Animal,25,1,0.12
nonvegan,Level Change,-0.383393736191167,-0.67930144625,-0.11324049825,1.10252420062902,507.135658525436,Restaurant,1SQPTEGYPH0GA_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/1SQPTEGYPH0GA_1_genderfemale.png,Animal,50,2,0.12
nonvegan,Gender x Level,0.190398511318287,-0.067273884925,0.40747360125,1.20620801213116,10.5898679427116,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,25,4,0.12
nonvegan,Level Change,-0.348228126178903,-1.079410355,0.0816421437,1.10115407766876,317.398811860939,Restaurant,9XKJD8DQTH559_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559_1_genderfemale.png,Animal,50,9,0.12
nonvegan,Gender x Level,0.123373661656755,-0.092139711275,0.32950716275,1.23948150707991,773.623461571732,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,25,5,0.12
nonvegan,Level Change,0.36483344975209703,-0.0767467107,1.0509696025,1.02519204211411,249.371334114364,Restaurant,9XKJD8DQTH559_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559_2_genderfemale.png,Animal,50,10,0.12
nonvegan,Gender x Level,0.0152464176171273,-0.29682319125,0.34813849475,1.04183541338314,66.8471132672816,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LQ5EH4BKGV61T.png,Animal,25,12,0.12
nonvegan,Level Change,0.051547826897523,-0.398560214,0.39788506125,1.1791767805985,11.9309556911789,Restaurant,LQ5EH4BKGV61T_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LQ5EH4BKGV61T_1_genderfemale.png,Animal,50,24,0.12
nonvegan,Gender x Level,-0.201424064263423,-0.37845588,0.0105511279,1.20780339694201,10.3183235239417,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/78AY09MVJVTYE.png,Animal,25,3,0.12
nonvegan,Level Change,0.176285431100492,-0.01836266115,0.413339526,1.07625602055835,36.4705924323541,Restaurant,78AY09MVJVTYE_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/78AY09MVJVTYE_1_genderfemale.png,Animal,50,6,0.12
meat,Level Change,-0.010545963702155,-0.13414578875,0.11376111325,1.0041936088073,626.569864663055,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,50,29,0.12
meat,Level Change,-0.072719815866777,-0.2059089575,0.053951447325,1.00315207773088,716.67878192989,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,50,30,0.12
meat,Level Change,-0.0233473663818309,-0.151244962,0.088482991325,1.00635264931325,516.764574566273,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/2HRX9P6HKXA8V.png,Animal,50,3,0.12
meat,Level Change,0.00241770370437133,-0.093998067575,0.1168651095,1.00419159847902,773.660357926624,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/L69HYJ4Y3TR91.png,Animal,50,19,0.12
meat,Level Change,-0.0074088989634593,-0.06483638,0.051810076475,1.00241363736743,1117.61328108268,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/ED5J990H5VAZT.png,Animal,50,15,0.12
meat,Level Change,0.098822966306926,-0.035763859425,0.27154991725,1.00607477040969,614.502514450108,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,50,41,0.12
meat,Level Change,-0.130117608918407,-0.26794305175,-0.0111530394,1.00443953232833,551.58352957339,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,50,42,0.12
meat,Level Change,0.0153153626685987,-0.1108835555,0.141346614,1.00746435596093,557.654970732373,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,50,43,0.12
meat,Level Change,-0.0165597271215417,-0.1435035425,0.10808275875,1.00306001156101,787.934490174803,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,50,44,0.12
meat,Level Change,-0.0771208019392617,-0.246012615,0.071554208325,1.00263176359205,531.495925932021,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,50,45,0.12
meat,Level Change,-0.0527156483552547,-0.24491560175,0.081930177925,1.01183493968581,288.207111585541,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/EMBVNVD207CC6.png,Animal,50,17,0.12
meat,Level Change,0.00434469110680533,-0.244087673,0.245589283500001,1.00609285965051,736.273247748723,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,50,11,0.12
meat,Level Change,-0.001556887168448,-0.24383623925,0.2367260395,1.00384534875558,655.145643506925,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,50,12,0.12
meat,Level Change,0.0436558040684297,-0.1131187875,0.23884613875,1.00233576359239,590.543778061844,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,50,33,0.12
meat,Level Change,-0.101643187800581,-0.30069284,0.0535357800750001,1.0022066119168,520.865574387024,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,50,34,0.12
meat,Level Change,0.042221905546927,-0.0863423864,0.1990346985,1.00349803560634,832.145251044591,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,50,35,0.12
meat,Level Change,-0.10063214878903,-0.2877574345,0.0434878115500001,1.0081716161982,363.945746803115,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,50,36,0.12
meat,Level Change,-0.098182186929496,-0.27903753175,0.0285934647,1.03333773834261,146.830202115943,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LBZEEFSBJNB3Z.png,Animal,50,21,0.12
meat,Level Change,0.041204435283584,-0.0743985366,0.20891148775,1.02270497385145,250.93509861943,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SAFK7ND1HR6XS.png,Animal,50,27,0.12
meat,Level Change,-0.066317719526829,-0.249368652,0.04914127205,1.00912791133145,393.799788232593,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/S8MT0YGD2KTN9.png,Animal,50,25,0.12
meat,Level Change,0.0455121965830891,-0.06670194405,0.20619688425,1.01464753179727,308.454858664571,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/1SQPTEGYPH0GA.png,Animal,50,1,0.12
meat,Level Change,-0.0235212724840833,-0.330784995,0.21042400425,1.00189076996736,649.515584443197,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,50,7,0.12
meat,Level Change,0.221596287156468,-0.037659714175,0.628928454,1.00821445351977,367.54997312728,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,50,8,0.12
meat,Level Change,-0.0358751982544543,-0.26923007825,0.132054754,1.01251958030756,404.761381186361,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LQ5EH4BKGV61T.png,Animal,50,23,0.12
meat,Level Change,0.0450605560288667,-0.083311135325,0.25840244675,1.00900908869217,398.346345459604,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/78AY09MVJVTYE.png,Animal,50,5,0.12
meat,Slope Change,-0.048616033649434,-0.2958678125,0.12521776725,1.00207393483715,767.822396166301,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
meat,Slope Change,-0.014568057223807,-0.1959872035,0.2308063015,1.00210597827666,604.590446179042,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
meat,Slope Change,0.004026160319755,-0.076153138125,0.081939471375,1.00511955628491,631.817581403202,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
meat,Slope Change,0.094027834173501,-0.10707228175,0.3468177095,1.00802403529293,322.554060146491,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
meat,Slope Change,0.151577230476133,0.0660635015,0.24574795775,1.00166264981037,572.975924860571,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
meat,Slope Change,-0.028621780627522,-0.341042519,0.18845130325,1.0048901759767,828.991893001191,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
meat,Slope Change,0.035817450127228,-0.1722251355,0.42537447,1.00485281538313,592.198183428017,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
meat,Slope Change,0.0138812725729837,-0.2324995015,0.29841324475,1.00170038663897,613.20648018151,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
meat,Slope Change,8.96917932144e-4,-0.29049017125,0.26962632775,1.00119606057148,817.354458858018,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
meat,Slope Change,-0.0352618602493402,-0.4060789905,0.16045144175,1.00197852844508,683.296169109437,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
meat,Slope Change,-0.011866355830413,-0.1605327025,0.11777614025,1.01669553593195,418.401438257878,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
meat,Slope Change,0.0442751132688933,-0.109594279,0.2297129745,1.00084522150915,689.089198429926,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,25,6,0.12
meat,Slope Change,0.0285817019668353,-0.162907164,0.19107868075,1.00019639668953,603.722835015893,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,25,7,0.12
meat,Slope Change,0.0591229726279519,-0.15603555525,0.37916812625,1.00190855765203,754.616990078587,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,17,0.12
meat,Slope Change,0.0584914865885828,-0.148345708,0.4047187415,1.00211444815091,762.084842592388,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,18,0.12
meat,Slope Change,-0.0137960573983333,-0.41103283,0.16931026725,1.01125438787868,448.26173529108,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,19,0.12
meat,Slope Change,0.024955776136865,-0.21975420275,0.2749300815,1.00169708703948,1148.33509581883,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,20,0.12
meat,Slope Change,-0.125404008621825,-0.35226783975,0.055877216375,1.03576082131522,132.457742767356,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LBZEEFSBJNB3Z.png,Animal,25,11,0.12
meat,Slope Change,0.0635523544576157,-0.1349120175,0.3193966025,1.00519124446811,539.450381385389,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SAFK7ND1HR6XS.png,Animal,25,14,0.12
meat,Slope Change,0.024365187387715,-0.1014321985,0.14728100375,1.01143217316688,404.307707115606,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/S8MT0YGD2KTN9.png,Animal,25,13,0.12
meat,Slope Change,0.118209102549563,0.014220261425,0.2215830075,1.00752010261793,443.143369945592,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/1SQPTEGYPH0GA.png,Animal,25,1,0.12
meat,Slope Change,0.0569403826220333,-0.19073825375,0.31481052775,1.00469347816417,963.333059005062,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,25,4,0.12
meat,Slope Change,0.0527564055298227,-0.18687684525,0.2827708395,1.0021522851571,600.078196612081,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,25,5,0.12
meat,Slope Change,0.030088988606614,-0.21840175925,0.24451942425,1.01018964304753,447.30609881171,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LQ5EH4BKGV61T.png,Animal,25,12,0.12
meat,Slope Change,0.0789730423210037,-0.0040420348575,0.16360026675,1.00352245247499,404.061161650486,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/78AY09MVJVTYE.png,Animal,25,3,0.12
meat,Gender x Level,0.0357929025582952,-0.1044925015,0.1930574285,1.00031397261334,795.438934661137,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
meat,Level Change,0.0153108018332047,-0.081587050075,0.14579033625,1.00673464364418,713.581430734662,Restaurant,SRQS8F7JWA9MZ_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ_1_genderfemale.png,Animal,50,31,0.12
meat,Gender x Level,-0.0853167268148003,-0.248443804,0.060934808925,1.0005808694008,855.143204457459,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
meat,Level Change,-0.0190943756643703,-0.15426669825,0.0822781441500001,1.00820547328873,682.83027672334,Restaurant,SRQS8F7JWA9MZ_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SRQS8F7JWA9MZ_2_genderfemale.png,Animal,50,32,0.12
meat,Gender x Level,0.00166195336606787,-0.1236762695,0.1348958245,1.00023463531568,670.300161399327,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
meat,Level Change,-0.117229079829927,-0.267170794,4.31727837000046e-4,1.00357113938198,389.577949407162,Restaurant,2HRX9P6HKXA8V_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/2HRX9P6HKXA8V_1_genderfemale.png,Animal,50,4,0.12
meat,Gender x Level,0.0329483588274647,-0.04148109135,0.1075745975,1.00029701185706,986.418115703198,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
meat,Level Change,0.00822367827954767,-0.061122826775,0.083190309325,1.00047215883068,1076.31176134855,Restaurant,L69HYJ4Y3TR91_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/L69HYJ4Y3TR91_1_genderfemale.png,Animal,50,20,0.12
meat,Gender x Level,-0.160742205206,-0.20898026625,-0.11475634875,1.00091972192567,1646.81147876934,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
meat,Level Change,-0.0594268508709567,-0.10657285,-0.014774749525,1.00171198725947,1450.48719947854,Restaurant,ED5J990H5VAZT_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/ED5J990H5VAZT_1_genderfemale.png,Animal,50,16,0.12
meat,Gender x Level,-0.0190139741701417,-0.23048619825,0.16235667925,1.00410987397963,835.520486547739,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
meat,Level Change,-0.0383463932253237,-0.18275977775,0.0818882208500001,1.0033188163406,652.230230634624,Restaurant,W8T41JZK0ZMEP_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP_1_genderfemale.png,Animal,50,46,0.12
meat,Gender x Level,-0.2386042634088,-0.4095470265,-0.063363476975,1.00544025606155,636.650884502874,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
meat,Level Change,-0.0114350063572001,-0.129111303,0.085120806125,1.00684399361836,799.695056884024,Restaurant,W8T41JZK0ZMEP_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP_2_genderfemale.png,Animal,50,47,0.12
meat,Gender x Level,0.203881578895307,0.023531845575,0.40304727375,1.00460207896374,657.38835453762,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
meat,Level Change,-0.00358883487748767,-0.1148947515,0.12253895925,1.00965047506028,829.831559903223,Restaurant,W8T41JZK0ZMEP_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP_3_genderfemale.png,Animal,50,48,0.12
meat,Gender x Level,0.0552945122631603,-0.109054302,0.2308014715,1.00301401058103,793.506243874535,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
meat,Level Change,0.0271432440840953,-0.071394303625,0.18266037425,1.00765952706053,575.097629780479,Restaurant,W8T41JZK0ZMEP_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP_4_genderfemale.png,Animal,50,49,0.12
meat,Gender x Level,0.005099401356928,-0.193916192,0.2145567245,1.00160113825462,771.505568637615,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
meat,Level Change,-0.0362364806293823,-0.18678795825,0.0757298272500001,1.00191646779822,648.151854061614,Restaurant,W8T41JZK0ZMEP_5_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/W8T41JZK0ZMEP_5_genderfemale.png,Animal,50,50,0.12
meat,Gender x Level,0.143393140301346,-0.01100344025,0.31743839975,1.01605658731595,513.550448489831,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
meat,Level Change,0.083006431852163,-0.07977476635,0.33904139275,1.0062922416363,428.019402445863,Restaurant,EMBVNVD207CC6_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/EMBVNVD207CC6_1_genderfemale.png,Animal,50,18,0.12
meat,Gender x Level,-0.0340120975248453,-0.28569884725,0.2310977225,1.00657722097391,625.531744104936,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,25,6,0.12
meat,Level Change,0.03747073916581,-0.13899097575,0.21598425,1.00209527120858,840.223585699747,Restaurant,C0BE4NDSW26QN_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN_1_genderfemale.png,Animal,50,13,0.12
meat,Gender x Level,-0.0269603297192677,-0.29338607425,0.22749484775,1.00695452405379,651.490092342205,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN.png,Animal,25,7,0.12
