outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,n_rest_in_group,rest_rank,step_size
total,Gender x Level,-0.0487297163844,-0.316932925,0.21296735,1.00289276586523,980.102232487195,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H.png,Total,25,17,0.12
total,Level Change,-0.206608208670667,-0.558533625,0.0642461275,1.00223107253534,679.192475779923,Restaurant,V3Q26BHF3SE2H_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H_1_genderfemale.png,Total,50,37,0.12
total,Gender x Level,0.0182924614826,-0.212563725,0.253977325,1.00415155405221,916.954522265917,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H.png,Total,25,18,0.12
total,Level Change,0.0401475127399433,-0.200261475,0.337525,0.999978066901658,934.500111322038,Restaurant,V3Q26BHF3SE2H_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H_2_genderfemale.png,Total,50,38,0.12
total,Gender x Level,0.0111106079372667,-0.156940125,0.179282375,1.00036346756032,1309.46580339339,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H.png,Total,25,19,0.12
total,Level Change,0.10086072798996,-0.0677874875,0.273966025,1.00021494487488,1362.78373199699,Restaurant,V3Q26BHF3SE2H_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H_3_genderfemale.png,Total,50,39,0.12
total,Gender x Level,0.00861078659873333,-0.17650045,0.209974025,0.999929185620272,1135.23209502313,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H.png,Total,25,20,0.12
total,Level Change,0.1496016302911,-0.0486382225,0.3709879,1.00326367770315,1137.58542007424,Restaurant,V3Q26BHF3SE2H_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/V3Q26BHF3SE2H_4_genderfemale.png,Total,50,40,0.12
total,Gender x Level,-0.121788614875333,-0.28100345,0.012876715,1.00465568057693,763.085639526985,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/LBZEEFSBJNB3Z.png,Total,25,11,0.12
total,Level Change,0.085099671487,-0.0371818375,0.215490275,1.00016484144799,1526.99441873713,Restaurant,LBZEEFSBJNB3Z_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/LBZEEFSBJNB3Z_1_genderfemale.png,Total,50,22,0.12
total,Gender x Level,0.0206895429922,-0.1205071,0.179987175,1.00208960223775,1102.76844358804,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/SAFK7ND1HR6XS.png,Total,25,14,0.12
total,Level Change,0.00268231971943333,-0.188521375,0.193353025,1.00190499534303,1195.02430606652,Restaurant,SAFK7ND1HR6XS_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/SAFK7ND1HR6XS_1_genderfemale.png,Total,50,28,0.12
total,Gender x Level,-0.0419417080579333,-0.20571835,0.1110861,1.00407227831429,864.555101818066,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/S8MT0YGD2KTN9.png,Total,25,13,0.12
total,Level Change,-0.0714396495588,-0.284196325,0.131627025,1.00619546609292,1146.61123951062,Restaurant,S8MT0YGD2KTN9_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/S8MT0YGD2KTN9_1_genderfemale.png,Total,50,26,0.12
total,Gender x Level,0.0646105038729667,-0.10843155,0.283410625,1.0054381004742,570.145057048744,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/1SQPTEGYPH0GA.png,Total,25,1,0.12
total,Level Change,-0.48853083236,-0.784114,-0.184623725,1.00216726138901,505.579313638345,Restaurant,1SQPTEGYPH0GA_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/1SQPTEGYPH0GA_1_genderfemale.png,Total,50,2,0.12
total,Gender x Level,0.190230276635,-0.118772575,0.5114987,1.00542226474049,847.741926781075,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/9XKJD8DQTH559.png,Total,25,4,0.12
total,Level Change,-0.483498957592333,-1.35381175,0.11844065,1.0025392139238,315.734400537808,Restaurant,9XKJD8DQTH559_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/9XKJD8DQTH559_1_genderfemale.png,Total,50,9,0.12
total,Gender x Level,0.176035654369,-0.118827725,0.480877925,1.00222485739861,884.536112381302,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/9XKJD8DQTH559.png,Total,25,5,0.12
total,Level Change,0.566226665785533,0.00601241775,1.3508865,1.00315753654696,304.932938372745,Restaurant,9XKJD8DQTH559_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/9XKJD8DQTH559_2_genderfemale.png,Total,50,10,0.12
total,Gender x Level,-0.00560609389893333,-0.286217175,0.27450555,1.00185793013079,906.856843165375,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/LQ5EH4BKGV61T.png,Total,25,12,0.12
total,Level Change,-0.0424577986905,-0.545598425,0.4248464,1.0019558241195201,850.949570970814,Restaurant,LQ5EH4BKGV61T_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/LQ5EH4BKGV61T_1_genderfemale.png,Total,50,24,0.12
total,Gender x Level,-0.1311781208006,-0.3453271,0.0371646925000001,1.00454460471322,545.682700014661,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/78AY09MVJVTYE.png,Total,25,3,0.12
total,Level Change,0.254607414395667,0.0060253895,0.50921915,1.0022044834974,1088.76617955823,Restaurant,78AY09MVJVTYE_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total/plots/78AY09MVJVTYE_1_genderfemale.png,Total,50,6,0.12
nonvegan,Level Change,0.0173902145232149,-0.103121857,0.131512874,1.06855765480995,447.222194202176,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,50,29,0.12
nonvegan,Level Change,-0.022059635882076,-0.16030173975,0.07944418095,1.20639172807955,10.55561467043,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,50,30,0.12
nonvegan,Level Change,-0.0248349324170697,-0.1432082825,0.09832936775,1.03756697377994,78.5405967860483,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/2HRX9P6HKXA8V.png,Animal,50,3,0.12
nonvegan,Level Change,0.0458799211388832,-0.0854588584,0.174282565,1.18047289513664,11.7324290481768,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/L69HYJ4Y3TR91.png,Animal,50,19,0.12
nonvegan,Level Change,-0.0259986831219902,-0.0796992978,0.0316708741,1.04656855840556,50.886178160784,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/ED5J990H5VAZT.png,Animal,50,15,0.12
nonvegan,Level Change,0.0803681504549997,-0.068462188475,0.238658095,1.0985137028264,22.0986021046436,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,50,41,0.12
nonvegan,Level Change,-0.108154281289843,-0.28454063175,0.027135072375,1.18470574700486,563.947258379645,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,50,42,0.12
nonvegan,Level Change,0.13622554287444,-0.02422856945,0.287541417,1.20297652376773,10.6722157898972,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,50,43,0.12
nonvegan,Level Change,0.0227862242423147,-0.093608372025,0.16711741375,1.03531544430684,96.9030903650341,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,50,44,0.12
nonvegan,Level Change,-0.0194015206841657,-0.1886189495,0.14652042125,1.08367818237863,29.9236795119423,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,50,45,0.12
nonvegan,Level Change,0.0734026414631789,-0.083943028625,0.27959365425,1.20031004678013,10.7270277209125,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/EMBVNVD207CC6.png,Animal,50,17,0.12
nonvegan,Level Change,-0.0963662958157497,-0.322026775,0.14259040025,1.2564344999708,9.02606301168601,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,50,11,0.12
nonvegan,Level Change,-0.0401553756672623,-0.26790307625,0.1211768635,1.17307906592058,11.8597416994606,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,50,12,0.12
nonvegan,Level Change,-0.0665581075860433,-0.24215572525,0.082619648675,1.24979953918846,713.934296258215,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,50,33,0.12
nonvegan,Level Change,-0.0561173371298567,-0.2195857705,0.089011335,1.03248172479633,336.643620847018,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,50,34,0.12
nonvegan,Level Change,0.0820774659400813,-0.054707626425,0.24677395425,1.21214979542487,532.866255177718,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,50,35,0.12
nonvegan,Level Change,3.2444939504e-4,-0.14067824225,0.12554318625,1.06693239576752,34.3998619763363,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,50,36,0.12
nonvegan,Level Change,-0.0471627402943353,-0.19915495325,0.066922200475,1.13755818202282,502.514769162427,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LBZEEFSBJNB3Z.png,Animal,50,21,0.12
nonvegan,Level Change,0.0103014110844964,-0.085640704,0.16501375825,1.08737064463492,25.0180872038634,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SAFK7ND1HR6XS.png,Animal,50,27,0.12
nonvegan,Level Change,-0.07866116691943,-0.276159512,0.0474892787500001,1.04765514978692,70.6648884224883,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/S8MT0YGD2KTN9.png,Animal,50,25,0.12
nonvegan,Level Change,0.099502368348449,-0.056307402300000003,0.3686475385,1.07100414538858,33.4167944347014,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/1SQPTEGYPH0GA.png,Animal,50,1,0.12
nonvegan,Level Change,-0.019768301891457,-0.23490515375,0.2032258245,1.03387149049374,109.508199084674,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,50,7,0.12
nonvegan,Level Change,0.112856864704807,-0.085335543425,0.40358075575,1.07284218477509,467.531177378587,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,50,8,0.12
nonvegan,Level Change,-0.0445076240196353,-0.25285578525,0.18389481275,1.182899458522,11.5453451585826,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LQ5EH4BKGV61T.png,Animal,50,23,0.12
nonvegan,Level Change,0.107528511144652,-0.067826789775,0.41355991225,1.33375700346238,7.27917595933585,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/78AY09MVJVTYE.png,Animal,50,5,0.12
nonvegan,Slope Change,-0.0745948393253748,-0.269363617,0.12087494225,1.06139954752775,39.1849773271388,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
nonvegan,Slope Change,-0.0507368136759967,-0.23275216,0.15266998075,1.03244322466563,343.298025556208,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
nonvegan,Slope Change,0.0237310980436899,-0.0510867409,0.096698626925,1.1703828298009,596.148904679892,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
nonvegan,Slope Change,0.00472849502148667,-0.21594325075,0.20658770975,1.15659691456371,546.046817524747,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
nonvegan,Slope Change,0.002006347975315,-0.078850831225,0.084771232875,1.02771501512088,298.581802048113,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
nonvegan,Slope Change,-0.0116168417986057,-0.3349609145,0.17553090775,1.17812669838491,12.6028798807728,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
nonvegan,Slope Change,-0.0113842373819293,-0.20214798275,0.2734583915,1.15754781454381,13.2657617520448,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
nonvegan,Slope Change,0.00446607609493167,-0.2566465845,0.21187886675,1.1569617062192,13.6673324078337,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
nonvegan,Slope Change,0.0113706727987517,-0.1728047975,0.3096109885,1.03572679201842,87.3168887823828,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
nonvegan,Slope Change,-0.0527463689560168,-0.315897416,0.17953652375,1.11691541517612,18.6453944543504,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
nonvegan,Slope Change,0.0516489031415313,-0.055736190225,0.24980875625,1.20643925073248,10.5140810301492,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
nonvegan,Slope Change,0.0149512797146167,-0.17026366925,0.1484156845,1.1063024585406,152.354292615386,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,25,6,0.12
nonvegan,Slope Change,0.0482393288316873,-0.085360273625,0.24866903075,1.03670812050688,220.398151209284,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,25,7,0.12
nonvegan,Slope Change,0.002195287465365,-0.22212545,0.2323038905,1.03519153716622,111.636941583124,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,17,0.12
nonvegan,Slope Change,-0.00512786480885533,-0.1893655585,0.2470469025,1.0695362115216,31.7449938596746,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,18,0.12
nonvegan,Slope Change,-0.081365667624858,-0.435481256,0.097876016325,1.03059569527791,163.906119434198,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,19,0.12
nonvegan,Slope Change,0.0181146728669897,-0.19929709575,0.306240398,1.0733324618204,35.3560582506076,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/V3Q26BHF3SE2H.png,Animal,25,20,0.12
nonvegan,Slope Change,-0.0908131905648335,-0.34920337375,0.059228377825,1.07675712162863,219.145770621397,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LBZEEFSBJNB3Z.png,Animal,25,11,0.12
nonvegan,Slope Change,0.0123885269109313,-0.1946796525,0.22438700925,1.02935620517766,182.180708527646,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SAFK7ND1HR6XS.png,Animal,25,14,0.12
nonvegan,Slope Change,0.0223170715850119,-0.079423676025,0.14339142575,1.04200264770536,198.998113258496,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/S8MT0YGD2KTN9.png,Animal,25,13,0.12
nonvegan,Slope Change,0.111935670368911,-0.019098941825,0.3290367,1.10081667526916,23.8490210800196,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/1SQPTEGYPH0GA.png,Animal,25,1,0.12
nonvegan,Slope Change,0.0668176249470267,-0.11806116125,0.3102088385,1.02945645939797,132.966344451893,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,25,4,0.12
nonvegan,Slope Change,0.0818473399283387,-0.12834434525,0.33073465125,1.11136341541026,488.42518679833597,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/9XKJD8DQTH559.png,Animal,25,5,0.12
nonvegan,Slope Change,0.00311746539622433,-0.2175783295,0.20739915975,1.14098677692559,801.037537660283,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/LQ5EH4BKGV61T.png,Animal,25,12,0.12
nonvegan,Slope Change,0.0186940823452883,-0.044372663925,0.10513623,1.16414473538321,12.4607682793061,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/78AY09MVJVTYE.png,Animal,25,3,0.12
nonvegan,Gender x Level,0.0622823654105883,-0.037956108775,0.21158875275,1.0400411051901,77.8527897722924,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
nonvegan,Level Change,-0.0132285275016277,-0.16757514325,0.131957594,1.07611425039129,716.651952224132,Restaurant,SRQS8F7JWA9MZ_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ_1_genderfemale.png,Animal,50,31,0.12
nonvegan,Gender x Level,-0.0328611228963541,-0.179820179,0.0738045164500001,1.20109065883216,759.961204221929,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
nonvegan,Level Change,-0.0279055666195159,-0.18357300925,0.133612561,1.16439809733875,936.166544244851,Restaurant,SRQS8F7JWA9MZ_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/SRQS8F7JWA9MZ_2_genderfemale.png,Animal,50,32,0.12
nonvegan,Gender x Level,0.00276814652698967,-0.141044509,0.147121877,1.26645335814238,596.412047551988,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
nonvegan,Level Change,-0.16596471422671,-0.368475755,-0.00696475333499999,1.16465433435529,499.60737109533,Restaurant,2HRX9P6HKXA8V_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/2HRX9P6HKXA8V_1_genderfemale.png,Animal,50,4,0.12
nonvegan,Gender x Level,0.2805803280286,0.10234933675,0.4242268175,1.09985640736192,23.6659632345015,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
nonvegan,Level Change,-0.0047112134846589,-0.16059265525,0.128046461,1.06228138930484,35.3270196028238,Restaurant,L69HYJ4Y3TR91_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/L69HYJ4Y3TR91_1_genderfemale.png,Animal,50,20,0.12
nonvegan,Gender x Level,-0.0117134252571395,-0.054740666925,0.03170074835,1.17817408324024,1750.74035309155,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
nonvegan,Level Change,0.0291799881063133,-0.013721657725,0.0728230333,1.04958146438065,222.645476950537,Restaurant,ED5J990H5VAZT_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/ED5J990H5VAZT_1_genderfemale.png,Animal,50,16,0.12
nonvegan,Gender x Level,-0.082983756967653,-0.2490092575,0.091353232775,1.16163978097752,12.801668092933,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
nonvegan,Level Change,0.010534802746345,-0.215895289,0.22266863625,1.09735927055052,20.652723346652,Restaurant,W8T41JZK0ZMEP_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP_1_genderfemale.png,Animal,50,46,0.12
nonvegan,Gender x Level,-0.141394440075542,-0.3585831185,-0.0149661007,1.16453085706436,468.081856070397,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
nonvegan,Level Change,-0.0270547085630027,-0.18727760625,0.14697443575,1.07127654813649,417.1911175468,Restaurant,W8T41JZK0ZMEP_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP_2_genderfemale.png,Animal,50,47,0.12
nonvegan,Gender x Level,0.0116849396480643,-0.1318353525,0.170535109,1.02644301211328,624.839415633058,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
nonvegan,Level Change,0.00315341698793,-0.1795754725,0.213365829,1.17284654332677,531.518939038077,Restaurant,W8T41JZK0ZMEP_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP_3_genderfemale.png,Animal,50,48,0.12
nonvegan,Gender x Level,-0.0135818789782363,-0.13538844875,0.177119176,1.13931156184571,14.8770247567941,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
nonvegan,Level Change,-0.004193440437946,-0.20516416,0.19533922075,1.08495792182535,909.530227956986,Restaurant,W8T41JZK0ZMEP_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP_4_genderfemale.png,Animal,50,49,0.12
nonvegan,Gender x Level,0.0785664738463413,-0.096214479025,0.28706470675,1.15777104800311,13.2356207068018,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
nonvegan,Level Change,-0.2538549796392,-0.509245615,0.0369818736250002,1.0743616711656,33.0216398904414,Restaurant,W8T41JZK0ZMEP_5_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/W8T41JZK0ZMEP_5_genderfemale.png,Animal,50,50,0.12
nonvegan,Gender x Level,0.2394008119322,0.084355845875,0.43887035975,1.11193807146022,18.4463628782089,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
nonvegan,Level Change,0.132858282985716,-0.0972806452,0.398756818,1.23652517729504,622.060641131196,Restaurant,EMBVNVD207CC6_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/EMBVNVD207CC6_1_genderfemale.png,Animal,50,18,0.12
nonvegan,Gender x Level,0.0440069722815377,-0.14729132425,0.24014435325,1.04244377981172,79.1607936720602,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,25,6,0.12
nonvegan,Level Change,0.0796470796697833,-0.2595974745,0.51946877875,1.10500828346266,21.108553988278,Restaurant,C0BE4NDSW26QN_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN_1_genderfemale.png,Animal,50,13,0.12
nonvegan,Gender x Level,0.0256566919151223,-0.18225015875,0.21582706375,1.03818577739236,496.1250243527,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan/plots/C0BE4NDSW26QN.png,Animal,25,7,0.12
