outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
total,mpbamod,Proportion,-2.659260036932778,-3.912023005428146,-1.5141277326297755,1.0005099009392835,Restaurant,JHDN7CF1C03X5,Total
total,mpbamod,Proportion,0.6729444732424258,-2.659260036932778,4.6827791653150745,1.001365662718733,Restaurant,L69HYJ4Y3TR91,Total
total,mpbamod,Proportion,0.19885085874516517,-0.342490308946776,0.7275486072772777,1.0003237246669558,Restaurant,ED5J990H5VAZT,Total
total,mpbamod,Proportion,-0.8209805520698302,-2.4079456086518722,0.8458682675776092,0.9998919064380964,Restaurant,W8T41JZK0ZMEP,Total
total,vegan,Count,0.8241754429663494,0.6418538861723947,1.0116009116784799,1.0010689179403798,Restaurant,SRQS8F7JWA9MZ,Total
total,vegan,Count,0.02955880224154443,-0.21072103131565253,0.2700271372130602,1.0021381290345543,Restaurant,2HRX9P6HKXA8V,Total
total,vegan,Count,0,-0.020202707317519466,0.01980262729617973,1.0009002941634373,Restaurant,JHDN7CF1C03X5,Total
total,vegan,Count,0.12221763272424911,0.058268908123975824,0.1906203596086497,1.0005110945602267,Restaurant,L69HYJ4Y3TR91,Total
total,vegan,Count,0.30010459245033816,0.22314355131420976,0.37843643572024505,0.99999388312343,Restaurant,ED5J990H5VAZT,Total
total,vegan,Count,0.01980262729617973,0,0.03922071315328133,0.9994535104334186,Restaurant,W8T41JZK0ZMEP,Total
total,vegan,Proportion,2.4078456036515385,1.6882490928583902,3.1415627217655304,0.9998692765606951,Restaurant,SRQS8F7JWA9MZ,Total
total,vegan,Proportion,0.3852624007906449,-2.2072749131897207,2.7700855920216627,1.0018210956022218,Restaurant,2HRX9P6HKXA8V,Total
total,vegan,Proportion,0.36464311358790924,-0.6539264674066639,1.3737155789130306,0.9999855050527408,Restaurant,JHDN7CF1C03X5,Total
total,vegan,Proportion,2.667922410011431,0.7884573603642703,4.7470169102163275,1.0007321747047973,Restaurant,L69HYJ4Y3TR91,Total
total,vegan,Proportion,-0.10536051565782628,-1.171182981502945,0.9360933591703348,0.9998862046340533,Restaurant,ED5J990H5VAZT,Total
total,vegan,Proportion,0.3364722366212129,-1.0788096613719298,1.7404661748405046,0.9997667012738676,Restaurant,W8T41JZK0ZMEP,Total
total,vegetarian,Count,0.009950330853168092,-0.020202707317519466,0.03922071315328133,1.0010193656560513,Restaurant,SRQS8F7JWA9MZ,Total
total,vegetarian,Count,-0.030459207484708574,-0.16251892949777494,0.0769610411361284,0.9998808674090958,Restaurant,2HRX9P6HKXA8V,Total
total,vegetarian,Count,0.009950330853168092,-0.01005033585350145,0.01980262729617973,1.0022907275876531,Restaurant,JHDN7CF1C03X5,Total
total,vegetarian,Count,0.09531017980432493,0.04879016416943205,0.13976194237515863,1.000492846737457,Restaurant,L69HYJ4Y3TR91,Total
total,vegetarian,Count,0.12221763272424911,0.09531017980432493,0.14842000511827322,1.00063568315758,Restaurant,ED5J990H5VAZT,Total
total,vegetarian,Count,0.009950330853168092,0,0.02955880224154443,1.000382207950005,Restaurant,W8T41JZK0ZMEP,Total
total,vegetarian,Proportion,1.1216775615991057,0.5766133643039938,1.713797927758343,1.0006569284612372,Restaurant,SRQS8F7JWA9MZ,Total
total,vegetarian,Proportion,-1.0498221244986778,-3.912023005428146,0.9858167945227654,1.0010084299125694,Restaurant,2HRX9P6HKXA8V,Total
total,vegetarian,Proportion,0.8671004876833833,-0.040821994520255166,1.814824742159051,1.0005509725625958,Restaurant,JHDN7CF1C03X5,Total
total,vegetarian,Proportion,0.7929925155296614,-0.916290731874155,2.6609585935683597,1.0005544872260106,Restaurant,L69HYJ4Y3TR91,Total
total,vegetarian,Proportion,-0.8209805520698302,-2.120263536200091,0.4637340162321402,1.0012343365728564,Restaurant,ED5J990H5VAZT,Total
total,vegetarian,Proportion,-0.3011050927839216,-1.9661128563728327,1.2892326482767593,0.9998535060690943,Restaurant,W8T41JZK0ZMEP,Total
nonvegan,mpbamod,Count,0.009950330853168092,-0.07257069283483537,0.08617769624105241,1.00129749506058,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Count,-0.527632742082372,-0.8915981192837836,0.009950330853168092,1.0169469111512408,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Count,-0.01005033585350145,-0.05129329438755058,0.01980262729617973,1.0006885734105253,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Count,0.11332868530700327,-0.040821994520255166,0.27763173659827955,1.0032164387976932,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Count,0.01980262729617973,0,0.03922071315328133,1.0005308689675034,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Count,0.01980262729617973,-0.01005033585350145,0.04879016416943205,1.0024163145314142,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,mpbamod,Proportion,0.16551443847757333,-0.616186139423817,1.007957920399979,0.9996238778395188,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Proportion,-4.605170185988091,-Inf,-0.843970070294529,1.0009641120473451,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Proportion,-2.5257286443082556,-3.506557897319982,-1.4696759700589417,1.0003215857902905,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Proportion,0.4762341789963717,-2.5257286443082556,4.02266952551521,1.0034127524529646,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Proportion,0.22314355131420976,-0.3285040669720361,0.7514160886839212,1.0001300236022084,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Proportion,-0.8915981192837836,-2.4079456086518722,0.7419373447293773,1.0008196360566886,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegan,Count,0.7323678937132266,0.5538851132264376,0.9202827531436925,1.0006214081869294,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegan,Count,0.02955880224154443,-0.2231435513142097,0.2700271372130602,1.002468423306259,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegan,Count,0,-0.01005033585350145,0.01980262729617973,1.0001709827119876,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegan,Count,0.10436001532424286,0.04879016416943205,0.17395330712343798,0.99983796199529,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegan,Count,0.3148107398400336,0.23901690047049992,0.3987761199573678,1.0007572744658806,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegan,Count,0.02955880224154443,0.009950330853168092,0.04879016416943205,1.000368077103717,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegan,Proportion,2.1198634561787513,1.4134230285081433,2.8553201198372458,1.001354203712108,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegan,Proportion,0.13976194237515863,-2.5257286443082556,2.6026896854443837,1.0005786402512349,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegan,Proportion,0.36464311358790924,-0.579818495252942,1.3454723665996355,1.0020876471258129,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegan,Proportion,2.196112848483529,0.29266961396282004,4.360164387816747,1.0027600450959178,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegan,Proportion,-1.0216512475319814,-2.2072749131897207,0.23111172096338664,1.0005538865849628,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegan,Proportion,0.25464221837358075,-1.0498221244986778,1.5602476682433286,1.0005230681780437,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegetarian,Count,0.009950330853168092,-0.020202707317519466,0.03922071315328133,1.00169305645577,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegetarian,Count,-0.05129329438755058,-0.19845093872383832,0.08617769624105241,0.999950432875878,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegetarian,Count,0.009950330853168092,-0.01005033585350145,0.01980262729617973,1.0006649011032498,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegetarian,Count,0.08617769624105241,0.04879016416943205,0.131028262406404,1.0007202875744023,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegetarian,Count,0.1570037488096647,0.131028262406404,0.1906203596086497,0.9996465709115532,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegetarian,Count,0.01980262729617973,0,0.02955880224154443,1.0002382854351997,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegetarian,Proportion,1.1346227261911428,0.5538851132264376,1.728109442151599,0.9999027001412419,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegetarian,Proportion,-1.6094379124341003,-4.605170185988091,0.7030975114131134,1.0028085171873335,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegetarian,Proportion,0.9400072584914712,0.02955880224154443,1.8779371654691073,1.0000612822047201,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegetarian,Proportion,0.688134638736401,-1.3470736479666092,2.7356653681351832,1.000052310320002,Restaurant,L69HYJ4Y3TR91,Animal
