outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id
chicken_fish,mpbamod,Count,-0.008153475642433334,-0.21533312499999993,0.09662138250000006,1.0407671922504045,Pooled,POOLED
chicken_fish,mpbamod,Proportion,-1.1500022668566667,-2.3873075,0.35846505000000034,1.0028569240265928,Pooled,POOLED
chicken_fish,vegan,Count,0.170186940372,-0.273178375,0.6211008000000001,1.0016256837678288,Pooled,POOLED
chicken_fish,vegan,Proportion,0.872649829057,-0.28843957499999995,1.9433904999999998,1.0022710879653423,Pooled,POOLED
chicken_fish,vegetarian,Count,0.08179867464153333,-0.05439418,0.23292602499999998,1.0167144144848919,Pooled,POOLED
chicken_fish,vegetarian,Proportion,-0.346354008418,-1.8358824999999999,1.1845405,1.002017020112004,Pooled,POOLED
chicken_fish,mpbamod,Count,-0.040821994520255166,-0.31471074483970024,0.08617769624105241,1.0268846154479048,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Count,0.01980262729617973,-0.01005033585350145,0.058268908123975824,1.0070820902051272,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Count,-0.01005033585350145,-0.2613647641344075,0.19885085874516517,1.022973669679341,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Count,-0.020202707317519466,-0.08338160893905101,0.02955880224154443,1.0157786727513671,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Count,0.009950330853168092,-0.020202707317519466,0.03922071315328133,1.0011219524882744,Restaurant,W8T41JZK0ZMEP
chicken_fish,mpbamod,Proportion,-1.7147984280919266,-4.605170185988091,1.0116009116784799,1.0002744239307322,Restaurant,2HRX9P6HKXA8V
chicken_fish,mpbamod,Proportion,-2.659260036932778,-3.506557897319982,-1.6607312068216509,0.9999577506632881,Restaurant,JHDN7CF1C03X5
chicken_fish,mpbamod,Proportion,-1.2378743560016174,-3.912023005428146,1.9139771019523042,0.999874774707199,Restaurant,L69HYJ4Y3TR91
chicken_fish,mpbamod,Proportion,-1.5141277326297755,-2.659260036932778,-0.3285040669720361,1.0026151146643438,Restaurant,ED5J990H5VAZT
chicken_fish,mpbamod,Proportion,-0.342490308946776,-2.0402208285265546,1.4327007339340465,1.000452299615146,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Count,0,-0.18632957819149348,0.1906203596086497,0.9997049414585362,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Count,0.01980262729617973,0,0.03922071315328133,0.9998823724573455,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Count,0.30010459245033816,0.0769610411361284,0.5423242908253617,1.0007824221684438,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Count,0.5933268452777344,0.29266961396282004,0.8960880245566357,1.0007198951544234,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Count,0.009950330853168092,-0.01005033585350145,0.03922071315328133,1.0016718386008292,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegan,Proportion,0.7654678421395714,-1.1394342831883648,2.28949985344539,1.0008271373228022,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegan,Proportion,1.1537315878891892,0.1906203596086497,2.1587147225743437,1.0003897354136184,Restaurant,JHDN7CF1C03X5
chicken_fish,vegan,Proportion,1.1378330018213911,-0.527632742082372,3.2895206644375325,1.0007152046573864,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegan,Proportion,0.7275486072772777,-1.4696759700589417,2.254444717666111,1.00044516670225,Restaurant,ED5J990H5VAZT
chicken_fish,vegan,Proportion,0.9631743177730056,-0.2744368457017603,2.1701959049483,1.0002288628939326,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Count,0.06765864847381486,-0.06187540371808753,0.20701416938432612,1.0014992256503212,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegetarian,Count,0.01980262729617973,0,0.03922071315328133,1.0070241626022833,Restaurant,JHDN7CF1C03X5
chicken_fish,vegetarian,Count,0.19885085874516517,0.03922071315328133,0.3987761199573678,1.003858824420572,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegetarian,Count,0.16551443847757333,0.06765864847381486,0.2700271372130602,1.0014215289173147,Restaurant,ED5J990H5VAZT
chicken_fish,vegetarian,Count,0.009950330853168092,-0.01005033585350145,0.01980262729617973,1.0006648960049853,Restaurant,W8T41JZK0ZMEP
chicken_fish,vegetarian,Proportion,1.000631880307906,-2.120263536200091,4.112020747235043,1.0015775938946538,Restaurant,2HRX9P6HKXA8V
chicken_fish,vegetarian,Proportion,1.8870696490323797,0.8919980393051105,2.8875901149342877,1.0003758105060172,Restaurant,JHDN7CF1C03X5
chicken_fish,vegetarian,Proportion,-0.4307829160924542,-4.605170185988091,3.7832801295354206,1.0010530354751546,Restaurant,L69HYJ4Y3TR91
chicken_fish,vegetarian,Proportion,-Inf,-Inf,-1.8971199848858813,1.001571865996843,Restaurant,ED5J990H5VAZT
chicken_fish,vegetarian,Proportion,-0.01005033585350145,-1.9661128563728327,1.9851308622085946,1.0021628744102735,Restaurant,W8T41JZK0ZMEP
