outcome,effect_type,mean,q2.5,q16,q84,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Breakfast-style meat,Level change,0.7826096488959601,0.5324697610614744,0.670489134676037,0.9120634052354067,1.1510082037935379,0.7826096488959601,NA,NA,Pooled,POOLED,0,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.670489134676037,0.9120634052354067
Breakfast-style meat,Slope change,0.4374437462288211,0.17057584972670703,0.27700340745191704,0.7198972078782174,1.29656454656711,0.4374437462288211,NA,NA,Pooled,POOLED,0,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.27700340745191704,0.7198972078782174
Breakfast-style meat,Level change,0.8499359332376712,0.6692044827311622,0.7488002451712037,0.973785612641252,1.1141117502706346,0.8499359332376712,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7488002451712037,0.973785612641252
Breakfast-style meat,Level change,0.751834570703002,0.5436246964204962,0.6441049824092775,0.8739288810795427,1.0228962027405648,0.751834570703002,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6441049824092775,0.8739288810795427
Breakfast-style meat,Level change,0.761753242103505,0.5327300129286268,0.6491228791937242,0.8835283650305621,1.0344518041779405,0.761753242103505,NA,NA,Restaurant,ED5J990H5VAZT,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6491228791937242,0.8835283650305621
Breakfast-style meat,Slope change,0.2822616136839816,0.1495768261283535,0.20682162975325546,0.39165265475717304,0.5325892951949973,0.2822616136839816,NA,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.20682162975325546,0.39165265475717304
Breakfast-style meat,Slope change,0.3504704567265316,0.07982752573339395,0.176762946670253,0.7102488456229763,1.6895599493011293,0.3504704567265316,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.176762946670253,0.7102488456229763
Breakfast-style meat,Slope change,0.6507536377725989,0.35111091501118585,0.46848015836933704,0.8933531581791475,1.2272400142681554,0.6507536377725989,NA,NA,Restaurant,ED5J990H5VAZT,NA,finalized_uncontaminated,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.46848015836933704,0.8933531581791475
Ground meat,Level change,0.9846968846390146,0.8261150720933963,0.9020439925973198,1.0800455139559917,1.1998670428134708,0.9846968846390146,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_uncontaminated,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9020439925973198,1.0800455139559917
Ground meat,Level change,0.981322306448472,0.8339714005023352,0.9027899062457363,1.0687972826005694,1.1834496801624046,0.981322306448472,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_uncontaminated,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9027899062457363,1.0687972826005694
Ground meat,Slope change,1.552114663262394,0.3474654494373357,0.7830982969357413,2.6714885082584034,4.493893378808786,1.552114663262394,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_uncontaminated,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.7830982969357413,2.6714885082584034
Ground meat,Slope change,0.6390264197484941,0.22366452684192495,0.3720285574190257,1.2755707184868217,2.839344987875337,0.6390264197484941,NA,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_uncontaminated,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.3720285574190257,1.2755707184868217
Whole-muscle meat,Level change,0.9811259082132723,0.8921191355739468,0.9341189993045996,1.0330230608073632,1.0863496483223665,0.9811259082132723,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_uncontaminated,NA,"Exposure: Whole-Muscle
Analog Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9341189993045996,1.0330230608073632
Whole-muscle meat,Slope change,0.3572652128048991,0.14930284795258048,0.2298227095828908,0.5530537003780532,0.8487622796843518,0.3572652128048991,NA,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_uncontaminated,NA,"Exposure: Whole-Muscle
Analog Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.2298227095828908,0.5530537003780532
