Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2022-05-08,2022,05,08,NA,16.1,NA,8.6,NA,12.4,NA,5.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-09,2022,05,09,NA,19.6,NA,10.2,NA,14.9,NA,3.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-10,2022,05,10,NA,20.5,NA,11.5,NA,16,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-11,2022,05,11,NA,23.3,NA,13,NA,18.2,NA,0,NA,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-12,2022,05,12,NA,24.1,NA,14.3,NA,19.2,NA,0,NA,1.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-13,2022,05,13,NA,26.9,NA,14.2,NA,20.6,NA,0,NA,2.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-14,2022,05,14,NA,27,NA,16.6,NA,21.8,NA,0,NA,3.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-15,2022,05,15,NA,29.1,NA,15.5,NA,22.3,NA,0,NA,4.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-16,2022,05,16,NA,20.7,NA,12.2,NA,16.5,NA,1.5,NA,0,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-17,2022,05,17,NA,17.5,NA,8.1,NA,12.8,NA,5.2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-18,2022,05,18,NA,14.6,NA,7.2,NA,10.9,NA,7.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-19,2022,05,19,NA,20,NA,9.4,NA,14.7,NA,3.3,NA,0,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-20,2022,05,20,NA,23.5,NA,11.6,NA,17.6,NA,0.4,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-21,2022,05,21,NA,27.4,NA,16.6,NA,22,NA,0,NA,4,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-22,2022,05,22,NA,18.3,NA,9.2,NA,13.8,NA,4.2,NA,0,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-23,2022,05,23,NA,16.2,NA,8,NA,12.1,NA,5.9,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-24,2022,05,24,NA,18.8,NA,8.7,NA,13.8,NA,4.2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-25,2022,05,25,NA,19.1,NA,11.7,NA,15.4,NA,2.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-26,2022,05,26,NA,26,NA,14.2,NA,20.1,NA,0,NA,2.1,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-27,2022,05,27,NA,22.2,NA,16.2,NA,19.2,NA,0,NA,1.2,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-28,2022,05,28,NA,22.4,NA,13.8,NA,18.1,NA,0,NA,0.1,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-29,2022,05,29,NA,24.4,NA,15.5,NA,19.9,NA,0,NA,1.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-30,2022,05,30,NA,29.7,NA,16.8,NA,23.2,NA,0,NA,5.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-31,2022,05,31,NA,32.2,NA,19.3,NA,25.7,NA,0,NA,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-01,2022,06,01,NA,25.7,NA,14.4,NA,20.1,NA,0,NA,2.1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-02,2022,06,02,NA,21.1,NA,11.9,NA,16.5,NA,1.5,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-03,2022,06,03,NA,23.3,NA,10.8,NA,17.1,NA,0.9,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-04,2022,06,04,NA,21.6,NA,9.1,NA,15.4,NA,2.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-05,2022,06,05,NA,23.7,NA,11.5,NA,17.6,NA,0.4,NA,0,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-06,2022,06,06,NA,19.9,NA,13.8,NA,16.8,NA,1.2,NA,0,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-07,2022,06,07,NA,21,NA,13,NA,17,NA,1,NA,0,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-08,2022,06,08,NA,22.3,NA,12.2,NA,17.3,NA,0.7,NA,0,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-09,2022,06,09,NA,22.3,NA,13.9,NA,18.1,NA,0,NA,0.1,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-10,2022,06,10,NA,23.9,NA,12.8,NA,18.3,NA,0,NA,0.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-11,2022,06,11,NA,23.6,NA,15.4,NA,19.5,NA,0,NA,1.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-12,2022,06,12,NA,23.8,NA,15,NA,19.4,NA,0,NA,1.4,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-13,2022,06,13,NA,21.3,NA,12.5,NA,16.9,NA,1.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-14,2022,06,14,NA,24.3,NA,17.4,NA,20.8,NA,0,NA,2.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-15,2022,06,15,NA,25.4,NA,17.9,NA,21.6,NA,0,NA,3.6,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-16,2022,06,16,NA,32.5,NA,19,NA,25.7,NA,0,NA,7.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-17,2022,06,17,NA,27.4,NA,13.7,NA,20.6,NA,0,NA,2.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-18,2022,06,18,NA,19.7,NA,11.4,NA,15.5,NA,2.5,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-19,2022,06,19,NA,22.9,NA,10.3,NA,16.6,NA,1.4,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-20,2022,06,20,NA,23.2,NA,15,NA,19.1,NA,0,NA,1.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-21,2022,06,21,NA,29.4,NA,17.7,NA,23.6,NA,0,NA,5.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-22,2022,06,22,NA,35.8,NA,18.7,NA,27.2,NA,0,NA,9.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-23,2022,06,23,NA,28.3,NA,16.8,NA,22.5,NA,0,NA,4.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-24,2022,06,24,NA,28,NA,15.1,NA,21.5,NA,0,NA,3.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-25,2022,06,25,NA,29.6,NA,18.4,NA,24,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-26,2022,06,26,NA,28.5,NA,19.8,NA,24.1,NA,0,NA,6.1,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-27,2022,06,27,NA,22.3,NA,13.7,NA,18,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-28,2022,06,28,NA,22.9,NA,11.6,NA,17.3,NA,0.7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-29,2022,06,29,NA,22.5,NA,14.8,NA,18.6,NA,0,NA,0.6,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-06-30,2022,06,30,NA,25.8,NA,15,NA,20.4,NA,0,NA,2.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-01,2022,07,01,NA,28.3,NA,20.2,NA,24.2,NA,0,NA,6.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-02,2022,07,02,NA,29.4,NA,15.3,NA,22.4,NA,0,NA,4.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-03,2022,07,03,NA,25.9,NA,15.4,NA,20.6,NA,0,NA,2.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-04,2022,07,04,NA,25.9,NA,16.5,NA,21.2,NA,0,NA,3.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-05,2022,07,05,NA,27.1,NA,18.4,NA,22.7,NA,0,NA,4.7,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-06,2022,07,06,NA,22.9,NA,17.9,NA,20.4,NA,0,NA,2.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-07,2022,07,07,NA,25.6,NA,16.6,NA,21.1,NA,0,NA,3.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-08,2022,07,08,NA,27.2,NA,17.9,NA,22.5,NA,0,NA,4.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-09,2022,07,09,NA,23.1,NA,14.5,NA,18.8,NA,0,NA,0.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-10,2022,07,10,NA,27.6,NA,14.4,NA,21,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-11,2022,07,11,NA,29.6,NA,16.6,NA,23.1,NA,0,NA,5.1,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-12,2022,07,12,NA,28,NA,19.1,NA,23.5,NA,0,NA,5.5,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-13,2022,07,13,NA,24.2,NA,16.9,NA,20.5,NA,0,NA,2.5,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-14,2022,07,14,NA,26.2,NA,15.7,NA,21,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-15,2022,07,15,NA,26.6,NA,15.9,NA,21.3,NA,0,NA,3.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-16,2022,07,16,NA,29.2,NA,18.4,NA,23.8,NA,0,NA,5.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-17,2022,07,17,NA,28.8,NA,19.3,NA,24.1,NA,0,NA,6.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-18,2022,07,18,NA,27.3,NA,19.9,NA,23.6,NA,0,NA,5.6,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-19,2022,07,19,NA,35.2,NA,19.9,NA,27.6,NA,0,NA,9.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-20,2022,07,20,NA,30.2,NA,22.8,NA,26.5,NA,0,NA,8.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-21,2022,07,21,NA,31.2,NA,22.1,NA,26.6,NA,0,NA,8.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-22,2022,07,22,NA,31.1,NA,20,NA,25.6,NA,0,NA,7.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-23,2022,07,23,NA,30.5,NA,21.2,NA,25.8,NA,0,NA,7.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-24,2022,07,24,NA,27.8,NA,21.1,NA,24.5,NA,0,NA,6.5,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-25,2022,07,25,NA,23.5,NA,17,NA,20.3,NA,0,NA,2.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-26,2022,07,26,NA,24.5,NA,15.3,NA,19.9,NA,0,NA,1.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-27,2022,07,27,NA,26.4,NA,17.1,NA,21.7,NA,0,NA,3.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-28,2022,07,28,NA,29,NA,20.1,NA,24.5,NA,0,NA,6.5,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-29,2022,07,29,NA,28.5,NA,16.8,NA,22.6,NA,0,NA,4.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-30,2022,07,30,NA,25.6,NA,17.1,NA,21.3,NA,0,NA,3.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-07-31,2022,07,31,NA,27.4,NA,17.7,NA,22.6,NA,0,NA,4.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-01,2022,08,01,NA,27.3,NA,18.4,NA,22.8,NA,0,NA,4.8,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-02,2022,08,02,NA,26.9,NA,17.6,NA,22.3,NA,0,NA,4.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-03,2022,08,03,NA,28.5,NA,16.3,NA,22.4,NA,0,NA,4.4,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-04,2022,08,04,NA,27.6,NA,21.1,NA,24.3,NA,0,NA,6.3,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-05,2022,08,05,NA,29.2,NA,21.2,NA,25.2,NA,0,NA,7.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-06,2022,08,06,NA,30.5,NA,21.7,NA,26.1,NA,0,NA,8.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-07,2022,08,07,NA,31.4,NA,23.2,NA,27.3,NA,0,NA,9.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-08,2022,08,08,NA,28.6,NA,20,NA,24.3,NA,0,NA,6.3,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-09,2022,08,09,NA,22.7,NA,18.6,NA,20.7,NA,0,NA,2.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-10,2022,08,10,NA,26.6,NA,17.3,NA,22,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-11,2022,08,11,NA,26.7,NA,16.5,NA,21.6,NA,0,NA,3.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-12,2022,08,12,NA,26.7,NA,15.1,NA,20.9,NA,0,NA,2.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-13,2022,08,13,NA,25.2,NA,13.6,NA,19.4,NA,0,NA,1.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-14,2022,08,14,NA,25.4,NA,17.3,NA,21.4,NA,0,NA,3.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-15,2022,08,15,NA,27.1,NA,18.9,NA,23,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-16,2022,08,16,NA,27.8,NA,19.3,NA,23.5,NA,0,NA,5.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-17,2022,08,17,NA,27.7,NA,18.6,NA,23.1,NA,0,NA,5.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-18,2022,08,18,NA,29.6,NA,18.5,NA,24,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-19,2022,08,19,NA,28.5,NA,17.9,NA,23.2,NA,0,NA,5.2,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-20,2022,08,20,NA,30,NA,19.5,NA,24.8,NA,0,NA,6.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-21,2022,08,21,NA,26.2,NA,19.5,NA,22.8,NA,0,NA,4.8,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-22,2022,08,22,NA,24.7,NA,19.6,NA,22.2,NA,0,NA,4.2,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-23,2022,08,23,NA,29.1,NA,19.4,NA,24.3,NA,0,NA,6.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-24,2022,08,24,NA,28.7,NA,17.4,NA,23.1,NA,0,NA,5.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-25,2022,08,25,NA,24.4,NA,19.1,NA,21.7,NA,0,NA,3.7,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-26,2022,08,26,NA,27,NA,16.9,NA,22,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-27,2022,08,27,NA,23.1,NA,14,NA,18.6,NA,0,NA,0.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-28,2022,08,28,NA,28.1,NA,17.8,NA,22.9,NA,0,NA,4.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-29,2022,08,29,NA,29.6,NA,21.3,NA,25.4,NA,0,NA,7.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-30,2022,08,30,NA,25.7,NA,18.5,NA,22.1,NA,0,NA,4.1,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-08-31,2022,08,31,NA,27.3,NA,16.2,NA,21.7,NA,0,NA,3.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-01,2022,09,01,NA,22.1,NA,12.5,NA,17.3,NA,0.7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-02,2022,09,02,NA,27.3,NA,16.4,NA,21.8,NA,0,NA,3.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-03,2022,09,03,NA,28.8,NA,19,NA,23.9,NA,0,NA,5.9,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-04,2022,09,04,NA,22,NA,16.2,NA,19.1,NA,0,NA,1.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-05,2022,09,05,NA,20.9,NA,16.3,NA,18.6,NA,0,NA,0.6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-06,2022,09,06,NA,23.4,NA,15.2,NA,19.3,NA,0,NA,1.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-07,2022,09,07,NA,24.1,NA,17,NA,20.5,NA,0,NA,2.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-08,2022,09,08,NA,25.8,NA,16.3,NA,21.1,NA,0,NA,3.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-09,2022,09,09,NA,27.2,NA,16.5,NA,21.9,NA,0,NA,3.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-10,2022,09,10,NA,26.5,NA,19.7,NA,23.1,NA,0,NA,5.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-11,2022,09,11,NA,23.4,NA,20.4,NA,21.9,NA,0,NA,3.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-12,2022,09,12,NA,23.8,NA,17.9,NA,20.9,NA,0,NA,2.9,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-13,2022,09,13,NA,21,NA,13.8,NA,17.4,NA,0.6,NA,0,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-09-14,2022,09,14,NA,25.2,NA,12.3,NA,18.8,NA,0,NA,0.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
