"date","datatype","station","attributes","value"
"2013-01-01T00:00:00","ADPT","GHCND:USW00094823",",,W,",-44
"2013-01-01T00:00:00","ASLP","GHCND:USW00094823",",,W,",10179
"2013-01-01T00:00:00","ASTP","GHCND:USW00094823",",,W,",9719
"2013-01-01T00:00:00","AWBT","GHCND:USW00094823",",,W,",-28
"2013-01-01T00:00:00","AWND","GHCND:USW00094823",",,X,",32
"2013-01-01T00:00:00","PRCP","GHCND:USW00094823",",,X,2400",13
"2013-01-01T00:00:00","RHAV","GHCND:USW00094823",",,W,",84
"2013-01-01T00:00:00","RHMN","GHCND:USW00094823",",,W,",71
"2013-01-01T00:00:00","RHMX","GHCND:USW00094823",",,W,",92
"2013-01-01T00:00:00","SNOW","GHCND:USW00094823",",,X,",20
"2013-01-01T00:00:00","SNWD","GHCND:USW00094823",",I,X,",0
"2013-01-01T00:00:00","TMAX","GHCND:USW00094823",",,X,2400",0
"2013-01-01T00:00:00","TMIN","GHCND:USW00094823",",,X,2400",-61
"2013-01-01T00:00:00","WDF2","GHCND:USW00094823",",,X,",290
"2013-01-01T00:00:00","WDF5","GHCND:USW00094823",",,X,",260
"2013-01-01T00:00:00","WSF2","GHCND:USW00094823",",,X,",58
"2013-01-01T00:00:00","WSF5","GHCND:USW00094823",",,X,",76
"2013-01-01T00:00:00","WT08","GHCND:USW00094823",",,X,",1
"2013-01-01T00:00:00","WT13","GHCND:USW00094823",",,X,",1
"2013-01-01T00:00:00","WT18","GHCND:USW00094823",",,X,",1
"2013-01-02T00:00:00","ADPT","GHCND:USW00094823",",,W,",-117
"2013-01-02T00:00:00","ASLP","GHCND:USW00094823",",,W,",10227
"2013-01-02T00:00:00","ASTP","GHCND:USW00094823",",,W,",9760
"2013-01-02T00:00:00","AWBT","GHCND:USW00094823",",,W,",-83
"2013-01-02T00:00:00","AWND","GHCND:USW00094823",",,X,",15
"2013-01-02T00:00:00","PRCP","GHCND:USW00094823",",,X,2400",0
"2013-01-02T00:00:00","RHAV","GHCND:USW00094823",",,W,",68
"2013-01-02T00:00:00","RHMN","GHCND:USW00094823",",,W,",53
"2013-01-02T00:00:00","RHMX","GHCND:USW00094823",",,W,",80
"2013-01-02T00:00:00","SNOW","GHCND:USW00094823",",I,X,",0
"2013-01-02T00:00:00","SNWD","GHCND:USW00094823",",I,X,",178
"2013-01-02T00:00:00","TMAX","GHCND:USW00094823",",,X,2400",-39
"2013-01-02T00:00:00","TMIN","GHCND:USW00094823",",,X,2400",-100
