model_id,term,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1,4.1338812322909515,6.647146070198049,0.5340055386089169,-8.894525065297225,17.16228752987913,2HRX9P6HKXA8V,13271,1964,A5,chicken_fish
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1:date_code,-0.001872971095497108,0.003410248345169372,0.5828555875014252,-0.008557057852029077,0.004811115661034862,2HRX9P6HKXA8V,13271,1964,A5,chicken_fish
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1:gendermale,-0.18652857458209962,0.21488684057977825,0.38537701714603867,-0.607706782118465,0.23464963295426575,2HRX9P6HKXA8V,13271,1964,A5,chicken_fish
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1,-218.83662268433545,206.05159112238584,0.2882140217726606,-622.6977412842117,185.0244959155408,L69HYJ4Y3TR91,4965,472,A5,chicken_fish
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1:date_code,0.0654833928370131,0.06191896874386921,0.2902533741258292,-0.05587778590097055,0.18684457157499673,L69HYJ4Y3TR91,4965,472,A5,chicken_fish
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1:gendermale,-0.09184451553355899,0.7314320416444382,0.9000738331017616,-1.525451317156658,1.34176228608954,L69HYJ4Y3TR91,4965,472,A5,chicken_fish
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1,-82.71104045217187,32.35364027095303,0.010574084877399918,-146.12417538323982,-19.297905521103935,ED5J990H5VAZT,16649,1359,A5,chicken_fish
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1:date_code,0.028579155720488227,0.011328952548597167,0.011646918947012861,0.006374408725237778,0.050783902715738675,ED5J990H5VAZT,16649,1359,A5,chicken_fish
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1:gendermale,-0.4443413386476033,0.5055109950147928,0.3794043069439177,-1.4351428888765971,0.5464602115813906,ED5J990H5VAZT,16649,1359,A5,chicken_fish
pooled,any_exposureTRUE,2.6993253575209213,0.2933895906583092,3.563509720743197e-20,2.124281759830635,3.2743689552112074,pooled,66784,5836,A5,chicken_fish
pooled,any_exposureTRUE:date_code,-0.001174909901239547,1.0658257904349232e-4,2.944822857387146e-28,-0.001383811756164792,-9.660080463143021e-4,pooled,66784,5836,A5,chicken_fish
pooled,any_exposureTRUE:gendermale,-0.33159057211090814,0.24861216257891847,0.1822803954976017,-0.8188704107655883,0.15568926654377202,pooled,66784,5836,A5,chicken_fish
