estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
2.4117133541874582,2.034732626698087,1.185272857250599,0.23590958160625763,exposure_ED5J990H5VAZT_1,-1.5763625941407926,6.399789302515709,ED5J990H5VAZT,12974,1359,A5,vegetarian
6.435861802593948e-5,7.519516608441621e-5,0.8558877036548955,0.3920598970864508,vegan_price_real,-8.30239074995163e-5,2.1174114355139526e-4,ED5J990H5VAZT,12974,1359,A5,vegetarian
-0.0011940554863234044,1.5572337249341282e-4,-7.66779878450111,1.7497308548884905e-14,vegetarian_price_real,-0.0014992732964104936,-8.888376762363152e-4,ED5J990H5VAZT,12974,1359,A5,vegetarian
-1.9150469293827325e-4,8.354320241549566e-5,-2.292283362395416,0.021889297254399535,meat_price_real,-3.5524936967264474e-4,-2.7760016203901765e-5,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.057539228832296604,0.04318465416475969,1.3323998986485064,0.1827288154070673,weekend,-0.02710269333063238,0.1421811509952256,ED5J990H5VAZT,12974,1359,A5,vegetarian
-0.04000030673240715,0.047508723904479924,-0.8419570858781843,0.39981197486570613,holiday_window,-0.1331174055851878,0.0531167921203735,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.08930029635575132,0.05753736965424553,1.5520399505986469,0.12065266474022382,month_cat2,-0.023472948166569918,0.20207354087807256,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.10378510186708048,0.0928622996352152,1.1176236457073818,0.2637277654898499,month_cat3,-0.0782250054179413,0.28579520915210227,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.1738626923065494,0.13739872479677953,1.2653879616692378,0.20573228847692462,month_cat4,-0.09543880829513848,0.4431641929082373,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.13103020798445086,0.1564491867742176,0.8375256572828942,0.40229716118573805,month_cat5,-0.17561019809301565,0.4376706140619174,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.16004576951456434,0.202096862136449,0.7919260488394264,0.42840379726312516,month_cat6,-0.23606408027287573,0.5561556193020044,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.22511466335139615,0.23900930926270011,0.9418656706127205,0.3462614179714487,month_cat7,-0.24334358280349608,0.6935729095062884,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.30586054982692384,0.28684682066282324,1.0662853055863235,0.28629469001393487,month_cat8,-0.25635921867220973,0.8680803183260575,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.2550212101470453,0.32388077662715187,0.7873922398321993,0.43105228806611845,month_cat9,-0.3797851120421723,0.889827532336263,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.30431930487441516,0.3553739168142381,0.8563355116281359,0.39181222401601434,month_cat10,-0.39221357208149144,1.0008521818303218,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.3193602860573716,0.39391554982871274,0.8107328745875603,0.4175190900537601,month_cat11,-0.45271419160690535,1.0914347637216486,ED5J990H5VAZT,12974,1359,A5,vegetarian
0.4182850412161602,0.43345560260860294,0.9650008875161749,0.33454436725060255,month_cat12,-0.4312879398967015,1.267858022329022,ED5J990H5VAZT,12974,1359,A5,vegetarian
-2.6179147869254247,3.260014824348306,-0.8030376939923147,0.42195294808113704,year_cat2016,-9.007543842648104,3.7717142687972554,ED5J990H5VAZT,12974,1359,A5,vegetarian
-2.3268396331117938,2.810367216362325,-0.8279486109731958,0.4076996035153813,year_cat2017,-7.8351593771819505,3.181480110958363,ED5J990H5VAZT,12974,1359,A5,vegetarian
-1.8444804584627168,2.3442565036141048,-0.786808293213268,0.4313940979884425,year_cat2018,-6.439223205546361,2.7502622886209283,ED5J990H5VAZT,12974,1359,A5,vegetarian
-1.4374279354358634,1.8725184594748898,-0.7676442003348588,0.44269859525687016,year_cat2019,-5.107564116006648,2.2327082451349205,ED5J990H5VAZT,12974,1359,A5,vegetarian
-1.3755885959865612,1.4203681241866737,-0.9684732940442788,0.3328080502724455,year_cat2020,-4.159510119392442,1.408332927419319,ED5J990H5VAZT,12974,1359,A5,vegetarian
-0.701450913517936,0.920662002648763,-0.7618984073415083,0.44612064063613044,year_cat2021,-2.5059484387095114,1.1030466116736393,ED5J990H5VAZT,12974,1359,A5,vegetarian
-0.2962680512745812,0.4699985903066374,-0.630359446570445,0.5284594372087668,year_cat2022,-1.2174652882755903,0.624929185726428,ED5J990H5VAZT,12974,1359,A5,vegetarian
-0.0011912385984776187,0.00115748073666493,-1.0291649448179636,0.30340217204915043,date_code,-0.003459900842340881,0.0010774236453856441,ED5J990H5VAZT,12974,1359,A5,vegetarian
