model_id,term,effect_type,gender,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,-0.032045342140756,0.05221230048182372,NA,-0.11970306449999998,0.04929867119999996,2HRX9P6HKXA8V,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,-0.040293253971913336,0.038284483911584996,NA,-0.10571429,0.012550521899999858,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-0.13422898060933666,0.07367727619091397,NA,-0.257794426,-0.018771951800000006,2HRX9P6HKXA8V,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-2.1952687963016666e-4,0.08074754285286143,NA,-0.11619177699999998,0.12162749099999996,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,-0.003927038518797367,0.036197477161060254,NA,-0.060497734750000004,0.05882598374999994,L69HYJ4Y3TR91,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,-0.040293253971913336,0.038284483911584996,NA,-0.10571429,0.012550521899999858,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,0.053140175043255335,0.04074850253265845,NA,-0.012505894250000002,0.11975709349999995,L69HYJ4Y3TR91,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,-2.1952687963016666e-4,0.08074754285286143,NA,-0.11619177699999998,0.12162749099999996,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,-0.08093536455,0.020144749083125725,NA,-0.112925544,-0.046602894650000025,ED5J990H5VAZT,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,-0.040293253971913336,0.038284483911584996,NA,-0.10571429,0.012550521899999858,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,-0.03900276246672333,0.01936751127597111,NA,-0.07105029795,-0.007787413890000017,ED5J990H5VAZT,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,-2.1952687963016666e-4,0.08074754285286143,NA,-0.11619177699999998,0.12162749099999996,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
W8T41JZK0ZMEP,exposure_W8T41JZK0ZMEP_1_gendermale,Gender x Level,male,-0.0028707524607616665,0.01767645846994373,NA,-0.0339946625,0.02407499579999992,W8T41JZK0ZMEP,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_W8T41JZK0ZMEP_1_gendermale,Gender x Level,male,-0.040293253971913336,0.038284483911584996,NA,-0.10571429,0.012550521899999858,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
W8T41JZK0ZMEP,exposure_W8T41JZK0ZMEP_1_genderfemale,Gender x Level,female,0.011241612154337,0.021231884650143782,NA,-0.021536877450000002,0.04877841204999999,W8T41JZK0ZMEP,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_W8T41JZK0ZMEP_1_genderfemale,Gender x Level,female,-2.1952687963016666e-4,0.08074754285286143,NA,-0.11619177699999998,0.12162749099999996,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
W8T41JZK0ZMEP,exposure_W8T41JZK0ZMEP_2_gendermale,Gender x Level,male,5.768824049222001e-4,0.013094790826014616,NA,-0.020873695249999998,0.022688077799999998,W8T41JZK0ZMEP,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_W8T41JZK0ZMEP_2_gendermale,Gender x Level,male,-0.040293253971913336,0.038284483911584996,NA,-0.10571429,0.012550521899999858,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
W8T41JZK0ZMEP,exposure_W8T41JZK0ZMEP_2_genderfemale,Gender x Level,female,0.0019398567145664,0.015472287906555872,NA,-0.023809614499999996,0.026831066849999988,W8T41JZK0ZMEP,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_W8T41JZK0ZMEP_2_genderfemale,Gender x Level,female,-2.1952687963016666e-4,0.08074754285286143,NA,-0.11619177699999998,0.12162749099999996,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
W8T41JZK0ZMEP,exposure_W8T41JZK0ZMEP_3_gendermale,Gender x Level,male,6.441186881833967e-4,0.016874729897369916,NA,-0.026509005949999997,0.029893818299999993,W8T41JZK0ZMEP,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,breakfast
