model_id,term,effect_type,gender,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_1_gendermale,Gender x Level,male,-0.0038687636746,0.039249234631423734,NA,-0.050986605,0.06341529,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_1_gendermale,Gender x Level,male,0.010596009634033333,0.04355285051893667,NA,-0.036564165,0.10168495,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_1_genderfemale,Gender x Level,female,-0.04365575233893333,0.03542758459944555,NA,-0.10411245,-0.002804182000000006,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_1_genderfemale,Gender x Level,female,0.015036622050366667,0.02662513829471542,NA,-0.027975185,0.057038744999999946,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_2_gendermale,Gender x Level,male,-0.054105327509,0.032247105228516586,NA,-0.11511495,-0.01536133000000002,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_2_gendermale,Gender x Level,male,0.010596009634033333,0.04355285051893667,NA,-0.036564165,0.10168495,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_2_genderfemale,Gender x Level,female,0.023014964552316667,0.029796870087044396,NA,-0.014995939999999996,0.07590218,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_2_genderfemale,Gender x Level,female,0.015036622050366667,0.02662513829471542,NA,-0.027975185,0.057038744999999946,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_3_gendermale,Gender x Level,male,0.014496635891833334,0.015359063495761806,NA,-0.011788439999999999,0.04025062499999994,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_3_gendermale,Gender x Level,male,0.010596009634033333,0.04355285051893667,NA,-0.036564165,0.10168495,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_3_genderfemale,Gender x Level,female,0.0249868163798,0.014928264608115993,NA,0.0016117695,0.05146944,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_3_genderfemale,Gender x Level,female,0.015036622050366667,0.02662513829471542,NA,-0.027975185,0.057038744999999946,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_4_gendermale,Gender x Level,male,0.04106572521111666,0.020114561896678897,NA,0.004039537000000005,0.07206310499999992,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_4_gendermale,Gender x Level,male,0.010596009634033333,0.04355285051893667,NA,-0.036564165,0.10168495,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
V3Q26BHF3SE2H,exposure_V3Q26BHF3SE2H_4_genderfemale,Gender x Level,female,-0.0034331389498666667,0.015958425680749195,NA,-0.028901369999999992,0.02167903,V3Q26BHF3SE2H,NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
mu_gamma (pooled),exposure_V3Q26BHF3SE2H_4_genderfemale,Gender x Level,female,0.015036622050366667,0.02662513829471542,NA,-0.027975185,0.057038744999999946,mu_gamma (pooled),NA,NA,A6_t2_targeted_gaussian_iid_day_gender,chicken
