outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,0.00437301437234333,-0.068393783,0.079416367825,1.0043825899526557,1.0004373970674472,1.00056189053564,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0333336567564832,0.04207968550116986
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,-0.037127253849479,-1.6234557323,1.47306169405,0.9635535116535133,0.9962941582582834,1.00360910329107,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8270551687346831,0.7528006610357251
meat,Exposure: Alt-Protein-Modifiable,Form: Count,0.0076069434123392,-0.061347250805,0.073328447525,1.0076359497094844,1.0007609837425517,1.00023192038229,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.026749102080007744,0.041962988904686145
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.214474025785248,-1.2551413455,1.534878423625,1.2392099330515387,1.021679051240455,1.62180190276185,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4972657112364357,0.9262137628069317
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,0.0167902711194373,-0.0628784294135,0.096184612675,1.0169320199440366,1.0016804374671961,1.00063852885335,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.023787035535792294,0.05736757777466689
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Proportion,-0.017015464090519,-1.615029404,1.58940038225,0.9831284813295302,0.9982999004003184,1.00312560585915,Pooled,POOLED,NA,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8344720422155191,0.800441114034481
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Count,0.00640255339796,-0.070653356325,0.08401082445,1.0064230935560545,1.000640460346996,1.00986550584983,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.03305259475892776,0.04585770155484775
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.100308776323081,-1.399584982,1.727611643,1.1055122213785848,1.01008135552335,1.02611729398468,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.6974454647483476,0.8980630173945096
vegan,Exposure: Alt-Protein-Modifiable,Form: Count,0.02295664119546,-0.061005792175,0.1147979505665,1.0232221728951865,1.0022983011739652,1.0216551946903,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.0218912523610451,0.0678045347519651
vegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.294568694002414,-1.502531608,2.07409214225,1.3425471851417496,1.0298950145242827,1.010702546537,Pooled,POOLED,NA,Plant-based,FALSE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.6178353239185044,1.2069727119233324
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-2.69426367474639,0.9977518473423314,0.9997749569713038,0.99980634594859,Restaurant,1SQPTEGYPH0GA,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-1.7551612690693974,0.9915643316742252,0.9991532137314318,1.00034753022509,Restaurant,2HRX9P6HKXA8V,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-2.4525535952053397,0.9989144421790589,0.999891391151808,0.99979377936328,Restaurant,78AY09MVJVTYE,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-3.685165924806937,0.9964483949416647,0.9996442705886495,1.00138451815796,Restaurant,9XKJD8DQTH559,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,-4.335754234104426,NA,-1.7788294645549643,1.0131780713197482,1.0013100569677458,1.00009539972885,Restaurant,C0BE4NDSW26QN,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,-4.643645278225149,NA,-2.458802422462977,1.009669002375476,1.0009627187886003,0.999204531021544,Restaurant,CB2KHY1C2G9PT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,-6.391982175018518,NA,-3.976622162937398,1.0016763363822225,1.0001675073176486,1.00071313230548,Restaurant,ED5J990H5VAZT,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,-2.7991498490375464,NA,-1.5676999353939516,1.06275201293903,1.006104736647598,1.0017088950305,Restaurant,EMBVNVD207CC6,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,NA,NA,-3.1637951338648063,0.996679332334431,0.9996674359798369,1.00256819809078,Restaurant,JHDN7CF1C03X5,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,-4.231489827145238,NA,-1.797804408448735,1.0146368103492547,1.0014541288359449,1.00069893835527,Restaurant,L69HYJ4Y3TR91,NA,Animal,NA,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,NA,NA
